"Step","swept-blaze-817 - mean_entropy_1","swept-blaze-817 - mean_entropy_1__MIN","swept-blaze-817 - mean_entropy_1__MAX"
"1","0.9992509484291077","0.9992509484291077","0.9992509484291077"
"3","0.9992893934249878","0.9992893934249878","0.9992893934249878"
"5","0.9991891384124756","0.9991891384124756","0.9991891384124756"
"7","0.9992218613624573","0.9992218613624573","0.9992218613624573"
"9","0.9993235468864441","0.9993235468864441","0.9993235468864441"
"11","0.9992300868034363","0.9992300868034363","0.9992300868034363"
"13","0.9991774559020996","0.9991774559020996","0.9991774559020996"
"17","0.9993101358413696","0.9993101358413696","0.9993101358413696"
"19","0.9992755055427551","0.9992755055427551","0.9992755055427551"
"21","0.9993503093719482","0.9993503093719482","0.9993503093719482"
"23","0.9992836713790894","0.9992836713790894","0.9992836713790894"
"25","0.9993216395378113","0.9993216395378113","0.9993216395378113"
"27","0.9993128776550293","0.9993128776550293","0.9993128776550293"
"29","0.9993266463279724","0.9993266463279724","0.9993266463279724"
"33","0.9991596937179565","0.9991596937179565","0.9991596937179565"
"35","0.9993181228637695","0.9993181228637695","0.9993181228637695"
"37","0.9993959665298462","0.9993959665298462","0.9993959665298462"
"39","0.9992352724075317","0.9992352724075317","0.9992352724075317"
"41","0.9993056654930115","0.9993056654930115","0.9993056654930115"
"43","0.9992765188217163","0.9992765188217163","0.9992765188217163"
"45","0.9993342161178589","0.9993342161178589","0.9993342161178589"
"49","0.9993200302124023","0.9993200302124023","0.9993200302124023"
"51","0.9992760419845581","0.9992760419845581","0.9992760419845581"
"53","0.999271035194397","0.999271035194397","0.999271035194397"
"55","0.9992371797561646","0.9992371797561646","0.9992371797561646"
"57","0.9993539452552795","0.9993539452552795","0.9993539452552795"
"59","0.9992812871932983","0.9992812871932983","0.9992812871932983"
"61","0.9993385076522827","0.9993385076522827","0.9993385076522827"
"65","0.9993070363998413","0.9993070363998413","0.9993070363998413"
"67","0.9992862343788147","0.9992862343788147","0.9992862343788147"
"69","0.999299943447113","0.999299943447113","0.999299943447113"
"71","0.9992138743400574","0.9992138743400574","0.9992138743400574"
"73","0.999348521232605","0.999348521232605","0.999348521232605"
"75","0.9992164373397827","0.9992164373397827","0.9992164373397827"
"77","0.9993303418159485","0.9993303418159485","0.9993303418159485"
"81","0.9991738796234131","0.9991738796234131","0.9991738796234131"
"83","0.999252438545227","0.999252438545227","0.999252438545227"
"85","0.9993382096290588","0.9993382096290588","0.9993382096290588"
"87","0.9993286728858948","0.9993286728858948","0.9993286728858948"
"89","0.999291181564331","0.999291181564331","0.999291181564331"
"91","0.9992160797119141","0.9992160797119141","0.9992160797119141"
"93","0.9993076920509338","0.9993076920509338","0.9993076920509338"
"97","0.9991999864578247","0.9991999864578247","0.9991999864578247"
"99","0.9992202520370483","0.9992202520370483","0.9992202520370483"
"101","0.9991499185562134","0.9991499185562134","0.9991499185562134"
"103","0.9992035031318665","0.9992035031318665","0.9992035031318665"
"105","0.9992665648460388","0.9992665648460388","0.9992665648460388"
"107","0.9990755915641785","0.9990755915641785","0.9990755915641785"
"109","0.999220609664917","0.999220609664917","0.999220609664917"
"113","0.9990749359130859","0.9990749359130859","0.9990749359130859"
"115","0.9991922378540039","0.9991922378540039","0.9991922378540039"
"117","0.9992623925209045","0.9992623925209045","0.9992623925209045"
"119","0.99919593334198","0.99919593334198","0.99919593334198"
"121","0.9991275072097778","0.9991275072097778","0.9991275072097778"
"123","0.998759388923645","0.998759388923645","0.998759388923645"
"125","0.9991660118103027","0.9991660118103027","0.9991660118103027"
"129","0.9991438388824463","0.9991438388824463","0.9991438388824463"
"131","0.9989847540855408","0.9989847540855408","0.9989847540855408"
"133","0.9992179870605469","0.9992179870605469","0.9992179870605469"
"135","0.9990907311439514","0.9990907311439514","0.9990907311439514"
"137","0.9992046356201172","0.9992046356201172","0.9992046356201172"
"139","0.9989486336708069","0.9989486336708069","0.9989486336708069"
"141","0.9990630745887756","0.9990630745887756","0.9990630745887756"
"145","0.9991461038589478","0.9991461038589478","0.9991461038589478"
"147","0.9989346265792847","0.9989346265792847","0.9989346265792847"
"149","0.9991224408149719","0.9991224408149719","0.9991224408149719"
"151","0.9988869428634644","0.9988869428634644","0.9988869428634644"
"153","0.9990313649177551","0.9990313649177551","0.9990313649177551"
"155","0.9989467263221741","0.9989467263221741","0.9989467263221741"
"157","0.9990359544754028","0.9990359544754028","0.9990359544754028"
