"Step","cosmic-sweep-4 - std_entropy_1","cosmic-sweep-4 - std_entropy_1__MIN","cosmic-sweep-4 - std_entropy_1__MAX"
"1","0.0018346449360251427","0.0018346449360251427","0.0018346449360251427"
"3","0.0023394597228616476","0.0023394597228616476","0.0023394597228616476"
"5","0.00256735784932971","0.00256735784932971","0.00256735784932971"
"7","0.0028775562532246113","0.0028775562532246113","0.0028775562532246113"
"9","0.002898345235735178","0.002898345235735178","0.002898345235735178"
"11","0.003265923820436001","0.003265923820436001","0.003265923820436001"
"13","0.0030249005649238825","0.0030249005649238825","0.0030249005649238825"
"15","0.0034565897658467293","0.0034565897658467293","0.0034565897658467293"
"17","0.0036263298243284225","0.0036263298243284225","0.0036263298243284225"
"19","0.003405181923881173","0.003405181923881173","0.003405181923881173"
"21","0.0038222013972699642","0.0038222013972699642","0.0038222013972699642"
"23","0.0038869036361575127","0.0038869036361575127","0.0038869036361575127"
"25","0.0037480886094272137","0.0037480886094272137","0.0037480886094272137"
"27","0.004289712756872177","0.004289712756872177","0.004289712756872177"
"29","0.004163210280239582","0.004163210280239582","0.004163210280239582"
"31","0.0047017899341881275","0.0047017899341881275","0.0047017899341881275"
"33","0.0047404528595507145","0.0047404528595507145","0.0047404528595507145"
"35","0.005472295451909304","0.005472295451909304","0.005472295451909304"
"37","0.0042872647754848","0.0042872647754848","0.0042872647754848"
"39","0.00467281648889184","0.00467281648889184","0.00467281648889184"
"41","0.005068278405815363","0.005068278405815363","0.005068278405815363"
"181","0.004466746002435684","0.004466746002435684","0.004466746002435684"
"183","0.00438673235476017","0.00438673235476017","0.00438673235476017"
"185","0.004583589732646942","0.004583589732646942","0.004583589732646942"
"187","0.004850484896451235","0.004850484896451235","0.004850484896451235"
"189","0.004775150213390589","0.004775150213390589","0.004775150213390589"
"191","0.0052731456235051155","0.0052731456235051155","0.0052731456235051155"
"193","0.005264442879706621","0.005264442879706621","0.005264442879706621"
"195","0.005708147771656513","0.005708147771656513","0.005708147771656513"
"197","0.005665127653628588","0.005665127653628588","0.005665127653628588"
"199","0.005698568187654018","0.005698568187654018","0.005698568187654018"
"201","0.0061243679374456406","0.0061243679374456406","0.0061243679374456406"
"203","0.006186871789395809","0.006186871789395809","0.006186871789395809"
"205","0.006144337821751833","0.006144337821751833","0.006144337821751833"
"207","0.007024574093520641","0.007024574093520641","0.007024574093520641"
"209","0.006791465915739536","0.006791465915739536","0.006791465915739536"
"211","0.00680247088894248","0.00680247088894248","0.00680247088894248"
"213","0.007681736722588539","0.007681736722588539","0.007681736722588539"
"215","0.007479539141058922","0.007479539141058922","0.007479539141058922"
"217","0.007004197686910629","0.007004197686910629","0.007004197686910629"
"219","0.00723258825019002","0.00723258825019002","0.00723258825019002"
"221","0.008010003715753555","0.008010003715753555","0.008010003715753555"
"361","0.010131384246051311","0.010131384246051311","0.010131384246051311"
"363","0.009016637690365314","0.009016637690365314","0.009016637690365314"
"365","0.008904306218028069","0.008904306218028069","0.008904306218028069"
"367","0.009365254081785679","0.009365254081785679","0.009365254081785679"
"369","0.008837217465043068","0.008837217465043068","0.008837217465043068"
"371","0.00988464243710041","0.00988464243710041","0.00988464243710041"
"373","0.009609663859009743","0.009609663859009743","0.009609663859009743"
"375","0.01007445715367794","0.01007445715367794","0.01007445715367794"
"377","0.009900891222059727","0.009900891222059727","0.009900891222059727"
"379","0.010519362986087799","0.010519362986087799","0.010519362986087799"
"381","0.010715993121266365","0.010715993121266365","0.010715993121266365"
"383","0.010249374434351921","0.010249374434351921","0.010249374434351921"
"385","0.010943455621600151","0.010943455621600151","0.010943455621600151"
"387","0.012069017626345158","0.012069017626345158","0.012069017626345158"
"389","0.011574801988899708","0.011574801988899708","0.011574801988899708"
"391","0.012999660335481167","0.012999660335481167","0.012999660335481167"
"393","0.014039148576557636","0.014039148576557636","0.014039148576557636"
"395","0.012992117553949356","0.012992117553949356","0.012992117553949356"
"397","0.011640447191894054","0.011640447191894054","0.011640447191894054"
"399","0.012195885181427002","0.012195885181427002","0.012195885181427002"
"541","0.020313667133450508","0.020313667133450508","0.020313667133450508"
"543","0.016868477687239647","0.016868477687239647","0.016868477687239647"
"545","0.016270501539111137","0.016270501539111137","0.016270501539111137"
"547","0.01739981584250927","0.01739981584250927","0.01739981584250927"
"549","0.016344929113984108","0.016344929113984108","0.016344929113984108"
"551","0.017491627484560013","0.017491627484560013","0.017491627484560013"
"553","0.017131824046373367","0.017131824046373367","0.017131824046373367"
"555","0.018431758508086205","0.018431758508086205","0.018431758508086205"
"557","0.01723494939506054","0.01723494939506054","0.01723494939506054"
"559","0.01746879704296589","0.01746879704296589","0.01746879704296589"
"561","0.01799597591161728","0.01799597591161728","0.01799597591161728"
"563","0.01793074607849121","0.01793074607849121","0.01793074607849121"
"565","0.0181552916765213","0.0181552916765213","0.0181552916765213"
"567","0.0207524411380291","0.0207524411380291","0.0207524411380291"
"569","0.020110193639993668","0.020110193639993668","0.020110193639993668"
"571","0.02006053924560547","0.02006053924560547","0.02006053924560547"
"573","0.022289447486400604","0.022289447486400604","0.022289447486400604"
"575","0.021367482841014862","0.021367482841014862","0.021367482841014862"
"577","0.02165083959698677","0.02165083959698677","0.02165083959698677"
"579","0.022273745387792587","0.022273745387792587","0.022273745387792587"
"581","0.028064867481589317","0.028064867481589317","0.028064867481589317"
"722","0.03665000945329666","0.03665000945329666","0.03665000945329666"
"724","0.02964111790060997","0.02964111790060997","0.02964111790060997"
"726","0.029218386858701706","0.029218386858701706","0.029218386858701706"
"728","0.029722910374403","0.029722910374403","0.029722910374403"
"730","0.028412332758307457","0.028412332758307457","0.028412332758307457"
"732","0.029353683814406395","0.029353683814406395","0.029353683814406395"
"734","0.028900016099214554","0.028900016099214554","0.028900016099214554"
"736","0.029538029804825783","0.029538029804825783","0.029538029804825783"
"738","0.029140884056687355","0.029140884056687355","0.029140884056687355"
"740","0.030069831758737564","0.030069831758737564","0.030069831758737564"
"742","0.030321765691041946","0.030321765691041946","0.030321765691041946"
"744","0.02862308919429779","0.02862308919429779","0.02862308919429779"
"746","0.030553586781024933","0.030553586781024933","0.030553586781024933"
"748","0.03450017422437668","0.03450017422437668","0.03450017422437668"
"750","0.033225927501916885","0.033225927501916885","0.033225927501916885"
"752","0.034205012023448944","0.034205012023448944","0.034205012023448944"
"754","0.03665910288691521","0.03665910288691521","0.03665910288691521"
"756","0.031025784090161324","0.031025784090161324","0.031025784090161324"
"758","0.03412923961877823","0.03412923961877823","0.03412923961877823"
"760","0.03463802486658096","0.03463802486658096","0.03463802486658096"
"902","0.06027567386627197","0.06027567386627197","0.06027567386627197"
"904","0.04788844659924507","0.04788844659924507","0.04788844659924507"
"906","0.046612922102212906","0.046612922102212906","0.046612922102212906"
"908","0.04621679708361626","0.04621679708361626","0.04621679708361626"
"910","0.04521413519978523","0.04521413519978523","0.04521413519978523"
"912","0.04637465998530388","0.04637465998530388","0.04637465998530388"
"914","0.046071238815784454","0.046071238815784454","0.046071238815784454"
"916","0.048055604100227356","0.048055604100227356","0.048055604100227356"
"918","0.04735521599650383","0.04735521599650383","0.04735521599650383"
"920","0.049242231994867325","0.049242231994867325","0.049242231994867325"
"922","0.04812642186880112","0.04812642186880112","0.04812642186880112"
"924","0.04558209329843521","0.04558209329843521","0.04558209329843521"
"926","0.04743910953402519","0.04743910953402519","0.04743910953402519"
"928","0.05153152346611023","0.05153152346611023","0.05153152346611023"
"930","0.049057308584451675","0.049057308584451675","0.049057308584451675"
"932","0.05190421640872955","0.05190421640872955","0.05190421640872955"
"934","0.05977347120642662","0.05977347120642662","0.05977347120642662"
"936","0.05054798722267151","0.05054798722267151","0.05054798722267151"
"938","0.05263568460941315","0.05263568460941315","0.05263568460941315"
"940","0.04876202717423439","0.04876202717423439","0.04876202717423439"
"942","0.07495537400245667","0.07495537400245667","0.07495537400245667"
"1082","0.08790326863527298","0.08790326863527298","0.08790326863527298"
"1084","0.07088792324066162","0.07088792324066162","0.07088792324066162"
"1086","0.07042697817087173","0.07042697817087173","0.07042697817087173"
"1088","0.07413260638713837","0.07413260638713837","0.07413260638713837"
"1090","0.0659850537776947","0.0659850537776947","0.0659850537776947"
"1092","0.06682994216680527","0.06682994216680527","0.06682994216680527"
"1094","0.06548023223876953","0.06548023223876953","0.06548023223876953"
"1096","0.06856990605592728","0.06856990605592728","0.06856990605592728"
"1098","0.07111968100070953","0.07111968100070953","0.07111968100070953"
"1100","0.06859204918146133","0.06859204918146133","0.06859204918146133"
"1102","0.0709228515625","0.0709228515625","0.0709228515625"
"1104","0.0627872422337532","0.0627872422337532","0.0627872422337532"
"1106","0.06686627119779587","0.06686627119779587","0.06686627119779587"
"1108","0.073722705245018","0.073722705245018","0.073722705245018"
"1110","0.06760960817337036","0.06760960817337036","0.06760960817337036"
"1112","0.0713018849492073","0.0713018849492073","0.0713018849492073"
"1114","0.08235158771276474","0.08235158771276474","0.08235158771276474"
"1116","0.06930109858512878","0.06930109858512878","0.06930109858512878"
"1118","0.0732206180691719","0.0732206180691719","0.0732206180691719"
"1120","0.0678049698472023","0.0678049698472023","0.0678049698472023"
"1122","0.1046954095363617","0.1046954095363617","0.1046954095363617"
"1262","0.11338654160499573","0.11338654160499573","0.11338654160499573"
"1264","0.09154403209686279","0.09154403209686279","0.09154403209686279"
"1266","0.08802064508199692","0.08802064508199692","0.08802064508199692"
"1268","0.0942794680595398","0.0942794680595398","0.0942794680595398"
"1270","0.08298760652542114","0.08298760652542114","0.08298760652542114"
"1272","0.08544303476810455","0.08544303476810455","0.08544303476810455"
"1274","0.08857838809490204","0.08857838809490204","0.08857838809490204"
"1276","0.08544579893350601","0.08544579893350601","0.08544579893350601"
"1278","0.09245740622282028","0.09245740622282028","0.09245740622282028"
"1280","0.08803243935108185","0.08803243935108185","0.08803243935108185"
"1282","0.08574965596199036","0.08574965596199036","0.08574965596199036"
"1284","0.08156108111143112","0.08156108111143112","0.08156108111143112"
"1286","0.08155118674039841","0.08155118674039841","0.08155118674039841"
"1288","0.08792238682508469","0.08792238682508469","0.08792238682508469"
"1290","0.08621449023485184","0.08621449023485184","0.08621449023485184"
"1292","0.09049009531736374","0.09049009531736374","0.09049009531736374"
"1294","0.10203273594379425","0.10203273594379425","0.10203273594379425"
"1296","0.08754871785640717","0.08754871785640717","0.08754871785640717"
"1298","0.09142571687698364","0.09142571687698364","0.09142571687698364"
"1300","0.08478589355945587","0.08478589355945587","0.08478589355945587"
"1302","0.14122585952281952","0.14122585952281952","0.14122585952281952"
"1442","0.1267821043729782","0.1267821043729782","0.1267821043729782"
"1444","0.10222046822309494","0.10222046822309494","0.10222046822309494"
"1446","0.09985566139221191","0.09985566139221191","0.09985566139221191"
"1448","0.10097437351942062","0.10097437351942062","0.10097437351942062"
"1450","0.09257679432630539","0.09257679432630539","0.09257679432630539"
"1452","0.0936490073800087","0.0936490073800087","0.0936490073800087"
"1454","0.10053981840610504","0.10053981840610504","0.10053981840610504"
"1456","0.0943317636847496","0.0943317636847496","0.0943317636847496"
"1458","0.09654711186885834","0.09654711186885834","0.09654711186885834"
