"Step","cosmic-sweep-4 - mean_entropy_0","cosmic-sweep-4 - mean_entropy_0__MIN","cosmic-sweep-4 - mean_entropy_0__MAX"
"81","0.9894672632217407","0.9894672632217407","0.9894672632217407"
"83","0.9891761541366577","0.9891761541366577","0.9891761541366577"
"89","0.9903340339660645","0.9903340339660645","0.9903340339660645"
"97","0.9904959797859192","0.9904959797859192","0.9904959797859192"
"181","0.9932457804679871","0.9932457804679871","0.9932457804679871"
"183","0.991445004940033","0.991445004940033","0.991445004940033"
"185","0.9908600449562073","0.9908600449562073","0.9908600449562073"
"187","0.9898890256881714","0.9898890256881714","0.9898890256881714"
"189","0.9892902970314026","0.9892902970314026","0.9892902970314026"
"191","0.9888094067573547","0.9888094067573547","0.9888094067573547"
"193","0.9888647794723511","0.9888647794723511","0.9888647794723511"
"195","0.9878551959991455","0.9878551959991455","0.9878551959991455"
"197","0.987034261226654","0.987034261226654","0.987034261226654"
"199","0.9864476919174194","0.9864476919174194","0.9864476919174194"
"201","0.9857581257820129","0.9857581257820129","0.9857581257820129"
"203","0.9859687089920044","0.9859687089920044","0.9859687089920044"
"205","0.9850606918334961","0.9850606918334961","0.9850606918334961"
"207","0.9837983250617981","0.9837983250617981","0.9837983250617981"
"209","0.9836438894271851","0.9836438894271851","0.9836438894271851"
"211","0.9836857914924622","0.9836857914924622","0.9836857914924622"
"213","0.982192873954773","0.982192873954773","0.982192873954773"
"215","0.9811787009239197","0.9811787009239197","0.9811787009239197"
"217","0.9816000461578369","0.9816000461578369","0.9816000461578369"
"219","0.9797565340995789","0.9797565340995789","0.9797565340995789"
"221","0.9818334579467773","0.9818334579467773","0.9818334579467773"
"223","0.9810233116149902","0.9810233116149902","0.9810233116149902"
"225","0.9803584814071655","0.9803584814071655","0.9803584814071655"
"227","0.9789716601371765","0.9789716601371765","0.9789716601371765"
"229","0.9794602394104004","0.9794602394104004","0.9794602394104004"
"231","0.9795355796813965","0.9795355796813965","0.9795355796813965"
"233","0.9788753986358643","0.9788753986358643","0.9788753986358643"
"235","0.978594958782196","0.978594958782196","0.978594958782196"
"237","0.9796180129051208","0.9796180129051208","0.9796180129051208"
"239","0.9785831570625305","0.9785831570625305","0.9785831570625305"
"241","0.979095995426178","0.979095995426178","0.979095995426178"
"243","0.9787874817848206","0.9787874817848206","0.9787874817848206"
"245","0.9784548282623291","0.9784548282623291","0.9784548282623291"
"247","0.978764533996582","0.978764533996582","0.978764533996582"
"249","0.9786922931671143","0.9786922931671143","0.9786922931671143"
"251","0.9782849550247192","0.9782849550247192","0.9782849550247192"
"253","0.9804973602294922","0.9804973602294922","0.9804973602294922"
"255","0.9812477231025696","0.9812477231025696","0.9812477231025696"
"257","0.9808909296989441","0.9808909296989441","0.9808909296989441"
"259","0.9784330725669861","0.9784330725669861","0.9784330725669861"
"261","0.9796430468559265","0.9796430468559265","0.9796430468559265"
"263","0.9790555834770203","0.9790555834770203","0.9790555834770203"
"269","0.9818314909934998","0.9818314909934998","0.9818314909934998"
"277","0.9818673133850098","0.9818673133850098","0.9818673133850098"
"361","0.9835404753684998","0.9835404753684998","0.9835404753684998"
"363","0.9800915718078613","0.9800915718078613","0.9800915718078613"
"365","0.9790598750114441","0.9790598750114441","0.9790598750114441"
"367","0.9776604771614075","0.9776604771614075","0.9776604771614075"
"369","0.9766815304756165","0.9766815304756165","0.9766815304756165"
"371","0.9760758280754089","0.9760758280754089","0.9760758280754089"
"373","0.9760839939117432","0.9760839939117432","0.9760839939117432"
"375","0.9747837781906128","0.9747837781906128","0.9747837781906128"
"377","0.9732806086540222","0.9732806086540222","0.9732806086540222"
"379","0.9723924398422241","0.9723924398422241","0.9723924398422241"
"381","0.9714522361755371","0.9714522361755371","0.9714522361755371"
"383","0.9716545343399048","0.9716545343399048","0.9716545343399048"
"385","0.970079243183136","0.970079243183136","0.970079243183136"
"387","0.9683353900909424","0.9683353900909424","0.9683353900909424"
"389","0.9679655432701111","0.9679655432701111","0.9679655432701111"
"391","0.9682721495628357","0.9682721495628357","0.9682721495628357"
"393","0.9657241106033325","0.9657241106033325","0.9657241106033325"
"395","0.9643906950950623","0.9643906950950623","0.9643906950950623"
"397","0.9649366736412048","0.9649366736412048","0.9649366736412048"
"399","0.961926281452179","0.961926281452179","0.961926281452179"
"401","0.9661474227905273","0.9661474227905273","0.9661474227905273"
"403","0.9638358950614929","0.9638358950614929","0.9638358950614929"
"405","0.9628037214279175","0.9628037214279175","0.9628037214279175"
"407","0.9611483812332153","0.9611483812332153","0.9611483812332153"
"409","0.9619272947311401","0.9619272947311401","0.9619272947311401"
"411","0.9618595242500305","0.9618595242500305","0.9618595242500305"
"413","0.9610924124717712","0.9610924124717712","0.9610924124717712"
"415","0.9603289365768433","0.9603289365768433","0.9603289365768433"
"417","0.9614968299865723","0.9614968299865723","0.9614968299865723"
"419","0.9602393507957458","0.9602393507957458","0.9602393507957458"
"421","0.9612237215042114","0.9612237215042114","0.9612237215042114"
"423","0.9605079293251038","0.9605079293251038","0.9605079293251038"
"425","0.9598928689956665","0.9598928689956665","0.9598928689956665"
"427","0.9599856734275818","0.9599856734275818","0.9599856734275818"
"429","0.9606671333312988","0.9606671333312988","0.9606671333312988"
"431","0.959536612033844","0.959536612033844","0.959536612033844"
"433","0.9641286134719849","0.9641286134719849","0.9641286134719849"
"435","0.9656265377998352","0.9656265377998352","0.9656265377998352"
"437","0.964812695980072","0.964812695980072","0.964812695980072"
"439","0.9601806402206421","0.9601806402206421","0.9601806402206421"
"441","0.9620352387428284","0.9620352387428284","0.9620352387428284"
"443","0.9608787298202515","0.9608787298202515","0.9608787298202515"
"449","0.9657924771308899","0.9657924771308899","0.9657924771308899"
"457","0.9654724597930908","0.9654724597930908","0.9654724597930908"
"541","0.9648021459579468","0.9648021459579468","0.9648021459579468"
"543","0.9583874940872192","0.9583874940872192","0.9583874940872192"
"545","0.956509530544281","0.956509530544281","0.956509530544281"
"547","0.9547548890113831","0.9547548890113831","0.9547548890113831"
"549","0.9531979560852051","0.9531979560852051","0.9531979560852051"
"551","0.9524869322776794","0.9524869322776794","0.9524869322776794"
"553","0.9525348544120789","0.9525348544120789","0.9525348544120789"
"555","0.9510636925697327","0.9510636925697327","0.9510636925697327"
"557","0.9484032392501831","0.9484032392501831","0.9484032392501831"
"559","0.9473064541816711","0.9473064541816711","0.9473064541816711"
"561","0.9461343884468079","0.9461343884468079","0.9461343884468079"
"563","0.9463058710098267","0.9463058710098267","0.9463058710098267"
"565","0.9438251256942749","0.9438251256942749","0.9438251256942749"
"567","0.9414789080619812","0.9414789080619812","0.9414789080619812"
"569","0.9407141804695129","0.9407141804695129","0.9407141804695129"
"571","0.941493809223175","0.941493809223175","0.941493809223175"
"573","0.9373506307601929","0.9373506307601929","0.9373506307601929"
"575","0.9356849193572998","0.9356849193572998","0.9356849193572998"
"577","0.9364809989929199","0.9364809989929199","0.9364809989929199"
"579","0.9317330121994019","0.9317330121994019","0.9317330121994019"
"581","0.9393264055252075","0.9393264055252075","0.9393264055252075"
"583","0.9346716403961182","0.9346716403961182","0.9346716403961182"
"585","0.933111846446991","0.933111846446991","0.933111846446991"
"587","0.9311919212341309","0.9311919212341309","0.9311919212341309"
"589","0.9323280453681946","0.9323280453681946","0.9323280453681946"
"591","0.9320615530014038","0.9320615530014038","0.9320615530014038"
"593","0.9312382936477661","0.9312382936477661","0.9312382936477661"
"595","0.9297157526016235","0.9297157526016235","0.9297157526016235"
"597","0.9307801127433777","0.9307801127433777","0.9307801127433777"
"599","0.929340660572052","0.929340660572052","0.929340660572052"
"601","0.931020975112915","0.931020975112915","0.931020975112915"
"603","0.929850697517395","0.929850697517395","0.929850697517395"
"605","0.9287089109420776","0.9287089109420776","0.9287089109420776"
"607","0.9280413389205933","0.9280413389205933","0.9280413389205933"
"609","0.9303604364395142","0.9303604364395142","0.9303604364395142"
"611","0.9278644919395447","0.9278644919395447","0.9278644919395447"
"613","0.9362187385559082","0.9362187385559082","0.9362187385559082"
"615","0.9388964176177979","0.9388964176177979","0.9388964176177979"
"617","0.9372678399085999","0.9372678399085999","0.9372678399085999"
"619","0.9294291138648987","0.9294291138648987","0.9294291138648987"
"621","0.9323088526725769","0.9323088526725769","0.9323088526725769"
"623","0.9301018714904785","0.9301018714904785","0.9301018714904785"
"629","0.9381908178329468","0.9381908178329468","0.9381908178329468"
"637","0.9372870326042175","0.9372870326042175","0.9372870326042175"
"722","0.9322099089622498","0.9322099089622498","0.9322099089622498"
"724","0.9207680821418762","0.9207680821418762","0.9207680821418762"
"726","0.9175065159797668","0.9175065159797668","0.9175065159797668"
"728","0.9155390858650208","0.9155390858650208","0.9155390858650208"
"730","0.9130658507347107","0.9130658507347107","0.9130658507347107"
"732","0.9123343229293823","0.9123343229293823","0.9123343229293823"
"734","0.912378191947937","0.912378191947937","0.912378191947937"
"736","0.9110740423202515","0.9110740423202515","0.9110740423202515"
"738","0.9064717292785645","0.9064717292785645","0.9064717292785645"
"740","0.9051327705383301","0.9051327705383301","0.9051327705383301"
"742","0.9038777351379395","0.9038777351379395","0.9038777351379395"
"744","0.9038726687431335","0.9038726687431335","0.9038726687431335"
"746","0.900078296661377","0.900078296661377","0.900078296661377"
"748","0.8970209956169128","0.8970209956169128","0.8970209956169128"
"750","0.8956704139709473","0.8956704139709473","0.8956704139709473"
"752","0.8970546126365662","0.8970546126365662","0.8970546126365662"
"754","0.8909133076667786","0.8909133076667786","0.8909133076667786"
"756","0.8884996175765991","0.8884996175765991","0.8884996175765991"
"758","0.8896995782852173","0.8896995782852173","0.8896995782852173"
"760","0.8825628161430359","0.8825628161430359","0.8825628161430359"
"762","0.8953238129615784","0.8953238129615784","0.8953238129615784"
"764","0.8867567181587219","0.8867567181587219","0.8867567181587219"
"766","0.8845674395561218","0.8845674395561218","0.8845674395561218"
"768","0.8825345635414124","0.8825345635414124","0.8825345635414124"
"770","0.8839871883392334","0.8839871883392334","0.8839871883392334"
"772","0.8832712769508362","0.8832712769508362","0.8832712769508362"
"774","0.8826166391372681","0.8826166391372681","0.8826166391372681"
"776","0.8795560598373413","0.8795560598373413","0.8795560598373413"
"778","0.8804274797439575","0.8804274797439575","0.8804274797439575"
"780","0.8790950179100037","0.8790950179100037","0.8790950179100037"
"782","0.8814354538917542","0.8814354538917542","0.8814354538917542"
"784","0.8796941041946411","0.8796941041946411","0.8796941041946411"
"786","0.8775923252105713","0.8775923252105713","0.8775923252105713"
"788","0.8760303854942322","0.8760303854942322","0.8760303854942322"
"790","0.8809022307395935","0.8809022307395935","0.8809022307395935"
"792","0.8759297132492065","0.8759297132492065","0.8759297132492065"
"794","0.8903810977935791","0.8903810977935791","0.8903810977935791"
"796","0.8947196006774902","0.8947196006774902","0.8947196006774902"
"798","0.8921136856079102","0.8921136856079102","0.8921136856079102"
"800","0.8792553544044495","0.8792553544044495","0.8792553544044495"
"802","0.8835489749908447","0.8835489749908447","0.8835489749908447"
"804","0.8794786334037781","0.8794786334037781","0.8794786334037781"
"810","0.8925884962081909","0.8925884962081909","0.8925884962081909"
"818","0.8904926180839539","0.8904926180839539","0.8904926180839539"
"902","0.878460168838501","0.878460168838501","0.878460168838501"
"904","0.8589178919792175","0.8589178919792175","0.8589178919792175"
"906","0.8534480929374695","0.8534480929374695","0.8534480929374695"
"908","0.851700484752655","0.851700484752655","0.851700484752655"
"910","0.8479405641555786","0.8479405641555786","0.8479405641555786"
"912","0.8471315503120422","0.8471315503120422","0.8471315503120422"
"914","0.8473564982414246","0.8473564982414246","0.8473564982414246"
"916","0.8463544845581055","0.8463544845581055","0.8463544845581055"
"918","0.8389014005661011","0.8389014005661011","0.8389014005661011"
"920","0.8375628590583801","0.8375628590583801","0.8375628590583801"
"922","0.8363110423088074","0.8363110423088074","0.8363110423088074"
"924","0.8359497785568237","0.8359497785568237","0.8359497785568237"
"926","0.8305033445358276","0.8305033445358276","0.8305033445358276"
"928","0.826845645904541","0.826845645904541","0.826845645904541"
"930","0.824586033821106","0.824586033821106","0.824586033821106"
"932","0.8269234895706177","0.8269234895706177","0.8269234895706177"
"934","0.8176582455635071","0.8176582455635071","0.8176582455635071"
"936","0.8147869110107422","0.8147869110107422","0.8147869110107422"
"938","0.8161107301712036","0.8161107301712036","0.8161107301712036"
"940","0.8056958317756653","0.8056958317756653","0.8056958317756653"
"942","0.8263856172561646","0.8263856172561646","0.8263856172561646"
"944","0.811579704284668","0.811579704284668","0.811579704284668"
"946","0.8081679344177246","0.8081679344177246","0.8081679344177246"
"948","0.8069124221801758","0.8069124221801758","0.8069124221801758"
"950","0.8084678649902344","0.8084678649902344","0.8084678649902344"
"952","0.807223379611969","0.807223379611969","0.807223379611969"
"954","0.8070316910743713","0.8070316910743713","0.8070316910743713"
"956","0.8006303310394287","0.8006303310394287","0.8006303310394287"
"958","0.8017546534538269","0.8017546534538269","0.8017546534538269"
"960","0.8011640310287476","0.8011640310287476","0.8011640310287476"
"962","0.803897500038147","0.803897500038147","0.803897500038147"
"964","0.8010518550872803","0.8010518550872803","0.8010518550872803"
"966","0.7978156805038452","0.7978156805038452","0.7978156805038452"
"968","0.795617401599884","0.795617401599884","0.795617401599884"
"970","0.8037286400794983","0.8037286400794983","0.8037286400794983"
"972","0.7950567007064819","0.7950567007064819","0.7950567007064819"
"974","0.8190861940383911","0.8190861940383911","0.8190861940383911"
"976","0.825433611869812","0.825433611869812","0.825433611869812"
"978","0.8216079473495483","0.8216079473495483","0.8216079473495483"
"980","0.8011357188224792","0.8011357188224792","0.8011357188224792"
"982","0.8073527812957764","0.8073527812957764","0.8073527812957764"
"984","0.8004531264305115","0.8004531264305115","0.8004531264305115"
"990","0.8214215636253357","0.8214215636253357","0.8214215636253357"
"998","0.8168613314628601","0.8168613314628601","0.8168613314628601"
"1082","0.7958869338035583","0.7958869338035583","0.7958869338035583"
"1084","0.7643550634384155","0.7643550634384155","0.7643550634384155"
"1086","0.7559815049171448","0.7559815049171448","0.7559815049171448"
"1088","0.7550088763237","0.7550088763237","0.7550088763237"
"1090","0.7499237060546875","0.7499237060546875","0.7499237060546875"
"1092","0.7490614652633667","0.7490614652633667","0.7490614652633667"
"1094","0.7496979236602783","0.7496979236602783","0.7496979236602783"
"1096","0.7494813203811646","0.7494813203811646","0.7494813203811646"
"1098","0.7382805943489075","0.7382805943489075","0.7382805943489075"
"1100","0.737305760383606","0.737305760383606","0.737305760383606"
"1102","0.7366020083427429","0.7366020083427429","0.7366020083427429"
"1104","0.7352685928344727","0.7352685928344727","0.7352685928344727"
"1106","0.728510856628418","0.728510856628418","0.728510856628418"
"1108","0.7241998910903931","0.7241998910903931","0.7241998910903931"
"1110","0.7207236289978027","0.7207236289978027","0.7207236289978027"
"1112","0.7245022654533386","0.7245022654533386","0.7245022654533386"
"1114","0.7115477919578552","0.7115477919578552","0.7115477919578552"
"1116","0.7079373598098755","0.7079373598098755","0.7079373598098755"
"1118","0.7094221711158752","0.7094221711158752","0.7094221711158752"
"1120","0.6952925324440002","0.6952925324440002","0.6952925324440002"
"1122","0.7262475490570068","0.7262475490570068","0.7262475490570068"
"1124","0.7033780217170715","0.7033780217170715","0.7033780217170715"
"1126","0.6987555623054504","0.6987555623054504","0.6987555623054504"
"1128","0.6988412141799927","0.6988412141799927","0.6988412141799927"
"1130","0.6999136805534363","0.6999136805534363","0.6999136805534363"
"1132","0.6980443000793457","0.6980443000793457","0.6980443000793457"
"1134","0.698853075504303","0.698853075504303","0.698853075504303"
"1136","0.6880256533622742","0.6880256533622742","0.6880256533622742"
"1138","0.6889733076095581","0.6889733076095581","0.6889733076095581"
"1140","0.690599262714386","0.690599262714386","0.690599262714386"
"1142","0.6924854516983032","0.6924854516983032","0.6924854516983032"
"1144","0.6884547472000122","0.6884547472000122","0.6884547472000122"
"1146","0.6839501857757568","0.6839501857757568","0.6839501857757568"
"1148","0.6815598011016846","0.6815598011016846","0.6815598011016846"
"1150","0.6934834718704224","0.6934834718704224","0.6934834718704224"
"1152","0.6805416941642761","0.6805416941642761","0.6805416941642761"
"1154","0.7175377607345581","0.7175377607345581","0.7175377607345581"
"1156","0.7263050079345703","0.7263050079345703","0.7263050079345703"
"1158","0.7208821177482605","0.7208821177482605","0.7208821177482605"
"1160","0.6897299885749817","0.6897299885749817","0.6897299885749817"
"1162","0.697712242603302","0.697712242603302","0.697712242603302"
"1164","0.6873542070388794","0.6873542070388794","0.6873542070388794"
"1170","0.7191712856292725","0.7191712856292725","0.7191712856292725"
"1178","0.7108206748962402","0.7108206748962402","0.7108206748962402"
"1262","0.6818036437034607","0.6818036437034607","0.6818036437034607"
"1264","0.635979950428009","0.635979950428009","0.635979950428009"
"1266","0.624359130859375","0.624359130859375","0.624359130859375"
"1268","0.6250805854797363","0.6250805854797363","0.6250805854797363"
"1270","0.6194424629211426","0.6194424629211426","0.6194424629211426"
"1272","0.6188625693321228","0.6188625693321228","0.6188625693321228"
"1274","0.6204607486724854","0.6204607486724854","0.6204607486724854"
"1276","0.6218966245651245","0.6218966245651245","0.6218966245651245"
"1278","0.6068454384803772","0.6068454384803772","0.6068454384803772"
"1280","0.6073195338249207","0.6073195338249207","0.6073195338249207"
"1282","0.6076914668083191","0.6076914668083191","0.6076914668083191"
"1284","0.6048405766487122","0.6048405766487122","0.6048405766487122"
"1286","0.5979303121566772","0.5979303121566772","0.5979303121566772"
"1288","0.5931845307350159","0.5931845307350159","0.5931845307350159"
"1290","0.5886929631233215","0.5886929631233215","0.5886929631233215"
"1292","0.5942029356956482","0.5942029356956482","0.5942029356956482"
"1294","0.5779762268066406","0.5779762268066406","0.5779762268066406"
"1296","0.5738918781280518","0.5738918781280518","0.5738918781280518"
"1298","0.5752772688865662","0.5752772688865662","0.5752772688865662"
"1300","0.5584011077880859","0.5584011077880859","0.5584011077880859"
"1302","0.6007710099220276","0.6007710099220276","0.6007710099220276"
"1304","0.5685909390449524","0.5685909390449524","0.5685909390449524"
"1306","0.5628576874732971","0.5628576874732971","0.5628576874732971"
"1308","0.5648640990257263","0.5648640990257263","0.5648640990257263"
"1310","0.565144419670105","0.565144419670105","0.565144419670105"
"1312","0.5623534321784973","0.5623534321784973","0.5623534321784973"
"1314","0.5651153922080994","0.5651153922080994","0.5651153922080994"
"1316","0.550101637840271","0.550101637840271","0.550101637840271"
"1318","0.5502899885177612","0.5502899885177612","0.5502899885177612"
"1320","0.5551373958587646","0.5551373958587646","0.5551373958587646"
"1322","0.5547776818275452","0.5547776818275452","0.5547776818275452"
"1324","0.5500365495681763","0.5500365495681763","0.5500365495681763"
"1326","0.5446150302886963","0.5446150302886963","0.5446150302886963"
"1328","0.5423882007598877","0.5423882007598877","0.5423882007598877"
"1330","0.5571073889732361","0.5571073889732361","0.5571073889732361"
"1332","0.5415399074554443","0.5415399074554443","0.5415399074554443"
"1334","0.5926443934440613","0.5926443934440613","0.5926443934440613"
"1336","0.6037363409996033","0.6037363409996033","0.6037363409996033"
"1338","0.5956749320030212","0.5956749320030212","0.5956749320030212"
"1340","0.5530793070793152","0.5530793070793152","0.5530793070793152"
"1342","0.5624312162399292","0.5624312162399292","0.5624312162399292"
"1344","0.5489266514778137","0.5489266514778137","0.5489266514778137"
"1350","0.592444896697998","0.592444896697998","0.592444896697998"
"1358","0.58055180311203","0.58055180311203","0.58055180311203"
"1442","0.5485273003578186","0.5485273003578186","0.5485273003578186"
"1444","0.48966583609580994","0.48966583609580994","0.48966583609580994"
"1446","0.4766060411930084","0.4766060411930084","0.4766060411930084"
"1448","0.48024168610572815","0.48024168610572815","0.48024168610572815"
"1450","0.4758358895778656","0.4758358895778656","0.4758358895778656"
"1452","0.47662273049354553","0.47662273049354553","0.47662273049354553"
"1454","0.4799872934818268","0.4799872934818268","0.4799872934818268"
"1456","0.4839118719100952","0.4839118719100952","0.4839118719100952"
"1458","0.4678148329257965","0.4678148329257965","0.4678148329257965"
"1460","0.470686674118042","0.470686674118042","0.470686674118042"
"1462","0.4726678133010864","0.4726678133010864","0.4726678133010864"
"1464","0.46866336464881897","0.46866336464881897","0.46866336464881897"
"1466","0.46286413073539734","0.46286413073539734","0.46286413073539734"
"1468","0.45881256461143494","0.45881256461143494","0.45881256461143494"
"1470","0.4544615149497986","0.4544615149497986","0.4544615149497986"
"1472","0.4614798128604889","0.4614798128604889","0.4614798128604889"
"1474","0.4439164102077484","0.4439164102077484","0.4439164102077484"
"1476","0.44012606143951416","0.44012606143951416","0.44012606143951416"
"1478","0.44128331542015076","0.44128331542015076","0.44128331542015076"
"1480","0.4247824549674988","0.4247824549674988","0.4247824549674988"
"1482","0.47647684812545776","0.47647684812545776","0.47647684812545776"
"1484","0.43657976388931274","0.43657976388931274","0.43657976388931274"
"1486","0.43026989698410034","0.43026989698410034","0.43026989698410034"
"1488","0.4342134892940521","0.4342134892940521","0.4342134892940521"
"1490","0.43420085310935974","0.43420085310935974","0.43420085310935974"
"1492","0.4309544265270233","0.4309544265270233","0.4309544265270233"
"1494","0.4350358247756958","0.4350358247756958","0.4350358247756958"
"1496","0.41782504320144653","0.41782504320144653","0.41782504320144653"
"1498","0.41770243644714355","0.41770243644714355","0.41770243644714355"
"1500","0.4251870810985565","0.4251870810985565","0.4251870810985565"
"1502","0.4224003851413727","0.4224003851413727","0.4224003851413727"
"1504","0.41762131452560425","0.41762131452560425","0.41762131452560425"
"1506","0.4122236669063568","0.4122236669063568","0.4122236669063568"
"1508","0.4109461009502411","0.4109461009502411","0.4109461009502411"
"1510","0.4260185658931732","0.4260185658931732","0.4260185658931732"
"1512","0.4100683927536011","0.4100683927536011","0.4100683927536011"
"1514","0.4719967544078827","0.4719967544078827","0.4719967544078827"
"1516","0.4861460328102112","0.4861460328102112","0.4861460328102112"
"1518","0.47433391213417053","0.47433391213417053","0.47433391213417053"
"1520","0.42238423228263855","0.42238423228263855","0.42238423228263855"
"1522","0.4323520362377167","0.4323520362377167","0.4323520362377167"
"1524","0.4174424707889557","0.4174424707889557","0.4174424707889557"
"1530","0.469751238822937","0.469751238822937","0.469751238822937"
"1538","0.45619285106658936","0.45619285106658936","0.45619285106658936"
"1623","0.43232735991477966","0.43232735991477966","0.43232735991477966"
"1625","0.36300230026245117","0.36300230026245117","0.36300230026245117"
"1627","0.3499686121940613","0.3499686121940613","0.3499686121940613"
"1629","0.35619622468948364","0.35619622468948364","0.35619622468948364"
"1631","0.35502633452415466","0.35502633452415466","0.35502633452415466"
"1633","0.3575817942619324","0.3575817942619324","0.3575817942619324"
"1635","0.36373692750930786","0.36373692750930786","0.36373692750930786"
"1637","0.3697955012321472","0.3697955012321472","0.3697955012321472"
"1639","0.35570961236953735","0.35570961236953735","0.35570961236953735"
"1641","0.36198315024375916","0.36198315024375916","0.36198315024375916"
"1643","0.36579975485801697","0.36579975485801697","0.36579975485801697"
"1645","0.3621145486831665","0.3621145486831665","0.3621145486831665"
"1647","0.3586394488811493","0.3586394488811493","0.3586394488811493"
"1649","0.35591647028923035","0.35591647028923035","0.35591647028923035"
"1651","0.35353124141693115","0.35353124141693115","0.35353124141693115"
"1653","0.36184248328208923","0.36184248328208923","0.36184248328208923"
"1655","0.34524235129356384","0.34524235129356384","0.34524235129356384"
"1657","0.34204646944999695","0.34204646944999695","0.34204646944999695"
"1659","0.34369853138923645","0.34369853138923645","0.34369853138923645"
"1661","0.3297613561153412","0.3297613561153412","0.3297613561153412"
"1663","0.3864521384239197","0.3864521384239197","0.3864521384239197"
"1665","0.34334221482276917","0.34334221482276917","0.34334221482276917"
"1667","0.3369753360748291","0.3369753360748291","0.3369753360748291"
"1669","0.34247392416000366","0.34247392416000366","0.34247392416000366"
"1671","0.3430158793926239","0.3430158793926239","0.3430158793926239"
"1673","0.3400028645992279","0.3400028645992279","0.3400028645992279"
"1675","0.34431910514831543","0.34431910514831543","0.34431910514831543"
"1677","0.32759299874305725","0.32759299874305725","0.32759299874305725"
"1679","0.32770583033561707","0.32770583033561707","0.32770583033561707"
"1681","0.33651623129844666","0.33651623129844666","0.33651623129844666"
"1683","0.3321208357810974","0.3321208357810974","0.3321208357810974"
"1685","0.3286058008670807","0.3286058008670807","0.3286058008670807"
"1687","0.3237309753894806","0.3237309753894806","0.3237309753894806"
"1689","0.3235117495059967","0.3235117495059967","0.3235117495059967"
"1691","0.3370840549468994","0.3370840549468994","0.3370840549468994"
"1693","0.3226483166217804","0.3226483166217804","0.3226483166217804"
"1695","0.38859474658966064","0.38859474658966064","0.38859474658966064"
"1697","0.4056268334388733","0.4056268334388733","0.4056268334388733"
"1699","0.3903521001338959","0.3903521001338959","0.3903521001338959"
"1701","0.33390921354293823","0.33390921354293823","0.33390921354293823"
"1703","0.34430423378944397","0.34430423378944397","0.34430423378944397"
"1705","0.330211341381073","0.330211341381073","0.330211341381073"
"1711","0.38485008478164673","0.38485008478164673","0.38485008478164673"
"1719","0.37217703461647034","0.37217703461647034","0.37217703461647034"
"1803","0.3660987615585327","0.3660987615585327","0.3660987615585327"
"1805","0.287584125995636","0.287584125995636","0.287584125995636"
"1807","0.2732313275337219","0.2732313275337219","0.2732313275337219"
"1809","0.27958235144615173","0.27958235144615173","0.27958235144615173"
"1811","0.2803698778152466","0.2803698778152466","0.2803698778152466"
