"Step","revived-sweep-243 - mean_entropy_0","revived-sweep-243 - mean_entropy_0__MIN","revived-sweep-243 - mean_entropy_0__MAX"
"1","0.9929962754249573","0.9929962754249573","0.9929962754249573"
"3","0.9916590452194214","0.9916590452194214","0.9916590452194214"
"5","0.9947966933250427","0.9947966933250427","0.9947966933250427"
"7","0.979518711566925","0.979518711566925","0.979518711566925"
"9","0.9692848920822144","0.9692848920822144","0.9692848920822144"
"11","0.9616277813911438","0.9616277813911438","0.9616277813911438"
"13","0.9232308268547058","0.9232308268547058","0.9232308268547058"
"15","0.9151902794837952","0.9151902794837952","0.9151902794837952"
"17","0.8822644948959351","0.8822644948959351","0.8822644948959351"
"19","0.8986817598342896","0.8986817598342896","0.8986817598342896"
"21","0.862978994846344","0.862978994846344","0.862978994846344"
"23","0.8051828145980835","0.8051828145980835","0.8051828145980835"
"25","0.8595081567764282","0.8595081567764282","0.8595081567764282"
"27","0.8304972052574158","0.8304972052574158","0.8304972052574158"
"29","0.7879880666732788","0.7879880666732788","0.7879880666732788"
"31","0.6584069728851318","0.6584069728851318","0.6584069728851318"
"33","0.6268908381462097","0.6268908381462097","0.6268908381462097"
"35","0.7854660749435425","0.7854660749435425","0.7854660749435425"
"37","0.7733596563339233","0.7733596563339233","0.7733596563339233"
"39","0.6998964548110962","0.6998964548110962","0.6998964548110962"
"41","0.6724546551704407","0.6724546551704407","0.6724546551704407"
"43","0.6064919233322144","0.6064919233322144","0.6064919233322144"
"45","0.5879796147346497","0.5879796147346497","0.5879796147346497"
"47","0.6500735878944397","0.6500735878944397","0.6500735878944397"
"49","0.36274370551109314","0.36274370551109314","0.36274370551109314"
"51","0.6168307065963745","0.6168307065963745","0.6168307065963745"
"53","0.5881843566894531","0.5881843566894531","0.5881843566894531"
"55","0.6003844738006592","0.6003844738006592","0.6003844738006592"
"57","0.4628138840198517","0.4628138840198517","0.4628138840198517"
"59","0.4897100627422333","0.4897100627422333","0.4897100627422333"
"61","0.5677719116210938","0.5677719116210938","0.5677719116210938"
"63","0.4666312634944916","0.4666312634944916","0.4666312634944916"
"65","0.5078635215759277","0.5078635215759277","0.5078635215759277"
"67","0.4674072861671448","0.4674072861671448","0.4674072861671448"
