"Step","revived-sweep-243 - mean_entropy_1","revived-sweep-243 - mean_entropy_1__MIN","revived-sweep-243 - mean_entropy_1__MAX"
"155","0.36889612674713135","0.36889612674713135","0.36889612674713135"
"157","0.2960483431816101","0.2960483431816101","0.2960483431816101"
"159","0.2912101149559021","0.2912101149559021","0.2912101149559021"
"161","0.3529318571090698","0.3529318571090698","0.3529318571090698"
"163","0.33158737421035767","0.33158737421035767","0.33158737421035767"
"165","0.3075244724750519","0.3075244724750519","0.3075244724750519"
"167","0.32699283957481384","0.32699283957481384","0.32699283957481384"
"169","0.3530113697052002","0.3530113697052002","0.3530113697052002"
"171","0.32020923495292664","0.32020923495292664","0.32020923495292664"
"173","0.27712804079055786","0.27712804079055786","0.27712804079055786"
"175","0.34329771995544434","0.34329771995544434","0.34329771995544434"
"177","0.37761345505714417","0.37761345505714417","0.37761345505714417"
"179","0.317165344953537","0.317165344953537","0.317165344953537"
"181","0.2712478041648865","0.2712478041648865","0.2712478041648865"
"183","0.24572427570819855","0.24572427570819855","0.24572427570819855"
"185","0.3485836386680603","0.3485836386680603","0.3485836386680603"
"187","0.34209609031677246","0.34209609031677246","0.34209609031677246"
"189","0.3399471342563629","0.3399471342563629","0.3399471342563629"
"191","0.336660236120224","0.336660236120224","0.336660236120224"
"193","0.25318098068237305","0.25318098068237305","0.25318098068237305"
"195","0.261545866727829","0.261545866727829","0.261545866727829"
"197","0.3035673499107361","0.3035673499107361","0.3035673499107361"
"199","0.3779546618461609","0.3779546618461609","0.3779546618461609"
"202","0.30510595440864563","0.30510595440864563","0.30510595440864563"
"204","0.3066789507865906","0.3066789507865906","0.3066789507865906"
"206","0.3120858371257782","0.3120858371257782","0.3120858371257782"
"208","0.2469657063484192","0.2469657063484192","0.2469657063484192"
"210","0.26383909583091736","0.26383909583091736","0.26383909583091736"
"212","0.3255721926689148","0.3255721926689148","0.3255721926689148"
"214","0.2783243954181671","0.2783243954181671","0.2783243954181671"
"216","0.2786101698875427","0.2786101698875427","0.2786101698875427"
"218","0.255074679851532","0.255074679851532","0.255074679851532"
"220","0.29805654287338257","0.29805654287338257","0.29805654287338257"
"222","0.2797493040561676","0.2797493040561676","0.2797493040561676"
"224","0.25614455342292786","0.25614455342292786","0.25614455342292786"
"226","0.3210046589374542","0.3210046589374542","0.3210046589374542"
"228","0.3091331720352173","0.3091331720352173","0.3091331720352173"
"230","0.28190362453460693","0.28190362453460693","0.28190362453460693"
"232","0.24564217031002045","0.24564217031002045","0.24564217031002045"
"234","0.2284519374370575","0.2284519374370575","0.2284519374370575"
"236","0.33819466829299927","0.33819466829299927","0.33819466829299927"
"238","0.32468321919441223","0.32468321919441223","0.32468321919441223"
"240","0.293233186006546","0.293233186006546","0.293233186006546"
"242","0.3050864040851593","0.3050864040851593","0.3050864040851593"
"244","0.25041264295578003","0.25041264295578003","0.25041264295578003"
"246","0.25452759861946106","0.25452759861946106","0.25452759861946106"
"248","0.27368560433387756","0.27368560433387756","0.27368560433387756"
"250","0.3607678711414337","0.3607678711414337","0.3607678711414337"
"252","0.29315435886383057","0.29315435886383057","0.29315435886383057"
"254","0.27876192331314087","0.27876192331314087","0.27876192331314087"
"256","0.289729505777359","0.289729505777359","0.289729505777359"
"258","0.2125014066696167","0.2125014066696167","0.2125014066696167"
"260","0.24200087785720825","0.24200087785720825","0.24200087785720825"
"262","0.2926034927368164","0.2926034927368164","0.2926034927368164"
"264","0.278414249420166","0.278414249420166","0.278414249420166"
"266","0.24568918347358704","0.24568918347358704","0.24568918347358704"
"268","0.23566846549510956","0.23566846549510956","0.23566846549510956"
"270","0.2991322875022888","0.2991322875022888","0.2991322875022888"
"272","0.2639717161655426","0.2639717161655426","0.2639717161655426"
"274","0.2459169179201126","0.2459169179201126","0.2459169179201126"
"276","0.29305019974708557","0.29305019974708557","0.29305019974708557"
"278","0.30841368436813354","0.30841368436813354","0.30841368436813354"
"280","0.2682705521583557","0.2682705521583557","0.2682705521583557"
"282","0.22109289467334747","0.22109289467334747","0.22109289467334747"
"284","0.2262144386768341","0.2262144386768341","0.2262144386768341"
"286","0.307693213224411","0.307693213224411","0.307693213224411"
"288","0.3059137463569641","0.3059137463569641","0.3059137463569641"
"290","0.2788795828819275","0.2788795828819275","0.2788795828819275"
"292","0.2728419601917267","0.2728419601917267","0.2728419601917267"
"294","0.2427484393119812","0.2427484393119812","0.2427484393119812"
"296","0.2417580932378769","0.2417580932378769","0.2417580932378769"
"298","0.28764551877975464","0.28764551877975464","0.28764551877975464"
"300","0.4011390209197998","0.4011390209197998","0.4011390209197998"
"302","0.29095831513404846","0.29095831513404846","0.29095831513404846"
"304","0.2683800756931305","0.2683800756931305","0.2683800756931305"
"306","0.2919370234012604","0.2919370234012604","0.2919370234012604"
"308","0.23587782680988312","0.23587782680988312","0.23587782680988312"
"310","0.2362106293439865","0.2362106293439865","0.2362106293439865"
"312","0.2789551019668579","0.2789551019668579","0.2789551019668579"
"314","0.2758210599422455","0.2758210599422455","0.2758210599422455"
"316","0.25520557165145874","0.25520557165145874","0.25520557165145874"
"318","0.25668224692344666","0.25668224692344666","0.25668224692344666"
"320","0.2871466875076294","0.2871466875076294","0.2871466875076294"
"322","0.26286885142326355","0.26286885142326355","0.26286885142326355"
"324","0.24487969279289246","0.24487969279289246","0.24487969279289246"
"326","0.2986375391483307","0.2986375391483307","0.2986375391483307"
"328","0.3037268817424774","0.3037268817424774","0.3037268817424774"
"330","0.2540448307991028","0.2540448307991028","0.2540448307991028"
"332","0.19841867685317993","0.19841867685317993","0.19841867685317993"
"334","0.22663407027721405","0.22663407027721405","0.22663407027721405"
"336","0.31708186864852905","0.31708186864852905","0.31708186864852905"
"338","0.2881164252758026","0.2881164252758026","0.2881164252758026"
"340","0.25018495321273804","0.25018495321273804","0.25018495321273804"
"342","0.2534763813018799","0.2534763813018799","0.2534763813018799"
"344","0.2607076168060303","0.2607076168060303","0.2607076168060303"
"346","0.27700158953666687","0.27700158953666687","0.27700158953666687"
"348","0.26455259323120117","0.26455259323120117","0.26455259323120117"
"350","0.4010504484176636","0.4010504484176636","0.4010504484176636"
"352","0.28272098302841187","0.28272098302841187","0.28272098302841187"
"354","0.26449549198150635","0.26449549198150635","0.26449549198150635"
"356","0.27280500531196594","0.27280500531196594","0.27280500531196594"
"358","0.2187851369380951","0.2187851369380951","0.2187851369380951"
"360","0.2544500231742859","0.2544500231742859","0.2544500231742859"
"362","0.2711332142353058","0.2711332142353058","0.2711332142353058"
"364","0.2846648693084717","0.2846648693084717","0.2846648693084717"
"366","0.24430401623249054","0.24430401623249054","0.24430401623249054"
"368","0.24404659867286682","0.24404659867286682","0.24404659867286682"
"370","0.2582358419895172","0.2582358419895172","0.2582358419895172"
"372","0.2531425952911377","0.2531425952911377","0.2531425952911377"
"374","0.24110697209835052","0.24110697209835052","0.24110697209835052"
"376","0.27235648036003113","0.27235648036003113","0.27235648036003113"
"378","0.27626144886016846","0.27626144886016846","0.27626144886016846"
"380","0.2592944800853729","0.2592944800853729","0.2592944800853729"
"382","0.23203881084918976","0.23203881084918976","0.23203881084918976"
"384","0.2014550119638443","0.2014550119638443","0.2014550119638443"
"386","0.2963624596595764","0.2963624596595764","0.2963624596595764"
"388","0.29741087555885315","0.29741087555885315","0.29741087555885315"
"390","0.25405561923980713","0.25405561923980713","0.25405561923980713"
"392","0.2676827013492584","0.2676827013492584","0.2676827013492584"
"394","0.2173076719045639","0.2173076719045639","0.2173076719045639"
"396","0.27436622977256775","0.27436622977256775","0.27436622977256775"
"398","0.277987539768219","0.277987539768219","0.277987539768219"
"400","0.39922386407852173","0.39922386407852173","0.39922386407852173"
"402","0.28726261854171753","0.28726261854171753","0.28726261854171753"
"404","0.2614554762840271","0.2614554762840271","0.2614554762840271"
"406","0.2642155587673187","0.2642155587673187","0.2642155587673187"
"408","0.21306774020195007","0.21306774020195007","0.21306774020195007"
"410","0.24703669548034668","0.24703669548034668","0.24703669548034668"
"412","0.2882981300354004","0.2882981300354004","0.2882981300354004"
"414","0.2574172019958496","0.2574172019958496","0.2574172019958496"
"416","0.2567858397960663","0.2567858397960663","0.2567858397960663"
"418","0.2333124727010727","0.2333124727010727","0.2333124727010727"
"420","0.26248762011528015","0.26248762011528015","0.26248762011528015"
"422","0.25239843130111694","0.25239843130111694","0.25239843130111694"
"424","0.23471279442310333","0.23471279442310333","0.23471279442310333"
"426","0.28878054022789","0.28878054022789","0.28878054022789"
"428","0.30087152123451233","0.30087152123451233","0.30087152123451233"
"430","0.27326536178588867","0.27326536178588867","0.27326536178588867"
"432","0.22088539600372314","0.22088539600372314","0.22088539600372314"
"434","0.2173716276884079","0.2173716276884079","0.2173716276884079"
"436","0.2946392297744751","0.2946392297744751","0.2946392297744751"
"438","0.28874972462654114","0.28874972462654114","0.28874972462654114"
"440","0.26675426959991455","0.26675426959991455","0.26675426959991455"
"442","0.2733535170555115","0.2733535170555115","0.2733535170555115"
"444","0.233686164021492","0.233686164021492","0.233686164021492"
"446","0.23948700726032257","0.23948700726032257","0.23948700726032257"
"448","0.2789537012577057","0.2789537012577057","0.2789537012577057"
"450","0.40296661853790283","0.40296661853790283","0.40296661853790283"
"453","0.2775871455669403","0.2775871455669403","0.2775871455669403"
"455","0.2500998377799988","0.2500998377799988","0.2500998377799988"
"457","0.24681632220745087","0.24681632220745087","0.24681632220745087"
"459","0.2280190885066986","0.2280190885066986","0.2280190885066986"
"461","0.23432980477809906","0.23432980477809906","0.23432980477809906"
"463","0.27157869935035706","0.27157869935035706","0.27157869935035706"
"465","0.2636086940765381","0.2636086940765381","0.2636086940765381"
"467","0.24001416563987732","0.24001416563987732","0.24001416563987732"
"469","0.26389169692993164","0.26389169692993164","0.26389169692993164"
"471","0.27729332447052","0.27729332447052","0.27729332447052"
"473","0.24418522417545319","0.24418522417545319","0.24418522417545319"
"475","0.22902940213680267","0.22902940213680267","0.22902940213680267"
"477","0.2980387210845947","0.2980387210845947","0.2980387210845947"
"479","0.2772814631462097","0.2772814631462097","0.2772814631462097"
"481","0.25915461778640747","0.25915461778640747","0.25915461778640747"
"483","0.24779492616653442","0.24779492616653442","0.24779492616653442"
"485","0.23113735020160675","0.23113735020160675","0.23113735020160675"
"487","0.3058026134967804","0.3058026134967804","0.3058026134967804"
"489","0.2926623225212097","0.2926623225212097","0.2926623225212097"
"491","0.25326451659202576","0.25326451659202576","0.25326451659202576"
"493","0.289610892534256","0.289610892534256","0.289610892534256"
"495","0.2530161142349243","0.2530161142349243","0.2530161142349243"
"497","0.24768264591693878","0.24768264591693878","0.24768264591693878"
"499","0.29082679748535156","0.29082679748535156","0.29082679748535156"
"501","0.419532835483551","0.419532835483551","0.419532835483551"
"503","0.277584046125412","0.277584046125412","0.277584046125412"
"505","0.2591140866279602","0.2591140866279602","0.2591140866279602"
"507","0.26374271512031555","0.26374271512031555","0.26374271512031555"
"509","0.2140444964170456","0.2140444964170456","0.2140444964170456"
"511","0.24292315542697906","0.24292315542697906","0.24292315542697906"
"513","0.29511335492134094","0.29511335492134094","0.29511335492134094"
"515","0.2679511308670044","0.2679511308670044","0.2679511308670044"
"517","0.2503822445869446","0.2503822445869446","0.2503822445869446"
"519","0.26438695192337036","0.26438695192337036","0.26438695192337036"
"521","0.2545240521430969","0.2545240521430969","0.2545240521430969"
"523","0.24878853559494019","0.24878853559494019","0.24878853559494019"
"525","0.22156119346618652","0.22156119346618652","0.22156119346618652"
"527","0.27958303689956665","0.27958303689956665","0.27958303689956665"
"529","0.2875118553638458","0.2875118553638458","0.2875118553638458"
"531","0.27164793014526367","0.27164793014526367","0.27164793014526367"
"533","0.23557201027870178","0.23557201027870178","0.23557201027870178"
"535","0.24161337316036224","0.24161337316036224","0.24161337316036224"
"537","0.2964288592338562","0.2964288592338562","0.2964288592338562"
"539","0.28247201442718506","0.28247201442718506","0.28247201442718506"
"541","0.26813286542892456","0.26813286542892456","0.26813286542892456"
"543","0.30385223031044006","0.30385223031044006","0.30385223031044006"
"545","0.2390640825033188","0.2390640825033188","0.2390640825033188"
"547","0.23519879579544067","0.23519879579544067","0.23519879579544067"
"549","0.30887725949287415","0.30887725949287415","0.30887725949287415"
"551","0.4381316900253296","0.4381316900253296","0.4381316900253296"
"553","0.2601696252822876","0.2601696252822876","0.2601696252822876"
"555","0.2453097552061081","0.2453097552061081","0.2453097552061081"
"557","0.2782231569290161","0.2782231569290161","0.2782231569290161"
"559","0.22489985823631287","0.22489985823631287","0.22489985823631287"
"561","0.24548329412937164","0.24548329412937164","0.24548329412937164"
"563","0.27116575837135315","0.27116575837135315","0.27116575837135315"
"565","0.2925102114677429","0.2925102114677429","0.2925102114677429"
"567","0.22305232286453247","0.22305232286453247","0.22305232286453247"
"569","0.26960787177085876","0.26960787177085876","0.26960787177085876"
"571","0.2864419221878052","0.2864419221878052","0.2864419221878052"
"573","0.26433679461479187","0.26433679461479187","0.26433679461479187"
"575","0.22623799741268158","0.22623799741268158","0.22623799741268158"
"577","0.26822930574417114","0.26822930574417114","0.26822930574417114"
"579","0.2737765908241272","0.2737765908241272","0.2737765908241272"
"581","0.2651112377643585","0.2651112377643585","0.2651112377643585"
"583","0.2387656271457672","0.2387656271457672","0.2387656271457672"
"585","0.24572476744651794","0.24572476744651794","0.24572476744651794"
"587","0.30590012669563293","0.30590012669563293","0.30590012669563293"
"589","0.26878949999809265","0.26878949999809265","0.26878949999809265"
"591","0.25382000207901","0.25382000207901","0.25382000207901"
"593","0.27206164598464966","0.27206164598464966","0.27206164598464966"
"595","0.23586486279964447","0.23586486279964447","0.23586486279964447"
"597","0.28502967953681946","0.28502967953681946","0.28502967953681946"
"599","0.28855445981025696","0.28855445981025696","0.28855445981025696"
"601","0.4114696979522705","0.4114696979522705","0.4114696979522705"
"603","0.2680692672729492","0.2680692672729492","0.2680692672729492"
"605","0.25362658500671387","0.25362658500671387","0.25362658500671387"
"607","0.2589034140110016","0.2589034140110016","0.2589034140110016"
"609","0.22910213470458984","0.22910213470458984","0.22910213470458984"
"611","0.24099333584308624","0.24099333584308624","0.24099333584308624"
"613","0.26667046546936035","0.26667046546936035","0.26667046546936035"
"615","0.29556596279144287","0.29556596279144287","0.29556596279144287"
"617","0.2614592909812927","0.2614592909812927","0.2614592909812927"
"619","0.24263831973075867","0.24263831973075867","0.24263831973075867"
"621","0.26975640654563904","0.26975640654563904","0.26975640654563904"
"623","0.27038973569869995","0.27038973569869995","0.27038973569869995"
"625","0.2536635100841522","0.2536635100841522","0.2536635100841522"
"627","0.2778732478618622","0.2778732478618622","0.2778732478618622"
"629","0.2764679491519928","0.2764679491519928","0.2764679491519928"
"631","0.2644711136817932","0.2644711136817932","0.2644711136817932"
"633","0.23331286013126373","0.23331286013126373","0.23331286013126373"
"635","0.24066530168056488","0.24066530168056488","0.24066530168056488"
"637","0.3012678921222687","0.3012678921222687","0.3012678921222687"
"639","0.25938189029693604","0.25938189029693604","0.25938189029693604"
"641","0.2761073708534241","0.2761073708534241","0.2761073708534241"
"643","0.272063672542572","0.272063672542572","0.272063672542572"
"645","0.22011657059192657","0.22011657059192657","0.22011657059192657"
"647","0.244215726852417","0.244215726852417","0.244215726852417"
"649","0.3075023889541626","0.3075023889541626","0.3075023889541626"
"651","0.4131246507167816","0.4131246507167816","0.4131246507167816"
"653","0.2571612000465393","0.2571612000465393","0.2571612000465393"
"655","0.2715190052986145","0.2715190052986145","0.2715190052986145"
"657","0.2561735510826111","0.2561735510826111","0.2561735510826111"
"659","0.22433122992515564","0.22433122992515564","0.22433122992515564"
"661","0.24137826263904572","0.24137826263904572","0.24137826263904572"
"663","0.2807648479938507","0.2807648479938507","0.2807648479938507"
"665","0.29401975870132446","0.29401975870132446","0.29401975870132446"
"667","0.2474299818277359","0.2474299818277359","0.2474299818277359"
"669","0.2688217759132385","0.2688217759132385","0.2688217759132385"
"671","0.26903921365737915","0.26903921365737915","0.26903921365737915"
"673","0.26179614663124084","0.26179614663124084","0.26179614663124084"
"675","0.2303573489189148","0.2303573489189148","0.2303573489189148"
"677","0.29899173974990845","0.29899173974990845","0.29899173974990845"
"679","0.26325979828834534","0.26325979828834534","0.26325979828834534"
"681","0.26658231019973755","0.26658231019973755","0.26658231019973755"
"683","0.25700223445892334","0.25700223445892334","0.25700223445892334"
"685","0.2521688640117645","0.2521688640117645","0.2521688640117645"
"687","0.2972310483455658","0.2972310483455658","0.2972310483455658"
"689","0.280105859041214","0.280105859041214","0.280105859041214"
"691","0.2518528401851654","0.2518528401851654","0.2518528401851654"
"693","0.3047720491886139","0.3047720491886139","0.3047720491886139"
"695","0.27334654331207275","0.27334654331207275","0.27334654331207275"
"697","0.26157116889953613","0.26157116889953613","0.26157116889953613"
"699","0.3030898869037628","0.3030898869037628","0.3030898869037628"
"701","0.4358724057674408","0.4358724057674408","0.4358724057674408"
"704","0.2695913016796112","0.2695913016796112","0.2695913016796112"
"706","0.2435791939496994","0.2435791939496994","0.2435791939496994"
"708","0.2660122811794281","0.2660122811794281","0.2660122811794281"
"710","0.2546030879020691","0.2546030879020691","0.2546030879020691"
"712","0.24107621610164642","0.24107621610164642","0.24107621610164642"
"714","0.26612889766693115","0.26612889766693115","0.26612889766693115"
"716","0.27541273832321167","0.27541273832321167","0.27541273832321167"
"718","0.24389493465423584","0.24389493465423584","0.24389493465423584"
"720","0.2593635022640228","0.2593635022640228","0.2593635022640228"
"722","0.2451917678117752","0.2451917678117752","0.2451917678117752"
"724","0.24288836121559143","0.24288836121559143","0.24288836121559143"
"726","0.24276825785636902","0.24276825785636902","0.24276825785636902"
"728","0.2918989062309265","0.2918989062309265","0.2918989062309265"
"730","0.26855748891830444","0.26855748891830444","0.26855748891830444"
"732","0.25884076952934265","0.25884076952934265","0.25884076952934265"
"734","0.24054381251335144","0.24054381251335144","0.24054381251335144"
"736","0.2176651507616043","0.2176651507616043","0.2176651507616043"
"738","0.2838608920574188","0.2838608920574188","0.2838608920574188"
"740","0.2671850621700287","0.2671850621700287","0.2671850621700287"
"742","0.2530291676521301","0.2530291676521301","0.2530291676521301"
"744","0.28514930605888367","0.28514930605888367","0.28514930605888367"
"746","0.24411733448505402","0.24411733448505402","0.24411733448505402"
"748","0.22892214357852936","0.22892214357852936","0.22892214357852936"
"750","0.29092302918434143","0.29092302918434143","0.29092302918434143"
"752","0.4445987939834595","0.4445987939834595","0.4445987939834595"
"754","0.2567906677722931","0.2567906677722931","0.2567906677722931"
"756","0.25018057227134705","0.25018057227134705","0.25018057227134705"
"758","0.24134685099124908","0.24134685099124908","0.24134685099124908"
"760","0.24076086282730103","0.24076086282730103","0.24076086282730103"
"762","0.27524083852767944","0.27524083852767944","0.27524083852767944"
"764","0.2747125029563904","0.2747125029563904","0.2747125029563904"
"766","0.3266090452671051","0.3266090452671051","0.3266090452671051"
"768","0.2847587466239929","0.2847587466239929","0.2847587466239929"
"770","0.27238643169403076","0.27238643169403076","0.27238643169403076"
"772","0.25076696276664734","0.25076696276664734","0.25076696276664734"
"774","0.2617586553096771","0.2617586553096771","0.2617586553096771"
"776","0.20445311069488525","0.20445311069488525","0.20445311069488525"
"778","0.28659579157829285","0.28659579157829285","0.28659579157829285"
"780","0.262795627117157","0.262795627117157","0.262795627117157"
"782","0.25831833481788635","0.25831833481788635","0.25831833481788635"
"784","0.22403545677661896","0.22403545677661896","0.22403545677661896"
"786","0.24039112031459808","0.24039112031459808","0.24039112031459808"
"788","0.28243619203567505","0.28243619203567505","0.28243619203567505"
"790","0.25485149025917053","0.25485149025917053","0.25485149025917053"
"792","0.26260656118392944","0.26260656118392944","0.26260656118392944"
"794","0.24932096898555756","0.24932096898555756","0.24932096898555756"
"796","0.21879997849464417","0.21879997849464417","0.21879997849464417"
"798","0.2589086592197418","0.2589086592197418","0.2589086592197418"
"800","0.30163559317588806","0.30163559317588806","0.30163559317588806"
"802","0.4574648439884186","0.4574648439884186","0.4574648439884186"
"804","0.28246355056762695","0.28246355056762695","0.28246355056762695"
"806","0.24695095419883728","0.24695095419883728","0.24695095419883728"
"808","0.2520250380039215","0.2520250380039215","0.2520250380039215"
"810","0.23757703602313995","0.23757703602313995","0.23757703602313995"
"812","0.23458635807037354","0.23458635807037354","0.23458635807037354"
"814","0.2850615680217743","0.2850615680217743","0.2850615680217743"
"816","0.3003448247909546","0.3003448247909546","0.3003448247909546"
"818","0.25176456570625305","0.25176456570625305","0.25176456570625305"
"820","0.26908913254737854","0.26908913254737854","0.26908913254737854"
"822","0.26555368304252625","0.26555368304252625","0.26555368304252625"
"824","0.2769533693790436","0.2769533693790436","0.2769533693790436"
"826","0.24999764561653137","0.24999764561653137","0.24999764561653137"
"828","0.27259352803230286","0.27259352803230286","0.27259352803230286"
"830","0.2745579481124878","0.2745579481124878","0.2745579481124878"
"832","0.2667813003063202","0.2667813003063202","0.2667813003063202"
"834","0.24871695041656494","0.24871695041656494","0.24871695041656494"
"836","0.2547059655189514","0.2547059655189514","0.2547059655189514"
"838","0.31531935930252075","0.31531935930252075","0.31531935930252075"
"840","0.2615039348602295","0.2615039348602295","0.2615039348602295"
"842","0.24835695326328278","0.24835695326328278","0.24835695326328278"
"844","0.29574820399284363","0.29574820399284363","0.29574820399284363"
"846","0.22695417702198029","0.22695417702198029","0.22695417702198029"
"848","0.23387552797794342","0.23387552797794342","0.23387552797794342"
"850","0.29936403036117554","0.29936403036117554","0.29936403036117554"
"852","0.45395326614379883","0.45395326614379883","0.45395326614379883"
"854","0.26080313324928284","0.26080313324928284","0.26080313324928284"
"856","0.25723958015441895","0.25723958015441895","0.25723958015441895"
"858","0.24066810309886932","0.24066810309886932","0.24066810309886932"
"860","0.25217440724372864","0.25217440724372864","0.25217440724372864"
"862","0.24033279716968536","0.24033279716968536","0.24033279716968536"
"864","0.2835230827331543","0.2835230827331543","0.2835230827331543"
"866","0.30979248881340027","0.30979248881340027","0.30979248881340027"
"868","0.29184743762016296","0.29184743762016296","0.29184743762016296"
"870","0.26677727699279785","0.26677727699279785","0.26677727699279785"
"872","0.2537385821342468","0.2537385821342468","0.2537385821342468"
"874","0.2927137017250061","0.2927137017250061","0.2927137017250061"
"876","0.26265332102775574","0.26265332102775574","0.26265332102775574"
"878","0.28944459557533264","0.28944459557533264","0.28944459557533264"
"880","0.2878362834453583","0.2878362834453583","0.2878362834453583"
"882","0.242810919880867","0.242810919880867","0.242810919880867"
"884","0.24768368899822235","0.24768368899822235","0.24768368899822235"
"886","0.24893760681152344","0.24893760681152344","0.24893760681152344"
"888","0.30281567573547363","0.30281567573547363","0.30281567573547363"
"890","0.2536877989768982","0.2536877989768982","0.2536877989768982"
"892","0.25979530811309814","0.25979530811309814","0.25979530811309814"
"894","0.292317658662796","0.292317658662796","0.292317658662796"
"896","0.2571141719818115","0.2571141719818115","0.2571141719818115"
"898","0.24964170157909393","0.24964170157909393","0.24964170157909393"
"900","0.2938709557056427","0.2938709557056427","0.2938709557056427"
