"Step","confused-sky-1003 - mean_entropy_0","confused-sky-1003 - mean_entropy_0__MIN","confused-sky-1003 - mean_entropy_0__MAX"
"137","0.998146653175354","0.998146653175354","0.998146653175354"
"139","0.998426079750061","0.998426079750061","0.998426079750061"
"141","0.9982737898826599","0.9982737898826599","0.9982737898826599"
"145","0.9980753660202026","0.9980753660202026","0.9980753660202026"
"147","0.9978805780410767","0.9978805780410767","0.9978805780410767"
"149","0.9983070492744446","0.9983070492744446","0.9983070492744446"
"151","0.9984195232391357","0.9984195232391357","0.9984195232391357"
"153","0.9981890320777893","0.9981890320777893","0.9981890320777893"
"155","0.9984368681907654","0.9984368681907654","0.9984368681907654"
"157","0.9983053207397461","0.9983053207397461","0.9983053207397461"
"161","0.9981109499931335","0.9981109499931335","0.9981109499931335"
"163","0.9979067444801331","0.9979067444801331","0.9979067444801331"
"165","0.9983102083206177","0.9983102083206177","0.9983102083206177"
"167","0.9984263777732849","0.9984263777732849","0.9984263777732849"
"169","0.9982122778892517","0.9982122778892517","0.9982122778892517"
"171","0.9984288215637207","0.9984288215637207","0.9984288215637207"
"173","0.9983189702033997","0.9983189702033997","0.9983189702033997"
"177","0.9981301426887512","0.9981301426887512","0.9981301426887512"
"179","0.9979137182235718","0.9979137182235718","0.9979137182235718"
"181","0.9982959032058716","0.9982959032058716","0.9982959032058716"
"183","0.9984161853790283","0.9984161853790283","0.9984161853790283"
"185","0.9982198476791382","0.9982198476791382","0.9982198476791382"
"187","0.9984048008918762","0.9984048008918762","0.9984048008918762"
"189","0.9983128309249878","0.9983128309249878","0.9983128309249878"
"193","0.9981344938278198","0.9981344938278198","0.9981344938278198"
"195","0.9979002475738525","0.9979002475738525","0.9979002475738525"
"197","0.9982672929763794","0.9982672929763794","0.9982672929763794"
"199","0.9983910918235779","0.9983910918235779","0.9983910918235779"
"201","0.9982101917266846","0.9982101917266846","0.9982101917266846"
"203","0.9983614683151245","0.9983614683151245","0.9983614683151245"
"205","0.9982868432998657","0.9982868432998657","0.9982868432998657"
"209","0.9981213808059692","0.9981213808059692","0.9981213808059692"
"211","0.9978654384613037","0.9978654384613037","0.9978654384613037"
"213","0.9982211589813232","0.9982211589813232","0.9982211589813232"
"215","0.9983491897583008","0.9983491897583008","0.9983491897583008"
"217","0.9981830716133118","0.9981830716133118","0.9981830716133118"
"219","0.9983057379722595","0.9983057379722595","0.9983057379722595"
"221","0.99824458360672","0.99824458360672","0.99824458360672"
"225","0.9980909824371338","0.9980909824371338","0.9980909824371338"
"227","0.9978165626525879","0.9978165626525879","0.9978165626525879"
"229","0.9981585144996643","0.9981585144996643","0.9981585144996643"
"231","0.9982932806015015","0.9982932806015015","0.9982932806015015"
"233","0.9981379508972168","0.9981379508972168","0.9981379508972168"
"235","0.9982298612594604","0.9982298612594604","0.9982298612594604"
"237","0.998184323310852","0.998184323310852","0.998184323310852"
"241","0.9980413317680359","0.9980413317680359","0.9980413317680359"
"243","0.9977476596832275","0.9977476596832275","0.9977476596832275"
"245","0.9980786442756653","0.9980786442756653","0.9980786442756653"
"247","0.9982197284698486","0.9982197284698486","0.9982197284698486"
"249","0.9980764985084534","0.9980764985084534","0.9980764985084534"
"251","0.9981325268745422","0.9981325268745422","0.9981325268745422"
"253","0.9980990886688232","0.9980990886688232","0.9980990886688232"
"257","0.9979709386825562","0.9979709386825562","0.9979709386825562"
"259","0.997654378414154","0.997654378414154","0.997654378414154"
"261","0.997972846031189","0.997972846031189","0.997972846031189"
"263","0.9981237649917603","0.9981237649917603","0.9981237649917603"
"265","0.9979909658432007","0.9979909658432007","0.9979909658432007"
"267","0.9980126023292542","0.9980126023292542","0.9980126023292542"
"269","0.9979920387268066","0.9979920387268066","0.9979920387268066"
"273","0.9978811144828796","0.9978811144828796","0.9978811144828796"
"275","0.9975433945655823","0.9975433945655823","0.9975433945655823"
"277","0.9978463053703308","0.9978463053703308","0.9978463053703308"
"279","0.9980107545852661","0.9980107545852661","0.9980107545852661"
"281","0.9978853464126587","0.9978853464126587","0.9978853464126587"
"283","0.9978753328323364","0.9978753328323364","0.9978753328323364"
"285","0.9978675246238708","0.9978675246238708","0.9978675246238708"
"289","0.9977684020996094","0.9977684020996094","0.9977684020996094"
"291","0.9974097609519958","0.9974097609519958","0.9974097609519958"
"293","0.9977004528045654","0.9977004528045654","0.9977004528045654"
"295","0.9978761672973633","0.9978761672973633","0.9978761672973633"
"297","0.9977560043334961","0.9977560043334961","0.9977560043334961"
"299","0.9977213740348816","0.9977213740348816","0.9977213740348816"
"301","0.997722327709198","0.997722327709198","0.997722327709198"
"305","0.9976367354393005","0.9976367354393005","0.9976367354393005"
"307","0.997255802154541","0.997255802154541","0.997255802154541"
"309","0.9975376129150391","0.9975376129150391","0.9975376129150391"
"311","0.9977259039878845","0.9977259039878845","0.9977259039878845"
"313","0.9976075887680054","0.9976075887680054","0.9976075887680054"
"315","0.997544527053833","0.997544527053833","0.997544527053833"
"317","0.9975492358207703","0.9975492358207703","0.9975492358207703"
"321","0.9974803328514099","0.9974803328514099","0.9974803328514099"
"323","0.9970746636390686","0.9970746636390686","0.9970746636390686"
"325","0.9973486065864563","0.9973486065864563","0.9973486065864563"
"327","0.9975534677505493","0.9975534677505493","0.9975534677505493"
"329","0.9974309802055359","0.9974309802055359","0.9974309802055359"
"331","0.9973413944244385","0.9973413944244385","0.9973413944244385"
"333","0.9973492622375488","0.9973492622375488","0.9973492622375488"
"337","0.9973006844520569","0.9973006844520569","0.9973006844520569"
"339","0.9968690276145935","0.9968690276145935","0.9968690276145935"
"341","0.9971368312835693","0.9971368312835693","0.9971368312835693"
"343","0.9973579049110413","0.9973579049110413","0.9973579049110413"
"345","0.9972309470176697","0.9972309470176697","0.9972309470176697"
"347","0.997114896774292","0.997114896774292","0.997114896774292"
"349","0.9971247911453247","0.9971247911453247","0.9971247911453247"
"353","0.9971020221710205","0.9971020221710205","0.9971020221710205"
"355","0.9966472387313843","0.9966472387313843","0.9966472387313843"
"357","0.9969106912612915","0.9969106912612915","0.9969106912612915"
"359","0.9971508979797363","0.9971508979797363","0.9971508979797363"
"361","0.9970134496688843","0.9970134496688843","0.9970134496688843"
"363","0.9968687891960144","0.9968687891960144","0.9968687891960144"
"365","0.9968793392181396","0.9968793392181396","0.9968793392181396"
"369","0.996880829334259","0.996880829334259","0.996880829334259"
"371","0.9964014291763306","0.9964014291763306","0.9964014291763306"
"373","0.9966612458229065","0.9966612458229065","0.9966612458229065"
"375","0.9969195127487183","0.9969195127487183","0.9969195127487183"
"377","0.9967736005783081","0.9967736005783081","0.9967736005783081"
"379","0.996600329875946","0.996600329875946","0.996600329875946"
"381","0.9966149926185608","0.9966149926185608","0.9966149926185608"
"385","0.9966398477554321","0.9966398477554321","0.9966398477554321"
"387","0.9961353540420532","0.9961353540420532","0.9961353540420532"
"389","0.9963950514793396","0.9963950514793396","0.9963950514793396"
"391","0.9966780543327332","0.9966780543327332","0.9966780543327332"
"393","0.996520459651947","0.996520459651947","0.996520459651947"
"395","0.996315062046051","0.996315062046051","0.996315062046051"
"397","0.9963334202766418","0.9963334202766418","0.9963334202766418"
"401","0.9963774085044861","0.9963774085044861","0.9963774085044861"
"403","0.9958446621894836","0.9958446621894836","0.9958446621894836"
"405","0.9960987567901611","0.9960987567901611","0.9960987567901611"
"407","0.9964051842689514","0.9964051842689514","0.9964051842689514"
"409","0.9962326288223267","0.9962326288223267","0.9962326288223267"
"411","0.9959934949874878","0.9959934949874878","0.9959934949874878"
"413","0.996015727519989","0.996015727519989","0.996015727519989"
"417","0.9960868954658508","0.9960868954658508","0.9960868954658508"
"419","0.995523989200592","0.995523989200592","0.995523989200592"
"421","0.9957717657089233","0.9957717657089233","0.9957717657089233"
"423","0.9961079359054565","0.9961079359054565","0.9961079359054565"
"425","0.9959196448326111","0.9959196448326111","0.9959196448326111"
"427","0.9956464171409607","0.9956464171409607","0.9956464171409607"
"429","0.9956673979759216","0.9956673979759216","0.9956673979759216"
"433","0.995763897895813","0.995763897895813","0.995763897895813"
"435","0.995174765586853","0.995174765586853","0.995174765586853"
"437","0.9954168796539307","0.9954168796539307","0.9954168796539307"
"439","0.9957780241966248","0.9957780241966248","0.9957780241966248"
"441","0.9955741763114929","0.9955741763114929","0.9955741763114929"
"443","0.9952662587165833","0.9952662587165833","0.9952662587165833"
"445","0.9952835440635681","0.9952835440635681","0.9952835440635681"
"449","0.9954131841659546","0.9954131841659546","0.9954131841659546"
"451","0.9947934150695801","0.9947934150695801","0.9947934150695801"
"453","0.9950416088104248","0.9950416088104248","0.9950416088104248"
"455","0.9954285025596619","0.9954285025596619","0.9954285025596619"
"457","0.9952064752578735","0.9952064752578735","0.9952064752578735"
"459","0.9948642253875732","0.9948642253875732","0.9948642253875732"
"461","0.9948738217353821","0.9948738217353821","0.9948738217353821"
"465","0.9950440526008606","0.9950440526008606","0.9950440526008606"
"467","0.9943937659263611","0.9943937659263611","0.9943937659263611"
"469","0.9946483373641968","0.9946483373641968","0.9946483373641968"
"471","0.9950613379478455","0.9950613379478455","0.9950613379478455"
"473","0.9948236346244812","0.9948236346244812","0.9948236346244812"
"475","0.9944482445716858","0.9944482445716858","0.9944482445716858"
"477","0.9944491386413574","0.9944491386413574","0.9944491386413574"
"481","0.9946532845497131","0.9946532845497131","0.9946532845497131"
"483","0.9939736127853394","0.9939736127853394","0.9939736127853394"
"485","0.9942276477813721","0.9942276477813721","0.9942276477813721"
"487","0.994665265083313","0.994665265083313","0.994665265083313"
"489","0.994401752948761","0.994401752948761","0.994401752948761"
"491","0.993992805480957","0.993992805480957","0.993992805480957"
"493","0.993984580039978","0.993984580039978","0.993984580039978"
"497","0.9942231774330139","0.9942231774330139","0.9942231774330139"
"499","0.9935064315795898","0.9935064315795898","0.9935064315795898"
"501","0.9937703013420105","0.9937703013420105","0.9937703013420105"
"503","0.9942376017570496","0.9942376017570496","0.9942376017570496"
"505","0.9939492344856262","0.9939492344856262","0.9939492344856262"
"507","0.9935109615325928","0.9935109615325928","0.9935109615325928"
"509","0.9934897422790527","0.9934897422790527","0.9934897422790527"
"513","0.9937718510627747","0.9937718510627747","0.9937718510627747"
"515","0.9930168986320496","0.9930168986320496","0.9930168986320496"
"517","0.9932829141616821","0.9932829141616821","0.9932829141616821"
"519","0.993786633014679","0.993786633014679","0.993786633014679"
"521","0.9934612512588501","0.9934612512588501","0.9934612512588501"
"523","0.9929962754249573","0.9929962754249573","0.9929962754249573"
"525","0.9929543733596802","0.9929543733596802","0.9929543733596802"
"529","0.9932792782783508","0.9932792782783508","0.9932792782783508"
"531","0.9924830198287964","0.9924830198287964","0.9924830198287964"
"533","0.9927557110786438","0.9927557110786438","0.9927557110786438"
"535","0.99330073595047","0.99330073595047","0.99330073595047"
"537","0.992933988571167","0.992933988571167","0.992933988571167"
"539","0.9924488067626953","0.9924488067626953","0.9924488067626953"
"541","0.992385983467102","0.992385983467102","0.992385983467102"
"545","0.9927518963813782","0.9927518963813782","0.9927518963813782"
"547","0.9919221997261047","0.9919221997261047","0.9919221997261047"
"549","0.9922087788581848","0.9922087788581848","0.9922087788581848"
"551","0.9927972555160522","0.9927972555160522","0.9927972555160522"
"553","0.9923887252807617","0.9923887252807617","0.9923887252807617"
"555","0.9918823838233948","0.9918823838233948","0.9918823838233948"
"557","0.9917954206466675","0.9917954206466675","0.9917954206466675"
"561","0.9922106862068176","0.9922106862068176","0.9922106862068176"
"563","0.9913438558578491","0.9913438558578491","0.9913438558578491"
"565","0.9916499853134155","0.9916499853134155","0.9916499853134155"
"567","0.9922739863395691","0.9922739863395691","0.9922739863395691"
"569","0.9918268322944641","0.9918268322944641","0.9918268322944641"
"571","0.9913055300712585","0.9913055300712585","0.9913055300712585"
"573","0.9911903738975525","0.9911903738975525","0.9911903738975525"
"577","0.9916605353355408","0.9916605353355408","0.9916605353355408"
"579","0.99075847864151","0.99075847864151","0.99075847864151"
"581","0.9910858869552612","0.9910858869552612","0.9910858869552612"
"583","0.9917435050010681","0.9917435050010681","0.9917435050010681"
"585","0.991250216960907","0.991250216960907","0.991250216960907"
"587","0.9907060861587524","0.9907060861587524","0.9907060861587524"
"589","0.9905604124069214","0.9905604124069214","0.9905604124069214"
"593","0.9910778403282166","0.9910778403282166","0.9910778403282166"
"595","0.990129828453064","0.990129828453064","0.990129828453064"
"597","0.9904733300209045","0.9904733300209045","0.9904733300209045"
"599","0.9911689758300781","0.9911689758300781","0.9911689758300781"
"601","0.9906279444694519","0.9906279444694519","0.9906279444694519"
"603","0.9900603890419006","0.9900603890419006","0.9900603890419006"
"605","0.9898825287818909","0.9898825287818909","0.9898825287818909"
"609","0.9904527068138123","0.9904527068138123","0.9904527068138123"
"611","0.9894546866416931","0.9894546866416931","0.9894546866416931"
"613","0.9898242354393005","0.9898242354393005","0.9898242354393005"
"615","0.9905576109886169","0.9905576109886169","0.9905576109886169"
"617","0.989966094493866","0.989966094493866","0.989966094493866"
"619","0.9893808364868164","0.9893808364868164","0.9893808364868164"
"621","0.989163339138031","0.989163339138031","0.989163339138031"
"625","0.989799439907074","0.989799439907074","0.989799439907074"
"627","0.9887487888336182","0.9887487888336182","0.9887487888336182"
"629","0.9891425371170044","0.9891425371170044","0.9891425371170044"
"631","0.9899178743362427","0.9899178743362427","0.9899178743362427"
"633","0.9892829060554504","0.9892829060554504","0.9892829060554504"
"635","0.9886717796325684","0.9886717796325684","0.9886717796325684"
"637","0.9884225726127625","0.9884225726127625","0.9884225726127625"
"641","0.9891176819801331","0.9891176819801331","0.9891176819801331"
"643","0.9880296587944031","0.9880296587944031","0.9880296587944031"
"645","0.9884427189826965","0.9884427189826965","0.9884427189826965"
"647","0.9892619252204895","0.9892619252204895","0.9892619252204895"
"649","0.9885759949684143","0.9885759949684143","0.9885759949684143"
"651","0.9879452586174011","0.9879452586174011","0.9879452586174011"
"653","0.9876604080200195","0.9876604080200195","0.9876604080200195"
"657","0.9884078502655029","0.9884078502655029","0.9884078502655029"
"659","0.9872801303863525","0.9872801303863525","0.9872801303863525"
"661","0.9877145886421204","0.9877145886421204","0.9877145886421204"
"663","0.9885857701301575","0.9885857701301575","0.9885857701301575"
"665","0.9878482222557068","0.9878482222557068","0.9878482222557068"
"667","0.9871938228607178","0.9871938228607178","0.9871938228607178"
"669","0.9868721961975098","0.9868721961975098","0.9868721961975098"
"673","0.9876742959022522","0.9876742959022522","0.9876742959022522"
"675","0.9865067601203918","0.9865067601203918","0.9865067601203918"
"677","0.9869588613510132","0.9869588613510132","0.9869588613510132"
"679","0.987883985042572","0.987883985042572","0.987883985042572"
"681","0.9870865345001221","0.9870865345001221","0.9870865345001221"
"683","0.9864153265953064","0.9864153265953064","0.9864153265953064"
"685","0.9860436916351318","0.9860436916351318","0.9860436916351318"
"689","0.9868949055671692","0.9868949055671692","0.9868949055671692"
"691","0.9856862425804138","0.9856862425804138","0.9856862425804138"
"693","0.9861629605293274","0.9861629605293274","0.9861629605293274"
"695","0.9871384501457214","0.9871384501457214","0.9871384501457214"
"697","0.9862794280052185","0.9862794280052185","0.9862794280052185"
"699","0.9855979084968567","0.9855979084968567","0.9855979084968567"
"701","0.9851763844490051","0.9851763844490051","0.9851763844490051"
"705","0.986088752746582","0.986088752746582","0.986088752746582"
"707","0.9848324656486511","0.9848324656486511","0.9848324656486511"
"709","0.9853350520133972","0.9853350520133972","0.9853350520133972"
"711","0.9863664507865906","0.9863664507865906","0.9863664507865906"
"713","0.9854359030723572","0.9854359030723572","0.9854359030723572"
"715","0.9847365021705627","0.9847365021705627","0.9847365021705627"
"717","0.984258234500885","0.984258234500885","0.984258234500885"
"721","0.9852389693260193","0.9852389693260193","0.9852389693260193"
"723","0.9839324355125427","0.9839324355125427","0.9839324355125427"
"725","0.9844591617584229","0.9844591617584229","0.9844591617584229"
"727","0.9855482578277588","0.9855482578277588","0.9855482578277588"
"729","0.9845385551452637","0.9845385551452637","0.9845385551452637"
"731","0.9838287234306335","0.9838287234306335","0.9838287234306335"
"733","0.983296811580658","0.983296811580658","0.983296811580658"
"737","0.984357476234436","0.984357476234436","0.984357476234436"
"739","0.9830069541931152","0.9830069541931152","0.9830069541931152"
"741","0.9835730195045471","0.9835730195045471","0.9835730195045471"
"743","0.9847195744514465","0.9847195744514465","0.9847195744514465"
"745","0.9836392402648926","0.9836392402648926","0.9836392402648926"
"747","0.982915997505188","0.982915997505188","0.982915997505188"
"749","0.9823288321495056","0.9823288321495056","0.9823288321495056"
"753","0.9834668636322021","0.9834668636322021","0.9834668636322021"
"755","0.9820623397827148","0.9820623397827148","0.9820623397827148"
"757","0.9826600551605225","0.9826600551605225","0.9826600551605225"
"759","0.9838630557060242","0.9838630557060242","0.9838630557060242"
"761","0.9827068448066711","0.9827068448066711","0.9827068448066711"
"763","0.9819616675376892","0.9819616675376892","0.9819616675376892"
"765","0.9813243746757507","0.9813243746757507","0.9813243746757507"
"769","0.9825392961502075","0.9825392961502075","0.9825392961502075"
"771","0.9810822010040283","0.9810822010040283","0.9810822010040283"
"773","0.9817138910293579","0.9817138910293579","0.9817138910293579"
"775","0.9829810857772827","0.9829810857772827","0.9829810857772827"
"777","0.9817465543746948","0.9817465543746948","0.9817465543746948"
"779","0.9809827208518982","0.9809827208518982","0.9809827208518982"
"781","0.9802939295768738","0.9802939295768738","0.9802939295768738"
"785","0.9815884828567505","0.9815884828567505","0.9815884828567505"
"787","0.9800743460655212","0.9800743460655212","0.9800743460655212"
"789","0.9807413816452026","0.9807413816452026","0.9807413816452026"
"791","0.9820681810379028","0.9820681810379028","0.9820681810379028"
"793","0.980758547782898","0.980758547782898","0.980758547782898"
"795","0.9799783825874329","0.9799783825874329","0.9799783825874329"
"797","0.9792330265045166","0.9792330265045166","0.9792330265045166"
"801","0.9806067943572998","0.9806067943572998","0.9806067943572998"
"803","0.9790380001068115","0.9790380001068115","0.9790380001068115"
"805","0.9797471761703491","0.9797471761703491","0.9797471761703491"
"807","0.9811418652534485","0.9811418652534485","0.9811418652534485"
"809","0.9797487854957581","0.9797487854957581","0.9797487854957581"
"811","0.9789554476737976","0.9789554476737976","0.9789554476737976"
"813","0.9781564474105835","0.9781564474105835","0.9781564474105835"
"817","0.9796178936958313","0.9796178936958313","0.9796178936958313"
"819","0.9779911041259766","0.9779911041259766","0.9779911041259766"
"821","0.9787300229072571","0.9787300229072571","0.9787300229072571"
"823","0.9801956415176392","0.9801956415176392","0.9801956415176392"
"825","0.9787120819091797","0.9787120819091797","0.9787120819091797"
"827","0.9779011607170105","0.9779011607170105","0.9779011607170105"
"829","0.9770370125770569","0.9770370125770569","0.9770370125770569"
"833","0.9785720109939575","0.9785720109939575","0.9785720109939575"
"835","0.9768925905227661","0.9768925905227661","0.9768925905227661"
"837","0.9776665568351746","0.9776665568351746","0.9776665568351746"
"839","0.9792060256004333","0.9792060256004333","0.9792060256004333"
"841","0.9776234030723572","0.9776234030723572","0.9776234030723572"
"843","0.9768006801605225","0.9768006801605225","0.9768006801605225"
"845","0.9758634567260742","0.9758634567260742","0.9758634567260742"
"849","0.977484405040741","0.977484405040741","0.977484405040741"
"851","0.9757506847381592","0.9757506847381592","0.9757506847381592"
"853","0.9765734076499939","0.9765734076499939","0.9765734076499939"
"855","0.978183925151825","0.978183925151825","0.978183925151825"
"857","0.9765092134475708","0.9765092134475708","0.9765092134475708"
"859","0.9756723046302795","0.9756723046302795","0.9756723046302795"
"861","0.9746648669242859","0.9746648669242859","0.9746648669242859"
"865","0.9763728976249695","0.9763728976249695","0.9763728976249695"
"867","0.9745839238166809","0.9745839238166809","0.9745839238166809"
"869","0.9754475951194763","0.9754475951194763","0.9754475951194763"
"871","0.9771307110786438","0.9771307110786438","0.9771307110786438"
"873","0.9753565192222595","0.9753565192222595","0.9753565192222595"
"875","0.9744948148727417","0.9744948148727417","0.9744948148727417"
"877","0.9734255075454712","0.9734255075454712","0.9734255075454712"
"881","0.9752138257026672","0.9752138257026672","0.9752138257026672"
"883","0.9733657240867615","0.9733657240867615","0.9733657240867615"
"885","0.9742742776870728","0.9742742776870728","0.9742742776870728"
"887","0.9760480523109436","0.9760480523109436","0.9760480523109436"
"889","0.9741756916046143","0.9741756916046143","0.9741756916046143"
"891","0.9733123183250427","0.9733123183250427","0.9733123183250427"
"893","0.9721840620040894","0.9721840620040894","0.9721840620040894"
"897","0.9740796089172363","0.9740796089172363","0.9740796089172363"
"899","0.9721767902374268","0.9721767902374268","0.9721767902374268"
"901","0.973125696182251","0.973125696182251","0.973125696182251"
"903","0.9749848246574402","0.9749848246574402","0.9749848246574402"
"905","0.9730095267295837","0.9730095267295837","0.9730095267295837"
"907","0.9721352458000183","0.9721352458000183","0.9721352458000183"
"909","0.97093665599823","0.97093665599823","0.97093665599823"
"913","0.9729053378105164","0.9729053378105164","0.9729053378105164"
"915","0.9709487557411194","0.9709487557411194","0.9709487557411194"
"917","0.971942126750946","0.971942126750946","0.971942126750946"
"919","0.9738786816596985","0.9738786816596985","0.9738786816596985"
"921","0.9717879295349121","0.9717879295349121","0.9717879295349121"
"923","0.970909059047699","0.970909059047699","0.970909059047699"
"925","0.9696429371833801","0.9696429371833801","0.9696429371833801"
"929","0.9716945886611938","0.9716945886611938","0.9716945886611938"
"931","0.9696805477142334","0.9696805477142334","0.9696805477142334"
"933","0.9707267880439758","0.9707267880439758","0.9707267880439758"
"935","0.9727350473403931","0.9727350473403931","0.9727350473403931"
"937","0.9705344438552856","0.9705344438552856","0.9705344438552856"
"939","0.9696540236473083","0.9696540236473083","0.9696540236473083"
"941","0.9682992100715637","0.9682992100715637","0.9682992100715637"
"945","0.9704387784004211","0.9704387784004211","0.9704387784004211"
"947","0.9683566093444824","0.9683566093444824","0.9683566093444824"
"949","0.9694668054580688","0.9694668054580688","0.9694668054580688"
"951","0.9715442657470703","0.9715442657470703","0.9715442657470703"
"953","0.9692369103431702","0.9692369103431702","0.9692369103431702"
"955","0.9683529138565063","0.9683529138565063","0.9683529138565063"
"957","0.9669140577316284","0.9669140577316284","0.9669140577316284"
"961","0.9691476225852966","0.9691476225852966","0.9691476225852966"
"963","0.9670093655586243","0.9670093655586243","0.9670093655586243"
"965","0.968178391456604","0.968178391456604","0.968178391456604"
"967","0.9703336358070374","0.9703336358070374","0.9703336358070374"
"969","0.9679134488105774","0.9679134488105774","0.9679134488105774"
"971","0.9670134782791138","0.9670134782791138","0.9670134782791138"
"973","0.9655011892318726","0.9655011892318726","0.9655011892318726"
"977","0.9678284525871277","0.9678284525871277","0.9678284525871277"
"979","0.9656326770782471","0.9656326770782471","0.9656326770782471"
"981","0.966855525970459","0.966855525970459","0.966855525970459"
"983","0.9690766334533691","0.9690766334533691","0.9690766334533691"
"985","0.9665548801422119","0.9665548801422119","0.9665548801422119"
"987","0.9656323790550232","0.9656323790550232","0.9656323790550232"
"989","0.9640318155288696","0.9640318155288696","0.9640318155288696"
"993","0.9664441347122192","0.9664441347122192","0.9664441347122192"
"995","0.9641917943954468","0.9641917943954468","0.9641917943954468"
"997","0.9654619097709656","0.9654619097709656","0.9654619097709656"
"999","0.9677633047103882","0.9677633047103882","0.9677633047103882"
"1001","0.9651267528533936","0.9651267528533936","0.9651267528533936"
"1003","0.9642074108123779","0.9642074108123779","0.9642074108123779"
"1005","0.962510883808136","0.962510883808136","0.962510883808136"
"1009","0.9650183320045471","0.9650183320045471","0.9650183320045471"
"1011","0.962708055973053","0.962708055973053","0.962708055973053"
"1013","0.9640427827835083","0.9640427827835083","0.9640427827835083"
"1015","0.966424286365509","0.966424286365509","0.966424286365509"
"1017","0.9636645317077637","0.9636645317077637","0.9636645317077637"
"1019","0.9627511501312256","0.9627511501312256","0.9627511501312256"
"1021","0.9609705209732056","0.9609705209732056","0.9609705209732056"
"1025","0.9635818600654602","0.9635818600654602","0.9635818600654602"
"1027","0.9612040519714355","0.9612040519714355","0.9612040519714355"
"1029","0.9626072645187378","0.9626072645187378","0.9626072645187378"
