"Step","confused-sky-1003 - std_entropy_1","confused-sky-1003 - std_entropy_1__MIN","confused-sky-1003 - std_entropy_1__MAX"
"1","0.002230240497738123","0.002230240497738123","0.002230240497738123"
"3","0.002002728171646595","0.002002728171646595","0.002002728171646595"
"5","0.002414451679214835","0.002414451679214835","0.002414451679214835"
"7","0.001739534898661077","0.001739534898661077","0.001739534898661077"
"9","0.0013867822708562016","0.0013867822708562016","0.0013867822708562016"
"11","0.0020928126759827137","0.0020928126759827137","0.0020928126759827137"
"13","0.002078672870993614","0.002078672870993614","0.002078672870993614"
"17","0.00180530222132802","0.00180530222132802","0.00180530222132802"
"19","0.0017262729816138744","0.0017262729816138744","0.0017262729816138744"
"21","0.0020959852263331413","0.0020959852263331413","0.0020959852263331413"
"23","0.0015693862223997712","0.0015693862223997712","0.0015693862223997712"
"25","0.0022811146918684244","0.0022811146918684244","0.0022811146918684244"
"27","0.0018039585556834936","0.0018039585556834936","0.0018039585556834936"
"29","0.0021464184392243624","0.0021464184392243624","0.0021464184392243624"
"33","0.0015329614980146289","0.0015329614980146289","0.0015329614980146289"
"35","0.0015571063850075006","0.0015571063850075006","0.0015571063850075006"
"37","0.0018698389176279306","0.0018698389176279306","0.0018698389176279306"
"39","0.00162600539624691","0.00162600539624691","0.00162600539624691"
"41","0.0018388117896392941","0.0018388117896392941","0.0018388117896392941"
"43","0.0018983256304636598","0.0018983256304636598","0.0018983256304636598"
"45","0.0022946905810385942","0.0022946905810385942","0.0022946905810385942"
"49","0.0018660854548215866","0.0018660854548215866","0.0018660854548215866"
"51","0.0014958428218960762","0.0014958428218960762","0.0014958428218960762"
"53","0.0014704499626532197","0.0014704499626532197","0.0014704499626532197"
"55","0.0015030089998617768","0.0015030089998617768","0.0015030089998617768"
"57","0.0018022144213318825","0.0018022144213318825","0.0018022144213318825"
"59","0.0015570552786812186","0.0015570552786812186","0.0015570552786812186"
"61","0.0017751834820955992","0.0017751834820955992","0.0017751834820955992"
"65","0.001936918357387185","0.001936918357387185","0.001936918357387185"
"67","0.001443768385797739","0.001443768385797739","0.001443768385797739"
"69","0.0018600921612232924","0.0018600921612232924","0.0018600921612232924"
"71","0.0015090580563992262","0.0015090580563992262","0.0015090580563992262"
"73","0.0014409911818802357","0.0014409911818802357","0.0014409911818802357"
"75","0.0014098200481384993","0.0014098200481384993","0.0014098200481384993"
"77","0.0017395543400198221","0.0017395543400198221","0.0017395543400198221"
"81","0.0017015369376167655","0.0017015369376167655","0.0017015369376167655"
"83","0.0015711684245616198","0.0015711684245616198","0.0015711684245616198"
"85","0.0016506374813616276","0.0016506374813616276","0.0016506374813616276"
"87","0.0012645944952964783","0.0012645944952964783","0.0012645944952964783"
"89","0.0017178172711282969","0.0017178172711282969","0.0017178172711282969"
"91","0.0011892756447196007","0.0011892756447196007","0.0011892756447196007"
"93","0.0016898951726034284","0.0016898951726034284","0.0016898951726034284"
"97","0.0014332272112369537","0.0014332272112369537","0.0014332272112369537"
"99","0.0017258875304833055","0.0017258875304833055","0.0017258875304833055"
"101","0.0016688535688444972","0.0016688535688444972","0.0016688535688444972"
"103","0.001275604940019548","0.001275604940019548","0.001275604940019548"
"105","0.0015347407897934318","0.0015347407897934318","0.0015347407897934318"
"107","0.0013061990030109882","0.0013061990030109882","0.0013061990030109882"
"109","0.001600316260010004","0.001600316260010004","0.001600316260010004"
"113","0.001484249602071941","0.001484249602071941","0.001484249602071941"
"115","0.0013050759444013238","0.0013050759444013238","0.0013050759444013238"
"117","0.001683611422777176","0.001683611422777176","0.001683611422777176"
"119","0.001156867016106844","0.001156867016106844","0.001156867016106844"
"121","0.001872977358289063","0.001872977358289063","0.001872977358289063"
"123","0.0016025521326810122","0.0016025521326810122","0.0016025521326810122"
"125","0.001593395951204002","0.001593395951204002","0.001593395951204002"
"129","0.0014239861629903316","0.0014239861629903316","0.0014239861629903316"
"131","0.0011368351988494396","0.0011368351988494396","0.0011368351988494396"
"133","0.0011884699342772365","0.0011884699342772365","0.0011884699342772365"
"135","0.0012897002743557096","0.0012897002743557096","0.0012897002743557096"
"137","0.0011413645697757602","0.0011413645697757602","0.0011413645697757602"
"139","0.0015454381937161088","0.0015454381937161088","0.0015454381937161088"
"141","0.0017329074908047915","0.0017329074908047915","0.0017329074908047915"
"145","0.0012996693840250373","0.0012996693840250373","0.0012996693840250373"
"147","0.0015371841145679355","0.0015371841145679355","0.0015371841145679355"
"149","0.0012148271780461073","0.0012148271780461073","0.0012148271780461073"
"151","0.0013736335095018148","0.0013736335095018148","0.0013736335095018148"
"153","0.0012382110580801964","0.0012382110580801964","0.0012382110580801964"
"155","0.0012502983445301652","0.0012502983445301652","0.0012502983445301652"
"157","0.0016708949115127325","0.0016708949115127325","0.0016708949115127325"
"161","0.0012709216680377722","0.0012709216680377722","0.0012709216680377722"
"163","0.0016767206834629178","0.0016767206834629178","0.0016767206834629178"
"165","0.0013578553916886449","0.0013578553916886449","0.0013578553916886449"
"167","0.0011522982968017459","0.0011522982968017459","0.0011522982968017459"
"169","0.001192384515888989","0.001192384515888989","0.001192384515888989"
"171","0.0013624385464936495","0.0013624385464936495","0.0013624385464936495"
"173","0.0017290315590798855","0.0017290315590798855","0.0017290315590798855"
"177","0.0013613234041258693","0.0013613234041258693","0.0013613234041258693"
"179","0.0015864886809140444","0.0015864886809140444","0.0015864886809140444"
"181","0.0025740545243024826","0.0025740545243024826","0.0025740545243024826"
"183","0.0012948988005518913","0.0012948988005518913","0.0012948988005518913"
"185","0.001597938477061689","0.001597938477061689","0.001597938477061689"
"187","0.0013877034652978182","0.0013877034652978182","0.0013877034652978182"
"189","0.001455725752748549","0.001455725752748549","0.001455725752748549"
"193","0.0013387866783887148","0.0013387866783887148","0.0013387866783887148"
"195","0.0013789585791528225","0.0013789585791528225","0.0013789585791528225"
"197","0.001528241322375834","0.001528241322375834","0.001528241322375834"
"199","0.0013188854791224003","0.0013188854791224003","0.0013188854791224003"
"201","0.0013219708343967795","0.0013219708343967795","0.0013219708343967795"
"203","0.0016626481665298343","0.0016626481665298343","0.0016626481665298343"
"205","0.0012819324620068073","0.0012819324620068073","0.0012819324620068073"
"209","0.0013333334354683757","0.0013333334354683757","0.0013333334354683757"
"211","0.00163366855122149","0.00163366855122149","0.00163366855122149"
"213","0.0015330739552155137","0.0015330739552155137","0.0015330739552155137"
"215","0.0011801084037870169","0.0011801084037870169","0.0011801084037870169"
"217","0.0013142046518623829","0.0013142046518623829","0.0013142046518623829"
"219","0.0013662343844771385","0.0013662343844771385","0.0013662343844771385"
"221","0.0015916965203359723","0.0015916965203359723","0.0015916965203359723"
"225","0.0014018559595569968","0.0014018559595569968","0.0014018559595569968"
"227","0.0016650997567921877","0.0016650997567921877","0.0016650997567921877"
"229","0.0024303076788783073","0.0024303076788783073","0.0024303076788783073"
"231","0.001198728452436626","0.001198728452436626","0.001198728452436626"
"233","0.0016596174100413918","0.0016596174100413918","0.0016596174100413918"
"235","0.0013983900425955653","0.0013983900425955653","0.0013983900425955653"
"237","0.0016862504417076707","0.0016862504417076707","0.0016862504417076707"
"241","0.0014721062034368515","0.0014721062034368515","0.0014721062034368515"
"243","0.001606368226930499","0.001606368226930499","0.001606368226930499"
"245","0.0016492755385115743","0.0016492755385115743","0.0016492755385115743"
"247","0.0017096919473260641","0.0017096919473260641","0.0017096919473260641"
"249","0.0018226911779493093","0.0018226911779493093","0.0018226911779493093"
"251","0.001499456586316228","0.001499456586316228","0.001499456586316228"
"253","0.0015825593145564198","0.0015825593145564198","0.0015825593145564198"
"257","0.0014047494623810053","0.0014047494623810053","0.0014047494623810053"
"259","0.0015833745710551739","0.0015833745710551739","0.0015833745710551739"
"261","0.0016351445810869336","0.0016351445810869336","0.0016351445810869336"
"263","0.0014481747057288885","0.0014481747057288885","0.0014481747057288885"
"265","0.0014502217527478933","0.0014502217527478933","0.0014502217527478933"
"267","0.0014644961338490248","0.0014644961338490248","0.0014644961338490248"
"269","0.0013950057327747345","0.0013950057327747345","0.0013950057327747345"
"273","0.0015672065783292055","0.0015672065783292055","0.0015672065783292055"
"275","0.0019236075459048152","0.0019236075459048152","0.0019236075459048152"
"277","0.0019715309608727694","0.0019715309608727694","0.0019715309608727694"
"279","0.0016428494127467275","0.0016428494127467275","0.0016428494127467275"
"281","0.0018660069908946753","0.0018660069908946753","0.0018660069908946753"
"283","0.0018747530411928892","0.0018747530411928892","0.0018747530411928892"
"285","0.0018665416864678264","0.0018665416864678264","0.0018665416864678264"
"289","0.0017227304633706808","0.0017227304633706808","0.0017227304633706808"
"291","0.0019695002119988203","0.0019695002119988203","0.0019695002119988203"
"293","0.00202454486861825","0.00202454486861825","0.00202454486861825"
"295","0.0019700354896485806","0.0019700354896485806","0.0019700354896485806"
"297","0.001631791703402996","0.001631791703402996","0.001631791703402996"
"299","0.0020740421023219824","0.0020740421023219824","0.0020740421023219824"
"301","0.0016607813304290175","0.0016607813304290175","0.0016607813304290175"
"305","0.002037746598944068","0.002037746598944068","0.002037746598944068"
"307","0.0020182980224490166","0.0020182980224490166","0.0020182980224490166"
"309","0.0019921704661101103","0.0019921704661101103","0.0019921704661101103"
"311","0.001994894817471504","0.001994894817471504","0.001994894817471504"
"313","0.0020098371896892786","0.0020098371896892786","0.0020098371896892786"
"315","0.0015381515258923173","0.0015381515258923173","0.0015381515258923173"
"317","0.0016191770555451512","0.0016191770555451512","0.0016191770555451512"
"321","0.0021319319494068623","0.0021319319494068623","0.0021319319494068623"
