"Step","confused-sky-1003 - std_entropy_0","confused-sky-1003 - std_entropy_0__MIN","confused-sky-1003 - std_entropy_0__MAX"
"1","0.004042526241391897","0.004042526241391897","0.004042526241391897"
"3","0.004261065274477005","0.004261065274477005","0.004261065274477005"
"5","0.004468825180083513","0.004468825180083513","0.004468825180083513"
"7","0.003219319274649024","0.003219319274649024","0.003219319274649024"
"9","0.003681714180856943","0.003681714180856943","0.003681714180856943"
"11","0.0033585859928280115","0.0033585859928280115","0.0033585859928280115"
"13","0.003995917271822691","0.003995917271822691","0.003995917271822691"
"17","0.0037979118060320616","0.0037979118060320616","0.0037979118060320616"
"19","0.004009469877928495","0.004009469877928495","0.004009469877928495"
"21","0.00427049957215786","0.00427049957215786","0.00427049957215786"
"23","0.003048403188586235","0.003048403188586235","0.003048403188586235"
"25","0.0035133040510118008","0.0035133040510118008","0.0035133040510118008"
"27","0.0031813743989914656","0.0031813743989914656","0.0031813743989914656"
"29","0.003798759076744318","0.003798759076744318","0.003798759076744318"
"33","0.003602946875616908","0.003602946875616908","0.003602946875616908"
"35","0.00379854254424572","0.00379854254424572","0.00379854254424572"
"37","0.0041009848937392235","0.0041009848937392235","0.0041009848937392235"
"39","0.0029130575712770224","0.0029130575712770224","0.0029130575712770224"
"41","0.003366996068507433","0.003366996068507433","0.003366996068507433"
"43","0.0030314631294459105","0.0030314631294459105","0.0030314631294459105"
"45","0.003619010094553232","0.003619010094553232","0.003619010094553232"
"49","0.0034306244924664497","0.0034306244924664497","0.0034306244924664497"
"51","0.0036147863138467073","0.0036147863138467073","0.0036147863138467073"
"53","0.003970912657678127","0.003970912657678127","0.003970912657678127"
"55","0.0028091042768210173","0.0028091042768210173","0.0028091042768210173"
"57","0.003238772042095661","0.003238772042095661","0.003238772042095661"
"59","0.002904733410105109","0.002904733410105109","0.002904733410105109"
"61","0.0034465864300727844","0.0034465864300727844","0.0034465864300727844"
"65","0.0032679748255759478","0.0032679748255759478","0.0032679748255759478"
"67","0.0034321690909564495","0.0034321690909564495","0.0034321690909564495"
"69","0.0038415242452174425","0.0038415242452174425","0.0038415242452174425"
"71","0.002710429485887289","0.002710429485887289","0.002710429485887289"
"73","0.0031173378229141235","0.0031173378229141235","0.0031173378229141235"
"75","0.00279034860432148","0.00279034860432148","0.00279034860432148"
"77","0.003283328842371702","0.003283328842371702","0.003283328842371702"
"81","0.0031069337856024504","0.0031069337856024504","0.0031069337856024504"
"83","0.003269118955358863","0.003269118955358863","0.003269118955358863"
"85","0.0037281233817338943","0.0037281233817338943","0.0037281233817338943"
"87","0.0026307920925319195","0.0026307920925319195","0.0026307920925319195"
"89","0.003016835544258356","0.003016835544258356","0.003016835544258356"
"91","0.0027023563161492348","0.0027023563161492348","0.0027023563161492348"
"93","0.0031392709352076054","0.0031392709352076054","0.0031392709352076054"
"97","0.0029632661025971174","0.0029632661025971174","0.0029632661025971174"
"99","0.0031217315699905157","0.0031217315699905157","0.0031217315699905157"
"101","0.003626781515777111","0.003626781515777111","0.003626781515777111"
"103","0.0025603019166737795","0.0025603019166737795","0.0025603019166737795"
"105","0.002928360365331173","0.002928360365331173","0.002928360365331173"
"107","0.002629257272928953","0.002629257272928953","0.002629257272928953"
"109","0.0030005592852830887","0.0030005592852830887","0.0030005592852830887"
"113","0.0028305212035775185","0.0028305212035775185","0.0028305212035775185"
"115","0.0029867705889046192","0.0029867705889046192","0.0029867705889046192"
