"Step","robust-dream-992 - mean_entropy_0","robust-dream-992 - mean_entropy_0__MIN","robust-dream-992 - mean_entropy_0__MAX"
"173","0.00372650776989758","0.00372650776989758","0.00372650776989758"
"175","0.0059371828101575375","0.0059371828101575375","0.0059371828101575375"
"177","0.003478685626760125","0.003478685626760125","0.003478685626760125"
"179","0.0030455428641289473","0.0030455428641289473","0.0030455428641289473"
"181","0.005506808403879404","0.005506808403879404","0.005506808403879404"
"183","0.004346737638115883","0.004346737638115883","0.004346737638115883"
"185","0.0071185920387506485","0.0071185920387506485","0.0071185920387506485"
"187","0.004350130446255207","0.004350130446255207","0.004350130446255207"
"189","0.003752631600946188","0.003752631600946188","0.003752631600946188"
"191","0.006617858074605465","0.006617858074605465","0.006617858074605465"
"193","0.005165320821106434","0.005165320821106434","0.005165320821106434"
"195","0.008658692240715027","0.008658692240715027","0.008658692240715027"
"197","0.005508005153387785","0.005508005153387785","0.005508005153387785"
"199","0.004670834168791771","0.004670834168791771","0.004670834168791771"
"201","0.00800392683595419","0.00800392683595419","0.00800392683595419"
"203","0.006166258826851845","0.006166258826851845","0.006166258826851845"
"205","0.010538908652961254","0.010538908652961254","0.010538908652961254"
"207","0.0069604492746293545","0.0069604492746293545","0.0069604492746293545"
"209","0.005798827391117811","0.005798827391117811","0.005798827391117811"
"211","0.0096412543207407","0.0096412543207407","0.0096412543207407"
"213","0.007385317701846361","0.007385317701846361","0.007385317701846361"
"215","0.012857300229370594","0.012857300229370594","0.012857300229370594"
"217","0.008851157501339912","0.008851157501339912","0.008851157501339912"
"219","0.007289028726518154","0.007289028726518154","0.007289028726518154"
"221","0.011739850975573063","0.011739850975573063","0.011739850975573063"
"223","0.00891462154686451","0.00891462154686451","0.00891462154686451"
"225","0.01573324203491211","0.01573324203491211","0.01573324203491211"
"227","0.01123605202883482","0.01123605202883482","0.01123605202883482"
"229","0.00915214978158474","0.00915214978158474","0.00915214978158474"
"231","0.014275218360126019","0.014275218360126019","0.014275218360126019"
"233","0.010794536210596561","0.010794536210596561","0.010794536210596561"
"235","0.01922491006553173","0.01922491006553173","0.01922491006553173"
"237","0.014237110503017902","0.014237110503017902","0.014237110503017902"
"239","0.01146614644676447","0.01146614644676447","0.01146614644676447"
"241","0.017268866300582886","0.017268866300582886","0.017268866300582886"
"243","0.01301618106663227","0.01301618106663227","0.01301618106663227"
"245","0.023269047960639","0.023269047960639","0.023269047960639"
"247","0.017759079113602638","0.017759079113602638","0.017759079113602638"
"249","0.014186058193445206","0.014186058193445206","0.014186058193445206"
"251","0.020677605643868446","0.020677605643868446","0.020677605643868446"
"253","0.015572827309370041","0.015572827309370041","0.015572827309370041"
"255","0.0278223417699337","0.0278223417699337","0.0278223417699337"
"257","0.02187315747141838","0.02187315747141838","0.02187315747141838"
"259","0.017386537045240402","0.017386537045240402","0.017386537045240402"
"261","0.02452218346297741","0.02452218346297741","0.02452218346297741"
"263","0.01849990524351597","0.01849990524351597","0.01849990524351597"
"265","0.03292841836810112","0.03292841836810112","0.03292841836810112"
"267","0.026562253013253212","0.026562253013253212","0.026562253013253212"
"269","0.021066708490252495","0.021066708490252495","0.021066708490252495"
"271","0.028883859515190125","0.028883859515190125","0.028883859515190125"
"273","0.021868916228413582","0.021868916228413582","0.021868916228413582"
"275","0.03866501525044441","0.03866501525044441","0.03866501525044441"
"277","0.031882643699645996","0.031882643699645996","0.031882643699645996"
"279","0.025177663192152977","0.025177663192152977","0.025177663192152977"
"281","0.033593278378248215","0.033593278378248215","0.033593278378248215"
"283","0.025509925559163094","0.025509925559163094","0.025509925559163094"
"285","0.04467841982841492","0.04467841982841492","0.04467841982841492"
"287","0.03757825493812561","0.03757825493812561","0.03757825493812561"
"289","0.029637305065989494","0.029637305065989494","0.029637305065989494"
"291","0.03863351047039032","0.03863351047039032","0.03863351047039032"
"293","0.02938949689269066","0.02938949689269066","0.02938949689269066"
"295","0.05096602812409401","0.05096602812409401","0.05096602812409401"
"297","0.043569665402173996","0.043569665402173996","0.043569665402173996"
"299","0.03437389060854912","0.03437389060854912","0.03437389060854912"
"301","0.043945956975221634","0.043945956975221634","0.043945956975221634"
"303","0.03368645906448364","0.03368645906448364","0.03368645906448364"
"305","0.057892195880413055","0.057892195880413055","0.057892195880413055"
"307","0.050433654338121414","0.050433654338121414","0.050433654338121414"
"309","0.03994697704911232","0.03994697704911232","0.03994697704911232"
"311","0.04998239129781723","0.04998239129781723","0.04998239129781723"
"313","0.03860178589820862","0.03860178589820862","0.03860178589820862"
"315","0.06562790274620056","0.06562790274620056","0.06562790274620056"
"317","0.058008816093206406","0.058008816093206406","0.058008816093206406"
"319","0.04606727883219719","0.04606727883219719","0.04606727883219719"
"321","0.056679826229810715","0.056679826229810715","0.056679826229810715"
"323","0.04412616416811943","0.04412616416811943","0.04412616416811943"
"325","0.07415582239627838","0.07415582239627838","0.07415582239627838"
"327","0.06654572486877441","0.06654572486877441","0.06654572486877441"
"329","0.05301697179675102","0.05301697179675102","0.05301697179675102"
"331","0.06407465785741806","0.06407465785741806","0.06407465785741806"
"333","0.050241388380527496","0.050241388380527496","0.050241388380527496"
"335","0.08336356282234192","0.08336356282234192","0.08336356282234192"
"337","0.07579102367162704","0.07579102367162704","0.07579102367162704"
"339","0.06041204556822777","0.06041204556822777","0.06041204556822777"
"341","0.07184366136789322","0.07184366136789322","0.07184366136789322"
"343","0.05677701160311699","0.05677701160311699","0.05677701160311699"
"345","0.09300163388252258","0.09300163388252258","0.09300163388252258"
"347","0.08548315614461899","0.08548315614461899","0.08548315614461899"
"349","0.06837160140275955","0.06837160140275955","0.06837160140275955"
"351","0.0801844373345375","0.0801844373345375","0.0801844373345375"
"353","0.06382453441619873","0.06382453441619873","0.06382453441619873"
"355","0.10285255312919617","0.10285255312919617","0.10285255312919617"
"357","0.09526704251766205","0.09526704251766205","0.09526704251766205"
"359","0.07618474960327148","0.07618474960327148","0.07618474960327148"
"361","0.08811645209789276","0.08811645209789276","0.08811645209789276"
"363","0.07067499309778214","0.07067499309778214","0.07067499309778214"
"365","0.11225865036249161","0.11225865036249161","0.11225865036249161"
"367","0.10511792451143265","0.10511792451143265","0.10511792451143265"
"369","0.08434715867042542","0.08434715867042542","0.08434715867042542"
"371","0.0963338240981102","0.0963338240981102","0.0963338240981102"
"373","0.07785400748252869","0.07785400748252869","0.07785400748252869"
"375","0.1221819594502449","0.1221819594502449","0.1221819594502449"
"377","0.11511489003896713","0.11511489003896713","0.11511489003896713"
"379","0.09278649836778641","0.09278649836778641","0.09278649836778641"
"381","0.10489746928215027","0.10489746928215027","0.10489746928215027"
"383","0.08553255349397659","0.08553255349397659","0.08553255349397659"
"385","0.1326957792043686","0.1326957792043686","0.1326957792043686"
"387","0.125933438539505","0.125933438539505","0.125933438539505"
"389","0.10187572985887527","0.10187572985887527","0.10187572985887527"
"391","0.11416991800069809","0.11416991800069809","0.11416991800069809"
"393","0.09381359815597534","0.09381359815597534","0.09381359815597534"
"395","0.14391621947288513","0.14391621947288513","0.14391621947288513"
"397","0.13771000504493713","0.13771000504493713","0.13771000504493713"
"399","0.11182945966720581","0.11182945966720581","0.11182945966720581"
"401","0.12413978576660156","0.12413978576660156","0.12413978576660156"
"403","0.10263767838478088","0.10263767838478088","0.10263767838478088"
"405","0.15534459054470062","0.15534459054470062","0.15534459054470062"
"407","0.14925479888916016","0.14925479888916016","0.14925479888916016"
"409","0.12164415419101715","0.12164415419101715","0.12164415419101715"
"411","0.1338653266429901","0.1338653266429901","0.1338653266429901"
"413","0.1113150343298912","0.1113150343298912","0.1113150343298912"
"415","0.16642136871814728","0.16642136871814728","0.16642136871814728"
"417","0.16061387956142426","0.16061387956142426","0.16061387956142426"
"419","0.13097965717315674","0.13097965717315674","0.13097965717315674"
"421","0.14302435517311096","0.14302435517311096","0.14302435517311096"
"423","0.11957290023565292","0.11957290023565292","0.11957290023565292"
"425","0.1771671622991562","0.1771671622991562","0.1771671622991562"
"427","0.17174078524112701","0.17174078524112701","0.17174078524112701"
"429","0.14046946167945862","0.14046946167945862","0.14046946167945862"
"431","0.15232492983341217","0.15232492983341217","0.15232492983341217"
"433","0.12795141339302063","0.12795141339302063","0.12795141339302063"
"435","0.18760745227336884","0.18760745227336884","0.18760745227336884"
"437","0.18281690776348114","0.18281690776348114","0.18281690776348114"
"439","0.15004634857177734","0.15004634857177734","0.15004634857177734"
"441","0.1619286686182022","0.1619286686182022","0.1619286686182022"
"443","0.13701917231082916","0.13701917231082916","0.13701917231082916"
"445","0.1989136040210724","0.1989136040210724","0.1989136040210724"
"447","0.1947101503610611","0.1947101503610611","0.1947101503610611"
"449","0.1605430543422699","0.1605430543422699","0.1605430543422699"
"451","0.172356978058815","0.172356978058815","0.172356978058815"
"453","0.14674842357635498","0.14674842357635498","0.14674842357635498"
"455","0.21113449335098267","0.21113449335098267","0.21113449335098267"
"457","0.2075805366039276","0.2075805366039276","0.2075805366039276"
"459","0.17192503809928894","0.17192503809928894","0.17192503809928894"
"461","0.18342430889606476","0.18342430889606476","0.18342430889606476"
"463","0.15682633221149445","0.15682633221149445","0.15682633221149445"
"465","0.2229723036289215","0.2229723036289215","0.2229723036289215"
"467","0.21980418264865875","0.21980418264865875","0.21980418264865875"
"469","0.18243490159511566","0.18243490159511566","0.18243490159511566"
"471","0.19336242973804474","0.19336242973804474","0.19336242973804474"
"473","0.166309654712677","0.166309654712677","0.166309654712677"
"475","0.2344900369644165","0.2344900369644165","0.2344900369644165"
"477","0.232190802693367","0.232190802693367","0.232190802693367"
"479","0.19327573478221893","0.19327573478221893","0.19327573478221893"
"481","0.203790545463562","0.203790545463562","0.203790545463562"
"483","0.17603643238544464","0.17603643238544464","0.17603643238544464"
"485","0.2459108680486679","0.2459108680486679","0.2459108680486679"
"487","0.24451769888401031","0.24451769888401031","0.24451769888401031"
"489","0.20427142083644867","0.20427142083644867","0.20427142083644867"
"491","0.21439391374588013","0.21439391374588013","0.21439391374588013"
"493","0.18631085753440857","0.18631085753440857","0.18631085753440857"
"495","0.2580113112926483","0.2580113112926483","0.2580113112926483"
"497","0.25747641921043396","0.25747641921043396","0.25747641921043396"
"499","0.2155521810054779","0.2155521810054779","0.2155521810054779"
