"Step","robust-dream-992 - mean_entropy_1","robust-dream-992 - mean_entropy_1__MIN","robust-dream-992 - mean_entropy_1__MAX"
"1","0.9990609884262085","0.9990609884262085","0.9990609884262085"
"3","0.9949899315834045","0.9949899315834045","0.9949899315834045"
"5","0.9876888394355774","0.9876888394355774","0.9876888394355774"
"7","0.9750405550003052","0.9750405550003052","0.9750405550003052"
"9","0.9591397643089294","0.9591397643089294","0.9591397643089294"
"11","0.9367974400520325","0.9367974400520325","0.9367974400520325"
"13","0.9127169251441956","0.9127169251441956","0.9127169251441956"
"15","0.8897247314453125","0.8897247314453125","0.8897247314453125"
"17","0.837895393371582","0.837895393371582","0.837895393371582"
"19","0.8266103863716125","0.8266103863716125","0.8266103863716125"
"21","0.7672157883644104","0.7672157883644104","0.7672157883644104"
"23","0.7380044460296631","0.7380044460296631","0.7380044460296631"
"25","0.6918587684631348","0.6918587684631348","0.6918587684631348"
"27","0.6482622027397156","0.6482622027397156","0.6482622027397156"
"29","0.6574268341064453","0.6574268341064453","0.6574268341064453"
"31","0.5505650639533997","0.5505650639533997","0.5505650639533997"
"33","0.5414927005767822","0.5414927005767822","0.5414927005767822"
"35","0.48169487714767456","0.48169487714767456","0.48169487714767456"
"37","0.4580426812171936","0.4580426812171936","0.4580426812171936"
"39","0.42387494444847107","0.42387494444847107","0.42387494444847107"
"41","0.3808961808681488","0.3808961808681488","0.3808961808681488"
"43","0.3250434994697571","0.3250434994697571","0.3250434994697571"
"45","0.2944762408733368","0.2944762408733368","0.2944762408733368"
"47","0.2773689031600952","0.2773689031600952","0.2773689031600952"
"49","0.2845746874809265","0.2845746874809265","0.2845746874809265"
"51","0.22590675950050354","0.22590675950050354","0.22590675950050354"
"53","0.21011397242546082","0.21011397242546082","0.21011397242546082"
"55","0.1718348264694214","0.1718348264694214","0.1718348264694214"
"57","0.15707272291183472","0.15707272291183472","0.15707272291183472"
"59","0.14949776232242584","0.14949776232242584","0.14949776232242584"
"61","0.13895930349826813","0.13895930349826813","0.13895930349826813"
"63","0.13525930047035217","0.13525930047035217","0.13525930047035217"
"65","0.09931319206953049","0.09931319206953049","0.09931319206953049"
