"Step","revived-sweep-243 - std_entropy_1","revived-sweep-243 - std_entropy_1__MIN","revived-sweep-243 - std_entropy_1__MAX"
"1","0.009089565835893154","0.009089565835893154","0.009089565835893154"
"3","0.005083905998617411","0.005083905998617411","0.005083905998617411"
"5","0.009121479466557503","0.009121479466557503","0.009121479466557503"
"7","0.017575044184923172","0.017575044184923172","0.017575044184923172"
"9","0.03338465094566345","0.03338465094566345","0.03338465094566345"
"11","0.05208612233400345","0.05208612233400345","0.05208612233400345"
"13","0.07730291038751602","0.07730291038751602","0.07730291038751602"
"15","0.09168457984924316","0.09168457984924316","0.09168457984924316"
"17","0.10205122083425522","0.10205122083425522","0.10205122083425522"
"19","0.09122622758150101","0.09122622758150101","0.09122622758150101"
"21","0.12784402072429657","0.12784402072429657","0.12784402072429657"
"23","0.13935326039791107","0.13935326039791107","0.13935326039791107"
"25","0.13929332792758942","0.13929332792758942","0.13929332792758942"
"27","0.15504805743694305","0.15504805743694305","0.15504805743694305"
"29","0.16504424810409546","0.16504424810409546","0.16504424810409546"
"31","0.18964454531669617","0.18964454531669617","0.18964454531669617"
"33","0.19324226677417755","0.19324226677417755","0.19324226677417755"
"35","0.17341358959674835","0.17341358959674835","0.17341358959674835"
"37","0.16089944541454315","0.16089944541454315","0.16089944541454315"
"39","0.18571732938289642","0.18571732938289642","0.18571732938289642"
"41","0.20225951075553894","0.20225951075553894","0.20225951075553894"
"43","0.198359414935112","0.198359414935112","0.198359414935112"
"45","0.2014041543006897","0.2014041543006897","0.2014041543006897"
"47","0.18254654109477997","0.18254654109477997","0.18254654109477997"
"49","0.16400554776191711","0.16400554776191711","0.16400554776191711"
"51","0.19946792721748352","0.19946792721748352","0.19946792721748352"
"53","0.21081528067588806","0.21081528067588806","0.21081528067588806"
"55","0.21318303048610687","0.21318303048610687","0.21318303048610687"
"57","0.2065836638212204","0.2065836638212204","0.2065836638212204"
"59","0.211073637008667","0.211073637008667","0.211073637008667"
"61","0.19678522646427155","0.19678522646427155","0.19678522646427155"
"63","0.20195868611335754","0.20195868611335754","0.20195868611335754"
"65","0.19798152148723602","0.19798152148723602","0.19798152148723602"
"67","0.20562317967414856","0.20562317967414856","0.20562317967414856"
"69","0.191936194896698","0.191936194896698","0.191936194896698"
"71","0.19991406798362732","0.19991406798362732","0.19991406798362732"
"73","0.2009778767824173","0.2009778767824173","0.2009778767824173"
"75","0.18471206724643707","0.18471206724643707","0.18471206724643707"
"77","0.1898491084575653","0.1898491084575653","0.1898491084575653"
"79","0.1941859871149063","0.1941859871149063","0.1941859871149063"
"81","0.19051624834537506","0.19051624834537506","0.19051624834537506"
"83","0.19905835390090942","0.19905835390090942","0.19905835390090942"
"85","0.19314004480838776","0.19314004480838776","0.19314004480838776"
"87","0.18018552660942078","0.18018552660942078","0.18018552660942078"
"89","0.1923782378435135","0.1923782378435135","0.1923782378435135"
"91","0.19478435814380646","0.19478435814380646","0.19478435814380646"
"93","0.19057652354240417","0.19057652354240417","0.19057652354240417"
"95","0.18252229690551758","0.18252229690551758","0.18252229690551758"
"97","0.18353116512298584","0.18353116512298584","0.18353116512298584"
"99","0.18466301262378693","0.18466301262378693","0.18466301262378693"
"101","0.1905064582824707","0.1905064582824707","0.1905064582824707"
"103","0.1936715841293335","0.1936715841293335","0.1936715841293335"
"105","0.20199629664421082","0.20199629664421082","0.20199629664421082"
"107","0.1705377846956253","0.1705377846956253","0.1705377846956253"
"109","0.18343479931354523","0.18343479931354523","0.18343479931354523"
"111","0.18351773917675018","0.18351773917675018","0.18351773917675018"
"113","0.18659386038780212","0.18659386038780212","0.18659386038780212"
"115","0.17780937254428864","0.17780937254428864","0.17780937254428864"
"117","0.1922948658466339","0.1922948658466339","0.1922948658466339"
"119","0.18025988340377808","0.18025988340377808","0.18025988340377808"
"121","0.1794186383485794","0.1794186383485794","0.1794186383485794"
"123","0.18501794338226318","0.18501794338226318","0.18501794338226318"
"125","0.1779329627752304","0.1779329627752304","0.1779329627752304"
"127","0.18083634972572327","0.18083634972572327","0.18083634972572327"
"129","0.18370136618614197","0.18370136618614197","0.18370136618614197"
"131","0.16910593211650848","0.16910593211650848","0.16910593211650848"
"133","0.17113220691680908","0.17113220691680908","0.17113220691680908"
"135","0.18366709351539612","0.18366709351539612","0.18366709351539612"
"137","0.171700581908226","0.171700581908226","0.171700581908226"
"139","0.17698463797569275","0.17698463797569275","0.17698463797569275"
"141","0.17761121690273285","0.17761121690273285","0.17761121690273285"
"143","0.17405694723129272","0.17405694723129272","0.17405694723129272"
"145","0.18552085757255554","0.18552085757255554","0.18552085757255554"
"147","0.16727620363235474","0.16727620363235474","0.16727620363235474"
"149","0.17215070128440857","0.17215070128440857","0.17215070128440857"
"151","0.17462211847305298","0.17462211847305298","0.17462211847305298"
"153","0.17839735746383667","0.17839735746383667","0.17839735746383667"
"155","0.18886202573776245","0.18886202573776245","0.18886202573776245"
"157","0.16300690174102783","0.16300690174102783","0.16300690174102783"
"159","0.16579468548297882","0.16579468548297882","0.16579468548297882"
"161","0.17144306004047394","0.17144306004047394","0.17144306004047394"
"163","0.17591552436351776","0.17591552436351776","0.17591552436351776"
"165","0.16478331387043","0.16478331387043","0.16478331387043"
"167","0.18668527901172638","0.18668527901172638","0.18668527901172638"
"169","0.1621648371219635","0.1621648371219635","0.1621648371219635"
"171","0.16878801584243774","0.16878801584243774","0.16878801584243774"
"173","0.1637389361858368","0.1637389361858368","0.1637389361858368"
"175","0.1661771833896637","0.1661771833896637","0.1661771833896637"
"177","0.17313094437122345","0.17313094437122345","0.17313094437122345"
"179","0.16420619189739227","0.16420619189739227","0.16420619189739227"
"181","0.16627611219882965","0.16627611219882965","0.16627611219882965"
"183","0.16125325858592987","0.16125325858592987","0.16125325858592987"
"185","0.16712309420108795","0.16712309420108795","0.16712309420108795"
"187","0.16080930829048157","0.16080930829048157","0.16080930829048157"
"189","0.17411206662654877","0.17411206662654877","0.17411206662654877"
"191","0.17324377596378326","0.17324377596378326","0.17324377596378326"
"193","0.15176810324192047","0.15176810324192047","0.15176810324192047"
"195","0.14797921478748322","0.14797921478748322","0.14797921478748322"
"197","0.1597706377506256","0.1597706377506256","0.1597706377506256"
"199","0.16778773069381714","0.16778773069381714","0.16778773069381714"
"202","0.16063082218170166","0.16063082218170166","0.16063082218170166"
"204","0.17285054922103882","0.17285054922103882","0.17285054922103882"
"206","0.17835208773612976","0.17835208773612976","0.17835208773612976"
"208","0.15382730960845947","0.15382730960845947","0.15382730960845947"
"210","0.1586909294128418","0.1586909294128418","0.1586909294128418"
"212","0.16797295212745667","0.16797295212745667","0.16797295212745667"
"214","0.15695494413375854","0.15695494413375854","0.15695494413375854"
"216","0.15034984052181244","0.15034984052181244","0.15034984052181244"
"218","0.16344527900218964","0.16344527900218964","0.16344527900218964"
"220","0.15601469576358795","0.15601469576358795","0.15601469576358795"
"222","0.15653453767299652","0.15653453767299652","0.15653453767299652"
"224","0.1585322767496109","0.1585322767496109","0.1585322767496109"
"226","0.16140295565128326","0.16140295565128326","0.16140295565128326"
"228","0.16099673509597778","0.16099673509597778","0.16099673509597778"
"230","0.15498358011245728","0.15498358011245728","0.15498358011245728"
"232","0.15568694472312927","0.15568694472312927","0.15568694472312927"
"234","0.14768247306346893","0.14768247306346893","0.14768247306346893"
"236","0.16366872191429138","0.16366872191429138","0.16366872191429138"
"238","0.1499086618423462","0.1499086618423462","0.1499086618423462"
"240","0.15663030743598938","0.15663030743598938","0.15663030743598938"
"242","0.1669282466173172","0.1669282466173172","0.1669282466173172"
"244","0.15029412508010864","0.15029412508010864","0.15029412508010864"
"246","0.15408550202846527","0.15408550202846527","0.15408550202846527"
"248","0.15351447463035583","0.15351447463035583","0.15351447463035583"
"250","0.1590055376291275","0.1590055376291275","0.1590055376291275"
"252","0.16148513555526733","0.16148513555526733","0.16148513555526733"
"254","0.16319411993026733","0.16319411993026733","0.16319411993026733"
"256","0.16634707152843475","0.16634707152843475","0.16634707152843475"
"258","0.13231229782104492","0.13231229782104492","0.13231229782104492"
"260","0.14860044419765472","0.14860044419765472","0.14860044419765472"
"262","0.1603088676929474","0.1603088676929474","0.1603088676929474"
"264","0.1575368344783783","0.1575368344783783","0.1575368344783783"
"266","0.14369577169418335","0.14369577169418335","0.14369577169418335"
"268","0.15753719210624695","0.15753719210624695","0.15753719210624695"
"270","0.15213319659233093","0.15213319659233093","0.15213319659233093"
"272","0.14842936396598816","0.14842936396598816","0.14842936396598816"
"274","0.14870885014533997","0.14870885014533997","0.14870885014533997"
"276","0.15212339162826538","0.15212339162826538","0.15212339162826538"
"278","0.15624631941318512","0.15624631941318512","0.15624631941318512"
"280","0.1566508561372757","0.1566508561372757","0.1566508561372757"
"282","0.13947568833827972","0.13947568833827972","0.13947568833827972"
"284","0.14613547921180725","0.14613547921180725","0.14613547921180725"
"286","0.15679776668548584","0.15679776668548584","0.15679776668548584"
"288","0.1473366916179657","0.1473366916179657","0.1473366916179657"
"290","0.1534023880958557","0.1534023880958557","0.1534023880958557"
"292","0.15386846661567688","0.15386846661567688","0.15386846661567688"
"294","0.14802376925945282","0.14802376925945282","0.14802376925945282"
"296","0.1496923416852951","0.1496923416852951","0.1496923416852951"
"298","0.14643031358718872","0.14643031358718872","0.14643031358718872"
"300","0.17638367414474487","0.17638367414474487","0.17638367414474487"
"302","0.15463398396968842","0.15463398396968842","0.15463398396968842"
"304","0.1579045206308365","0.1579045206308365","0.1579045206308365"
"306","0.16720886528491974","0.16720886528491974","0.16720886528491974"
"308","0.14259424805641174","0.14259424805641174","0.14259424805641174"
"310","0.1478734165430069","0.1478734165430069","0.1478734165430069"
"312","0.1540328413248062","0.1540328413248062","0.1540328413248062"
"314","0.15456637740135193","0.15456637740135193","0.15456637740135193"
"316","0.14799150824546814","0.14799150824546814","0.14799150824546814"
"318","0.16031840443611145","0.16031840443611145","0.16031840443611145"
"320","0.14728163182735443","0.14728163182735443","0.14728163182735443"
"322","0.15029513835906982","0.15029513835906982","0.15029513835906982"
"324","0.15508316457271576","0.15508316457271576","0.15508316457271576"
"326","0.1503267139196396","0.1503267139196396","0.1503267139196396"
"328","0.15439559519290924","0.15439559519290924","0.15439559519290924"
"330","0.14784374833106995","0.14784374833106995","0.14784374833106995"
"332","0.13552218675613403","0.13552218675613403","0.13552218675613403"
"334","0.1463891565799713","0.1463891565799713","0.1463891565799713"
"336","0.15887244045734406","0.15887244045734406","0.15887244045734406"
"338","0.1448727399110794","0.1448727399110794","0.1448727399110794"
"340","0.14676418900489807","0.14676418900489807","0.14676418900489807"
"342","0.15130317211151123","0.15130317211151123","0.15130317211151123"
"344","0.15577827394008636","0.15577827394008636","0.15577827394008636"
"346","0.1557701826095581","0.1557701826095581","0.1557701826095581"
"348","0.15103963017463684","0.15103963017463684","0.15103963017463684"
"350","0.17019324004650116","0.17019324004650116","0.17019324004650116"
"352","0.1544647514820099","0.1544647514820099","0.1544647514820099"
"354","0.15694934129714966","0.15694934129714966","0.15694934129714966"
"356","0.15961381793022156","0.15961381793022156","0.15961381793022156"
"358","0.1434749960899353","0.1434749960899353","0.1434749960899353"
"360","0.15359678864479065","0.15359678864479065","0.15359678864479065"
"362","0.15085484087467194","0.15085484087467194","0.15085484087467194"
"364","0.1603669375181198","0.1603669375181198","0.1603669375181198"
"366","0.1430889070034027","0.1430889070034027","0.1430889070034027"
"368","0.15437355637550354","0.15437355637550354","0.15437355637550354"
"370","0.14325366914272308","0.14325366914272308","0.14325366914272308"
"372","0.1455281525850296","0.1455281525850296","0.1455281525850296"
"374","0.14838270843029022","0.14838270843029022","0.14838270843029022"
"376","0.1405099630355835","0.1405099630355835","0.1405099630355835"
"378","0.1476510465145111","0.1476510465145111","0.1476510465145111"
"380","0.15173009037971497","0.15173009037971497","0.15173009037971497"
"382","0.14666378498077393","0.14666378498077393","0.14666378498077393"
"384","0.13721726834774017","0.13721726834774017","0.13721726834774017"
"386","0.1509653478860855","0.1509653478860855","0.1509653478860855"
"388","0.14785021543502808","0.14785021543502808","0.14785021543502808"
"390","0.14164596796035767","0.14164596796035767","0.14164596796035767"
"392","0.15196537971496582","0.15196537971496582","0.15196537971496582"
"394","0.1409752517938614","0.1409752517938614","0.1409752517938614"
"396","0.16248920559883118","0.16248920559883118","0.16248920559883118"
"398","0.1468932032585144","0.1468932032585144","0.1468932032585144"
"400","0.17318332195281982","0.17318332195281982","0.17318332195281982"
"402","0.1573071926832199","0.1573071926832199","0.1573071926832199"
"404","0.15672285854816437","0.15672285854816437","0.15672285854816437"
"406","0.1553008109331131","0.1553008109331131","0.1553008109331131"
"408","0.13777592778205872","0.13777592778205872","0.13777592778205872"
