"Step","wobbly-sweep-12 - std_entropy_0","wobbly-sweep-12 - std_entropy_0__MIN","wobbly-sweep-12 - std_entropy_0__MAX"
"847","0.23797757923603058","0.23797757923603058","0.23797757923603058"
"859","0.246690034866333","0.246690034866333","0.246690034866333"
"861","0.24207155406475067","0.24207155406475067","0.24207155406475067"
"867","0.2510552406311035","0.2510552406311035","0.2510552406311035"
"881","0.044727761298418045","0.044727761298418045","0.044727761298418045"
"887","0.046123649924993515","0.046123649924993515","0.046123649924993515"
"895","0.12004873156547546","0.12004873156547546","0.12004873156547546"
"897","0.04988294467329979","0.04988294467329979","0.04988294467329979"
"907","0.06305254250764847","0.06305254250764847","0.06305254250764847"
"909","0.06716904789209366","0.06716904789209366","0.06716904789209366"
"911","0.08638010919094086","0.08638010919094086","0.08638010919094086"
"967","0.05432969704270363","0.05432969704270363","0.05432969704270363"
"973","0.12122618407011032","0.12122618407011032","0.12122618407011032"
"979","0.05871644988656044","0.05871644988656044","0.05871644988656044"
"1003","0.045252859592437744","0.045252859592437744","0.045252859592437744"
"1011","0.18085789680480957","0.18085789680480957","0.18085789680480957"
"1043","0.15105783939361572","0.15105783939361572","0.15105783939361572"
"1045","0.26149123907089233","0.26149123907089233","0.26149123907089233"
"1047","0.3616381287574768","0.3616381287574768","0.3616381287574768"
"1049","0.29025352001190186","0.29025352001190186","0.29025352001190186"
"1057","0.23555542528629303","0.23555542528629303","0.23555542528629303"
"1077","0.20456776022911072","0.20456776022911072","0.20456776022911072"
"1091","0.0743359848856926","0.0743359848856926","0.0743359848856926"
"1101","0.12594914436340332","0.12594914436340332","0.12594914436340332"
"1107","0.12386775016784668","0.12386775016784668","0.12386775016784668"
"1111","0.13410785794258118","0.13410785794258118","0.13410785794258118"
"1151","0.24781781435012817","0.24781781435012817","0.24781781435012817"
"1227","0.09992904216051102","0.09992904216051102","0.09992904216051102"
"1233","0.22525209188461304","0.22525209188461304","0.22525209188461304"
"1249","0.09223223477602005","0.09223223477602005","0.09223223477602005"
"1255","0.08853434026241302","0.08853434026241302","0.08853434026241302"
"1291","0.16984295845031738","0.16984295845031738","0.16984295845031738"
"1309","0.2048686444759369","0.2048686444759369","0.2048686444759369"
"1335","0.05442286282777786","0.05442286282777786","0.05442286282777786"
"1349","0.08282674849033356","0.08282674849033356","0.08282674849033356"
"1359","0.06751394271850586","0.06751394271850586","0.06751394271850586"
"1375","0.057261642068624496","0.057261642068624496","0.057261642068624496"
"1381","0.10099848359823227","0.10099848359823227","0.10099848359823227"
"1393","0.07336489856243134","0.07336489856243134","0.07336489856243134"
"1397","0.07231277227401733","0.07231277227401733","0.07231277227401733"
"1401","0.07104732096195221","0.07104732096195221","0.07104732096195221"
"1405","0.08430492132902145","0.08430492132902145","0.08430492132902145"
"1407","0.09500360488891602","0.09500360488891602","0.09500360488891602"
"1419","0.10391228646039963","0.10391228646039963","0.10391228646039963"
"1423","0.11728011071681976","0.11728011071681976","0.11728011071681976"
"1429","0.1465582698583603","0.1465582698583603","0.1465582698583603"
"1445","0.22380350530147552","0.22380350530147552","0.22380350530147552"
"1453","0.20401504635810852","0.20401504635810852","0.20401504635810852"
"1493","0.23895682394504547","0.23895682394504547","0.23895682394504547"
"1541","0.1721353381872177","0.1721353381872177","0.1721353381872177"
"1551","0.19363607466220856","0.19363607466220856","0.19363607466220856"
"1555","0.09826464205980301","0.09826464205980301","0.09826464205980301"
"1563","0.07406701892614365","0.07406701892614365","0.07406701892614365"
"1571","0.15306223928928375","0.15306223928928375","0.15306223928928375"
"1575","0.07735532522201538","0.07735532522201538","0.07735532522201538"
"1581","0.08215638250112534","0.08215638250112534","0.08215638250112534"
"1591","0.12116248905658722","0.12116248905658722","0.12116248905658722"
"1601","0.22101272642612457","0.22101272642612457","0.22101272642612457"
"1603","0.19097374379634857","0.19097374379634857","0.19097374379634857"
"1607","0.07403208315372467","0.07403208315372467","0.07403208315372467"
"1611","0.28439298272132874","0.28439298272132874","0.28439298272132874"
"1617","0.1849573254585266","0.1849573254585266","0.1849573254585266"
"1623","0.07057216018438339","0.07057216018438339","0.07057216018438339"
"1633","0.11080317944288254","0.11080317944288254","0.11080317944288254"
"1647","0.1092645600438118","0.1092645600438118","0.1092645600438118"
"1663","0.2481236308813095","0.2481236308813095","0.2481236308813095"
"1673","0.13651637732982635","0.13651637732982635","0.13651637732982635"
"1675","0.19562925398349762","0.19562925398349762","0.19562925398349762"
"1677","0.14902031421661377","0.14902031421661377","0.14902031421661377"
"1683","0.2590996325016022","0.2590996325016022","0.2590996325016022"
"1691","0.2377636432647705","0.2377636432647705","0.2377636432647705"
"1697","0.24244354665279388","0.24244354665279388","0.24244354665279388"
"1703","0.26685863733291626","0.26685863733291626","0.26685863733291626"
"1727","0.2786969542503357","0.2786969542503357","0.2786969542503357"
"1735","0.1817556768655777","0.1817556768655777","0.1817556768655777"
"1745","0.12785306572914124","0.12785306572914124","0.12785306572914124"
"1757","0.15054988861083984","0.15054988861083984","0.15054988861083984"
"1761","0.12123879790306091","0.12123879790306091","0.12123879790306091"
"1785","0.1533164530992508","0.1533164530992508","0.1533164530992508"
"1793","0.14168526232242584","0.14168526232242584","0.14168526232242584"
"1815","0.19288887083530426","0.19288887083530426","0.19288887083530426"
"1825","0.2529674768447876","0.2529674768447876","0.2529674768447876"
"1843","0.199435755610466","0.199435755610466","0.199435755610466"
"1845","0.14305029809474945","0.14305029809474945","0.14305029809474945"
"1851","0.07311757653951645","0.07311757653951645","0.07311757653951645"
"1861","0.09827501326799393","0.09827501326799393","0.09827501326799393"
"1873","0.11175951361656189","0.11175951361656189","0.11175951361656189"
"1875","0.12259780615568161","0.12259780615568161","0.12259780615568161"
"1877","0.0981045588850975","0.0981045588850975","0.0981045588850975"
"1885","0.08379719406366348","0.08379719406366348","0.08379719406366348"
"1889","0.09627708792686462","0.09627708792686462","0.09627708792686462"
"1909","0.13001632690429688","0.13001632690429688","0.13001632690429688"
"1919","0.16528820991516113","0.16528820991516113","0.16528820991516113"
"1925","0.12246157228946686","0.12246157228946686","0.12246157228946686"
"1937","0.2185671180486679","0.2185671180486679","0.2185671180486679"
"1941","0.183554008603096","0.183554008603096","0.183554008603096"
"1953","0.19832287728786469","0.19832287728786469","0.19832287728786469"
"1965","0.19555699825286865","0.19555699825286865","0.19555699825286865"
"1971","0.1711190640926361","0.1711190640926361","0.1711190640926361"
"1997","0.18062220513820648","0.18062220513820648","0.18062220513820648"
"1999","0.17634549736976624","0.17634549736976624","0.17634549736976624"
"2009","0.0755821093916893","0.0755821093916893","0.0755821093916893"
"2029","0.11474329233169556","0.11474329233169556","0.11474329233169556"
"2037","0.09288179874420166","0.09288179874420166","0.09288179874420166"
"2069","0.14948633313179016","0.14948633313179016","0.14948633313179016"
"2083","0.10802364349365234","0.10802364349365234","0.10802364349365234"
"2117","0.15934215486049652","0.15934215486049652","0.15934215486049652"
"2133","0.2363518476486206","0.2363518476486206","0.2363518476486206"
"2137","0.21801626682281494","0.21801626682281494","0.21801626682281494"
"2141","0.16586589813232422","0.16586589813232422","0.16586589813232422"
"2143","0.19296015799045563","0.19296015799045563","0.19296015799045563"
"2145","0.202065572142601","0.202065572142601","0.202065572142601"
"2147","0.2095547616481781","0.2095547616481781","0.2095547616481781"
"2153","0.2681904137134552","0.2681904137134552","0.2681904137134552"
"2159","0.2487303465604782","0.2487303465604782","0.2487303465604782"
"2161","0.24820706248283386","0.24820706248283386","0.24820706248283386"
"2163","0.2680358588695526","0.2680358588695526","0.2680358588695526"
"2175","0.20076017081737518","0.20076017081737518","0.20076017081737518"
"2187","0.22103536128997803","0.22103536128997803","0.22103536128997803"
"2201","0.14853769540786743","0.14853769540786743","0.14853769540786743"
"2223","0.2350049465894699","0.2350049465894699","0.2350049465894699"
"2225","0.11154502630233765","0.11154502630233765","0.11154502630233765"
"2231","0.11292273551225662","0.11292273551225662","0.11292273551225662"
"2233","0.1147523820400238","0.1147523820400238","0.1147523820400238"
"2235","0.09384071826934814","0.09384071826934814","0.09384071826934814"
"2259","0.1041012853384018","0.1041012853384018","0.1041012853384018"
"2271","0.1621912717819214","0.1621912717819214","0.1621912717819214"
"2277","0.1981661468744278","0.1981661468744278","0.1981661468744278"
"2291","0.28570619225502014","0.28570619225502014","0.28570619225502014"
"2307","0.11095988005399704","0.11095988005399704","0.11095988005399704"
"2331","0.21854250133037567","0.21854250133037567","0.21854250133037567"
"2333","0.1785600781440735","0.1785600781440735","0.1785600781440735"
"2349","0.200292706489563","0.200292706489563","0.200292706489563"
"2353","0.2089541256427765","0.2089541256427765","0.2089541256427765"
"2357","0.10138779878616333","0.10138779878616333","0.10138779878616333"
"2361","0.27446356415748596","0.27446356415748596","0.27446356415748596"
"2369","0.23150542378425598","0.23150542378425598","0.23150542378425598"
"2373","0.21063676476478577","0.21063676476478577","0.21063676476478577"
"2385","0.24056972563266754","0.24056972563266754","0.24056972563266754"
"2387","0.2566170394420624","0.2566170394420624","0.2566170394420624"
"2393","0.25486862659454346","0.25486862659454346","0.25486862659454346"
"2407","0.22091811895370483","0.22091811895370483","0.22091811895370483"
"2417","0.12554776668548584","0.12554776668548584","0.12554776668548584"
"2427","0.10493478178977966","0.10493478178977966","0.10493478178977966"
"2433","0.23247098922729492","0.23247098922729492","0.23247098922729492"
"2437","0.19356665015220642","0.19356665015220642","0.19356665015220642"
"2439","0.14058107137680054","0.14058107137680054","0.14058107137680054"
"2453","0.13726437091827393","0.13726437091827393","0.13726437091827393"
"2471","0.15821784734725952","0.15821784734725952","0.15821784734725952"
"2477","0.20292232930660248","0.20292232930660248","0.20292232930660248"
"2501","0.19276660680770874","0.19276660680770874","0.19276660680770874"
"2519","0.15299993753433228","0.15299993753433228","0.15299993753433228"
"2523","0.11089903861284256","0.11089903861284256","0.11089903861284256"
"2539","0.11885613203048706","0.11885613203048706","0.11885613203048706"
"2555","0.11919362097978592","0.11919362097978592","0.11919362097978592"
"2567","0.11676602065563202","0.11676602065563202","0.11676602065563202"
"2589","0.24900268018245697","0.24900268018245697","0.24900268018245697"
"2597","0.182200089097023","0.182200089097023","0.182200089097023"
"2605","0.1234394833445549","0.1234394833445549","0.1234394833445549"
"2611","0.12017922848463058","0.12017922848463058","0.12017922848463058"
"2615","0.21339832246303558","0.21339832246303558","0.21339832246303558"
"2625","0.16731679439544678","0.16731679439544678","0.16731679439544678"
"2637","0.19468185305595398","0.19468185305595398","0.19468185305595398"
"2647","0.16526837646961212","0.16526837646961212","0.16526837646961212"
"2655","0.1723945140838623","0.1723945140838623","0.1723945140838623"
"2663","0.17136985063552856","0.17136985063552856","0.17136985063552856"
"2669","0.1907060742378235","0.1907060742378235","0.1907060742378235"
"2677","0.1522383987903595","0.1522383987903595","0.1522383987903595"
"2685","0.09933200478553772","0.09933200478553772","0.09933200478553772"
"2689","0.10150527954101562","0.10150527954101562","0.10150527954101562"
"2736","0.11958836764097214","0.11958836764097214","0.11958836764097214"
"2744","0.14864899218082428","0.14864899218082428","0.14864899218082428"
"2758","0.11676233261823654","0.11676233261823654","0.11676233261823654"
"2760","0.1201903223991394","0.1201903223991394","0.1201903223991394"
"2768","0.16289196908473969","0.16289196908473969","0.16289196908473969"
"2786","0.1833847016096115","0.1833847016096115","0.1833847016096115"
"2834","0.2621588110923767","0.2621588110923767","0.2621588110923767"
"2846","0.18697668612003326","0.18697668612003326","0.18697668612003326"
"2862","0.21100406348705292","0.21100406348705292","0.21100406348705292"
"2878","0.14150723814964294","0.14150723814964294","0.14150723814964294"
"2904","0.0903383195400238","0.0903383195400238","0.0903383195400238"
"2906","0.04971402883529663","0.04971402883529663","0.04971402883529663"
"2922","0.11911842226982117","0.11911842226982117","0.11911842226982117"
"2926","0.18002113699913025","0.18002113699913025","0.18002113699913025"
"2938","0.12005380541086197","0.12005380541086197","0.12005380541086197"
"2940","0.11950681358575821","0.11950681358575821","0.11950681358575821"
"2942","0.12327122688293457","0.12327122688293457","0.12327122688293457"
"2946","0.1414438933134079","0.1414438933134079","0.1414438933134079"
"2948","0.14796680212020874","0.14796680212020874","0.14796680212020874"
"2972","0.19917310774326324","0.19917310774326324","0.19917310774326324"
"2998","0.15049611032009125","0.15049611032009125","0.15049611032009125"
"3010","0.21305453777313232","0.21305453777313232","0.21305453777313232"
"3016","0.1750229001045227","0.1750229001045227","0.1750229001045227"
"3022","0.16795749962329865","0.16795749962329865","0.16795749962329865"
"3038","0.11680705100297928","0.11680705100297928","0.11680705100297928"
"3040","0.2803818881511688","0.2803818881511688","0.2803818881511688"
"3042","0.2153077870607376","0.2153077870607376","0.2153077870607376"
"3062","0.20251263678073883","0.20251263678073883","0.20251263678073883"
"3070","0.22416800260543823","0.22416800260543823","0.22416800260543823"
"3088","0.16844017803668976","0.16844017803668976","0.16844017803668976"
"3090","0.1760246455669403","0.1760246455669403","0.1760246455669403"
"3094","0.14101865887641907","0.14101865887641907","0.14101865887641907"
"3096","0.101824551820755","0.101824551820755","0.101824551820755"
"3100","0.08574721217155457","0.08574721217155457","0.08574721217155457"
"3106","0.12653933465480804","0.12653933465480804","0.12653933465480804"
"3112","0.23473867774009705","0.23473867774009705","0.23473867774009705"
"3116","0.20719704031944275","0.20719704031944275","0.20719704031944275"
"3130","0.13831505179405212","0.13831505179405212","0.13831505179405212"
"3144","0.16071882843971252","0.16071882843971252","0.16071882843971252"
"3148","0.24062149226665497","0.24062149226665497","0.24062149226665497"
"3156","0.1981947273015976","0.1981947273015976","0.1981947273015976"
"3166","0.1703643649816513","0.1703643649816513","0.1703643649816513"
"3194","0.17055974900722504","0.17055974900722504","0.17055974900722504"
"3208","0.1098540723323822","0.1098540723323822","0.1098540723323822"
"3220","0.11822167038917542","0.11822167038917542","0.11822167038917542"
"3222","0.12938185036182404","0.12938185036182404","0.12938185036182404"
"3224","0.1314154863357544","0.1314154863357544","0.1314154863357544"
"3250","0.1277250498533249","0.1277250498533249","0.1277250498533249"
"3262","0.15199598670005798","0.15199598670005798","0.15199598670005798"
"3268","0.24733683466911316","0.24733683466911316","0.24733683466911316"
"3300","0.13762569427490234","0.13762569427490234","0.13762569427490234"
"3306","0.20973807573318481","0.20973807573318481","0.20973807573318481"
"3308","0.20367759466171265","0.20367759466171265","0.20367759466171265"
"3324","0.17318138480186462","0.17318138480186462","0.17318138480186462"
"3338","0.15857478976249695","0.15857478976249695","0.15857478976249695"
"3350","0.13274461030960083","0.13274461030960083","0.13274461030960083"
"3358","0.2195236086845398","0.2195236086845398","0.2195236086845398"
"3382","0.11911591142416","0.11911591142416","0.11911591142416"
"3384","0.12089687585830688","0.12089687585830688","0.12089687585830688"
"3402","0.1401200145483017","0.1401200145483017","0.1401200145483017"
"3404","0.17221665382385254","0.17221665382385254","0.17221665382385254"
"3408","0.16345427930355072","0.16345427930355072","0.16345427930355072"
"3420","0.14810806512832642","0.14810806512832642","0.14810806512832642"
"3424","0.15075476467609406","0.15075476467609406","0.15075476467609406"
"3436","0.13280166685581207","0.13280166685581207","0.13280166685581207"
"3442","0.15116514265537262","0.15116514265537262","0.15116514265537262"
"3452","0.15757116675376892","0.15757116675376892","0.15757116675376892"
"3478","0.19788645207881927","0.19788645207881927","0.19788645207881927"
"3492","0.1869528442621231","0.1869528442621231","0.1869528442621231"
"3496","0.15895085036754608","0.15895085036754608","0.15895085036754608"
"3498","0.19728073477745056","0.19728073477745056","0.19728073477745056"
"3500","0.19285725057125092","0.19285725057125092","0.19285725057125092"
"3502","0.21437087655067444","0.21437087655067444","0.21437087655067444"
"3504","0.18921275436878204","0.18921275436878204","0.18921275436878204"
"3520","0.22895626723766327","0.22895626723766327","0.22895626723766327"
"3522","0.187637060880661","0.187637060880661","0.187637060880661"
"3532","0.16460758447647095","0.16460758447647095","0.16460758447647095"
"3534","0.19396908581256866","0.19396908581256866","0.19396908581256866"
"3536","0.199030801653862","0.199030801653862","0.199030801653862"
"3550","0.14804185926914215","0.14804185926914215","0.14804185926914215"
"3558","0.09854736179113388","0.09854736179113388","0.09854736179113388"
"3560","0.13163235783576965","0.13163235783576965","0.13163235783576965"
"3580","0.19708691537380219","0.19708691537380219","0.19708691537380219"
"3590","0.1361585557460785","0.1361585557460785","0.1361585557460785"
"3594","0.12504252791404724","0.12504252791404724","0.12504252791404724"
"3606","0.17044107615947723","0.17044107615947723","0.17044107615947723"
"3632","0.1665094643831253","0.1665094643831253","0.1665094643831253"
"3638","0.1147235780954361","0.1147235780954361","0.1147235780954361"
"3650","0.21169166266918182","0.21169166266918182","0.21169166266918182"
"3662","0.15396656095981598","0.15396656095981598","0.15396656095981598"
"3666","0.13978084921836853","0.13978084921836853","0.13978084921836853"
"3696","0.21795226633548737","0.21795226633548737","0.21795226633548737"
"3700","0.1715383529663086","0.1715383529663086","0.1715383529663086"
"3702","0.20731496810913086","0.20731496810913086","0.20731496810913086"
"3706","0.223129004240036","0.223129004240036","0.223129004240036"
"3712","0.18961821496486664","0.18961821496486664","0.18961821496486664"
"3714","0.14552661776542664","0.14552661776542664","0.14552661776542664"
"3716","0.1347312480211258","0.1347312480211258","0.1347312480211258"
"3724","0.20044972002506256","0.20044972002506256","0.20044972002506256"
"3774","0.08351317793130875","0.08351317793130875","0.08351317793130875"
"3776","0.09099777042865753","0.09099777042865753","0.09099777042865753"
"3786","0.14294922351837158","0.14294922351837158","0.14294922351837158"
"3792","0.17656709253787994","0.17656709253787994","0.17656709253787994"
"3794","0.2161272019147873","0.2161272019147873","0.2161272019147873"
"3798","0.17476776242256165","0.17476776242256165","0.17476776242256165"
"3814","0.1863579899072647","0.1863579899072647","0.1863579899072647"
"3822","0.16579005122184753","0.16579005122184753","0.16579005122184753"
"3826","0.22882340848445892","0.22882340848445892","0.22882340848445892"
"3832","0.17397676408290863","0.17397676408290863","0.17397676408290863"
"3852","0.16948893666267395","0.16948893666267395","0.16948893666267395"
"3864","0.1567276567220688","0.1567276567220688","0.1567276567220688"
"3876","0.10917523503303528","0.10917523503303528","0.10917523503303528"
"3878","0.12129884213209152","0.12129884213209152","0.12129884213209152"
"3896","0.14682252705097198","0.14682252705097198","0.14682252705097198"
"3922","0.14384900033473969","0.14384900033473969","0.14384900033473969"
"3942","0.12900391221046448","0.12900391221046448","0.12900391221046448"
"3944","0.17400343716144562","0.17400343716144562","0.17400343716144562"
"3948","0.16770686209201813","0.16770686209201813","0.16770686209201813"
"3970","0.17219901084899902","0.17219901084899902","0.17219901084899902"
"3972","0.1949964463710785","0.1949964463710785","0.1949964463710785"
"3974","0.1776057332754135","0.1776057332754135","0.1776057332754135"
"3988","0.17095008492469788","0.17095008492469788","0.17095008492469788"
"4012","0.15424558520317078","0.15424558520317078","0.15424558520317078"
"4016","0.1450989991426468","0.1450989991426468","0.1450989991426468"
"4052","0.1158667802810669","0.1158667802810669","0.1158667802810669"
"4054","0.11244136840105057","0.11244136840105057","0.11244136840105057"
"4056","0.11225040256977081","0.11225040256977081","0.11225040256977081"
"4062","0.1229061558842659","0.1229061558842659","0.1229061558842659"
"4064","0.13047772645950317","0.13047772645950317","0.13047772645950317"
"4078","0.13985984027385712","0.13985984027385712","0.13985984027385712"
"4086","0.17417655885219574","0.17417655885219574","0.17417655885219574"
"4090","0.1637202352285385","0.1637202352285385","0.1637202352285385"
"4100","0.1798059493303299","0.1798059493303299","0.1798059493303299"
"4114","0.1455058604478836","0.1455058604478836","0.1455058604478836"
"4134","0.18881933391094208","0.18881933391094208","0.18881933391094208"
"4136","0.1620047390460968","0.1620047390460968","0.1620047390460968"
"4174","0.1552170217037201","0.1552170217037201","0.1552170217037201"
"4198","0.21172845363616943","0.21172845363616943","0.21172845363616943"
"4216","0.19128301739692688","0.19128301739692688","0.19128301739692688"
"4224","0.18426713347434998","0.18426713347434998","0.18426713347434998"
"4234","0.10218902677297592","0.10218902677297592","0.10218902677297592"
"4236","0.08204355090856552","0.08204355090856552","0.08204355090856552"
"4238","0.11508597433567047","0.11508597433567047","0.11508597433567047"
"4250","0.16897770762443542","0.16897770762443542","0.16897770762443542"
"4262","0.02944161370396614","0.02944161370396614","0.02944161370396614"
"4270","0.14343716204166412","0.14343716204166412","0.14343716204166412"
"4280","0.16474714875221252","0.16474714875221252","0.16474714875221252"
"4288","0.13806796073913574","0.13806796073913574","0.13806796073913574"
"4302","0.14369069039821625","0.14369069039821625","0.14369069039821625"
"4312","0.1512921005487442","0.1512921005487442","0.1512921005487442"
"4314","0.1441570520401001","0.1441570520401001","0.1441570520401001"
"4322","0.13558773696422577","0.13558773696422577","0.13558773696422577"
"4328","0.21966944634914398","0.21966944634914398","0.21966944634914398"
"4332","0.2459377646446228","0.2459377646446228","0.2459377646446228"
"4358","0.14129339158535004","0.14129339158535004","0.14129339158535004"
"4362","0.19661036133766174","0.19661036133766174","0.19661036133766174"
"4372","0.1688050925731659","0.1688050925731659","0.1688050925731659"
"4376","0.2652563452720642","0.2652563452720642","0.2652563452720642"
"4378","0.17201529443264008","0.17201529443264008","0.17201529443264008"
"4382","0.26720020174980164","0.26720020174980164","0.26720020174980164"
"4386","0.17147646844387054","0.17147646844387054","0.17147646844387054"
"4400","0.17106661200523376","0.17106661200523376","0.17106661200523376"
"4404","0.19236013293266296","0.19236013293266296","0.19236013293266296"
"4408","0.15716427564620972","0.15716427564620972","0.15716427564620972"
"4420","0.18582291901111603","0.18582291901111603","0.18582291901111603"
"4430","0.19674478471279144","0.19674478471279144","0.19674478471279144"
"4432","0.10765273123979568","0.10765273123979568","0.10765273123979568"
"4436","0.168503999710083","0.168503999710083","0.168503999710083"
"4448","0.07756180316209793","0.07756180316209793","0.07756180316209793"
"4452","0.06991086155176163","0.06991086155176163","0.06991086155176163"
"4464","0.1584981232881546","0.1584981232881546","0.1584981232881546"
"4480","0.1483297199010849","0.1483297199010849","0.1483297199010849"
"4518","0.15064258873462677","0.15064258873462677","0.15064258873462677"
"4542","0.1396135836839676","0.1396135836839676","0.1396135836839676"
"4550","0.1344819813966751","0.1344819813966751","0.1344819813966751"
"4554","0.0936594232916832","0.0936594232916832","0.0936594232916832"
"4570","0.14515537023544312","0.14515537023544312","0.14515537023544312"
"4574","0.1565423607826233","0.1565423607826233","0.1565423607826233"
"4576","0.14014291763305664","0.14014291763305664","0.14014291763305664"
"4588","0.16498593986034393","0.16498593986034393","0.16498593986034393"
"4594","0.15379323065280914","0.15379323065280914","0.15379323065280914"
"4604","0.14107289910316467","0.14107289910316467","0.14107289910316467"
"4608","0.1442001610994339","0.1442001610994339","0.1442001610994339"
"4612","0.15968306362628937","0.15968306362628937","0.15968306362628937"
"4624","0.2394537478685379","0.2394537478685379","0.2394537478685379"
"4664","0.1694466769695282","0.1694466769695282","0.1694466769695282"
"4674","0.1336040198802948","0.1336040198802948","0.1336040198802948"
"4676","0.19630524516105652","0.19630524516105652","0.19630524516105652"
"4694","0.1322849690914154","0.1322849690914154","0.1322849690914154"
"4696","0.11870124191045761","0.11870124191045761","0.11870124191045761"
"4732","0.11796984076499939","0.11796984076499939","0.11796984076499939"
"4734","0.11771640926599503","0.11771640926599503","0.11771640926599503"
"4738","0.12630595266819","0.12630595266819","0.12630595266819"
"4760","0.19711382687091827","0.19711382687091827","0.19711382687091827"
"4774","0.16303028166294098","0.16303028166294098","0.16303028166294098"
"4782","0.20762138068675995","0.20762138068675995","0.20762138068675995"
"4784","0.1487022489309311","0.1487022489309311","0.1487022489309311"
