"Step","fallen-sweep-36 - mean_entropy_1","fallen-sweep-36 - mean_entropy_1__MIN","fallen-sweep-36 - mean_entropy_1__MAX"
"8345","0.005359320435672998","0.005359320435672998","0.005359320435672998"
"8351","0.0054498715326189995","0.0054498715326189995","0.0054498715326189995"
"8369","0.005787404719740152","0.005787404719740152","0.005787404719740152"
"8377","0.005968861281871796","0.005968861281871796","0.005968861281871796"
"8631","0.005128254182636738","0.005128254182636738","0.005128254182636738"
"8741","0.004381697624921799","0.004381697624921799","0.004381697624921799"
"8851","0.003553456161171198","0.003553456161171198","0.003553456161171198"
"9113","0.0031580303329974413","0.0031580303329974413","0.0031580303329974413"
"9263","0.002393151866272092","0.002393151866272092","0.002393151866272092"
"9291","0.0027005074080079794","0.0027005074080079794","0.0027005074080079794"
"9435","0.0019369401270523667","0.0019369401270523667","0.0019369401270523667"
"9525","0.0015608317917212844","0.0015608317917212844","0.0015608317917212844"
"9549","0.0018649725243449211","0.0018649725243449211","0.0018649725243449211"
"9553","0.0018766762223094702","0.0018766762223094702","0.0018766762223094702"
"9661","0.003452923381701112","0.003452923381701112","0.003452923381701112"
"10151","0.0009662401862442493","0.0009662401862442493","0.0009662401862442493"
"10381","0.0013622745173051953","0.0013622745173051953","0.0013622745173051953"
"10391","0.0008939778781495988","0.0008939778781495988","0.0008939778781495988"
"10587","0.0005462128901854157","0.0005462128901854157","0.0005462128901854157"
"10761","0.0004850307886954397","0.0004850307886954397","0.0004850307886954397"
"10799","0.0005344416131265461","0.0005344416131265461","0.0005344416131265461"
"10807","0.0006172446301206946","0.0006172446301206946","0.0006172446301206946"
"10825","0.0005681067705154419","0.0005681067705154419","0.0005681067705154419"
"10877","0.00047031103167682886","0.00047031103167682886","0.00047031103167682886"
"10903","0.0004654160584323108","0.0004654160584323108","0.0004654160584323108"
"11179","0.0005961392889730632","0.0005961392889730632","0.0005961392889730632"
"11243","0.0018023422453552485","0.0018023422453552485","0.0018023422453552485"
"11401","0.0005089853657409549","0.0005089853657409549","0.0005089853657409549"
"11451","0.0004005296214018017","0.0004005296214018017","0.0004005296214018017"
"11845","0.0002800310612656176","0.0002800310612656176","0.0002800310612656176"
"12153","0.00019338552374392748","0.00019338552374392748","0.00019338552374392748"
"12591","0.00010353352990932763","0.00010353352990932763","0.00010353352990932763"
"12693","0.00013061033678241074","0.00013061033678241074","0.00013061033678241074"
"12781","0.00011624934995779768","0.00011624934995779768","0.00011624934995779768"
"13175","0.00010179934906773269","0.00010179934906773269","0.00010179934906773269"
"13301","0.00005927155143581331","0.00005927155143581331","0.00005927155143581331"
"13505","0.00009045014303410426","0.00009045014303410426","0.00009045014303410426"
"13611","0.00005765662717749365","0.00005765662717749365","0.00005765662717749365"
"13663","0.00006543094787048176","0.00006543094787048176","0.00006543094787048176"
"13737","0.00004530734440777451","0.00004530734440777451","0.00004530734440777451"
"13813","0.000057143082813126966","0.000057143082813126966","0.000057143082813126966"
"13961","0.000049125384975923225","0.000049125384975923225","0.000049125384975923225"
"13971","0.000038554433558601886","0.000038554433558601886","0.000038554433558601886"
"14039","0.00005910902837058529","0.00005910902837058529","0.00005910902837058529"
"14501","0.000013312208466231823","0.000013312208466231823","0.000013312208466231823"
"14559","0.000012054041690134909","0.000012054041690134909","0.000012054041690134909"
"14649","0.000012851660358137451","0.000012851660358137451","0.000012851660358137451"
"14699","0.000012043116839777213","0.000012043116839777213","0.000012043116839777213"
"14851","0.000008903372872737236","0.000008903372872737236","0.000008903372872737236"
"14901","0.00000639672043689643","0.00000639672043689643","0.00000639672043689643"
"15029","0.000009195387974614277","0.000009195387974614277","0.000009195387974614277"
"15075","0.000007664648364880122","0.000007664648364880122","0.000007664648364880122"
"15287","0.000003917381491191918","0.000003917381491191918","0.000003917381491191918"
"15289","0.00000451846335636219","0.00000451846335636219","0.00000451846335636219"
"15301","0.000003601792514018598","0.000003601792514018598","0.000003601792514018598"
"15617","0.0000024965083866845816","0.0000024965083866845816","0.0000024965083866845816"
"15675","0.000003861790446535451","0.000003861790446535451","0.000003861790446535451"
"15939","0.000001638188905417337","0.000001638188905417337","0.000001638188905417337"
"16023","0.0000014178660876495996","0.0000014178660876495996","0.0000014178660876495996"
"16117","9.874128181763808e-7","9.874128181763808e-7","9.874128181763808e-7"
"16129","0.0000010842647952813422","0.0000010842647952813422","0.0000010842647952813422"
"16295","0.0000014372626537806354","0.0000014372626537806354","0.0000014372626537806354"
"16401","9.272757779399399e-7","9.272757779399399e-7","9.272757779399399e-7"
"16481","8.96545429895923e-7","8.96545429895923e-7","8.96545429895923e-7"
"16543","6.015513918100623e-7","6.015513918100623e-7","6.015513918100623e-7"
"16715","3.997512010300852e-7","3.997512010300852e-7","3.997512010300852e-7"
"16723","2.466002229084552e-7","2.466002229084552e-7","2.466002229084552e-7"
"16821","1.731301892959891e-7","1.731301892959891e-7","1.731301892959891e-7"
"16925","2.1340242994938308e-7","2.1340242994938308e-7","2.1340242994938308e-7"
"16937","2.497570505965996e-7","2.497570505965996e-7","2.497570505965996e-7"
"17201","2.681407762494814e-9","2.681407762494814e-9","2.681407762494814e-9"
"17205","1.3205438165186933e-7","1.3205438165186933e-7","1.3205438165186933e-7"
"17253","3.4708713680942083e-9","3.4708713680942083e-9","3.4708713680942083e-9"
"17327","1.1333789018408424e-7","1.1333789018408424e-7","1.1333789018408424e-7"
"17485","2.0432569414197133e-8","2.0432569414197133e-8","2.0432569414197133e-8"
"17505","1.1170660485504413e-7","1.1170660485504413e-7","1.1170660485504413e-7"
"17549","1.4828481553763595e-8","1.4828481553763595e-8","1.4828481553763595e-8"
"17607","1.0250720094973076e-7","1.0250720094973076e-7","1.0250720094973076e-7"
"18181","0","0","0"
"18233","2.6184890700164942e-8","2.6184890700164942e-8","2.6184890700164942e-8"
"18243","0","0","0"
"18263","4.880731374612424e-10","4.880731374612424e-10","4.880731374612424e-10"
"18381","4.033898051147844e-7","4.033898051147844e-7","4.033898051147844e-7"
"18737","0","0","0"
"18755","0","0","0"
"18883","5.117160473133708e-9","5.117160473133708e-9","5.117160473133708e-9"
"18953","0","0","0"
"19053","0","0","0"
"19229","0","0","0"
"19361","3.984364393971873e-9","3.984364393971873e-9","3.984364393971873e-9"
"19487","0","0","0"
"19505","0","0","0"
"19663","3.8317016226585565e-9","3.8317016226585565e-9","3.8317016226585565e-9"
"19795","0","0","0"
"19841","0","0","0"
"20069","0","0","0"
"20111","0","0","0"
"20123","0","0","0"
"20447","0","0","0"
"20505","0","0","0"
"20543","0","0","0"
"20567","0","0","0"
"20597","0","0","0"
"20611","0","0","0"
"20721","0","0","0"
"20773","0","0","0"
"20891","0","0","0"
"20947","0","0","0"
"20949","0","0","0"
"21037","0","0","0"
"21611","0","0","0"
"21641","0","0","0"
"21825","0","0","0"
"21951","0","0","0"
"21973","0","0","0"
"22131","0","0","0"
"22437","0","0","0"
"22493","0","0","0"
"22529","0","0","0"
"22665","0","0","0"
"22863","0","0","0"
"22991","0","0","0"
"23113","0","0","0"
"23123","0","0","0"
"23147","0","0","0"
"23207","0","0","0"
"23265","0","0","0"
"23423","0","0","0"
"23507","0","0","0"
"23525","0","0","0"
"23821","0","0","0"
"24085","0","0","0"
"24115","0","0","0"
"24577","0","0","0"
"24631","0","0","0"
"24815","0","0","0"
"24925","0","0","0"
"25155","0","0","0"
"25173","0","0","0"
"25283","0","0","0"
"25433","0","0","0"
"25853","0","0","0"
"25927","0","0","0"
"26225","0","0","0"
"26257","0","0","0"
"26411","0","0","0"
"26481","0","0","0"
"26497","0","0","0"
"26507","0","0","0"
"26511","0","0","0"
"26551","0","0","0"
"26615","0","0","0"
"26719","0","0","0"
"26721","0","0","0"
"26761","0","0","0"
"26917","0","0","0"
"26967","0","0","0"
"26981","0","0","0"
"27151","0","0","0"
"27255","0","0","0"
"27435","0","0","0"
"27619","0","0","0"
"27929","0","0","0"
"27975","0","0","0"
"28167","0","0","0"
"28371","0","0","0"
"28401","0","0","0"
"28799","0","0","0"
"28921","0","0","0"
"29047","0","0","0"
"29099","0","0","0"
"29437","0","0","0"
"29599","0","0","0"
"29909","0","0","0"
"29961","0","0","0"
"29985","0","0","0"
"30153","0","0","0"
"30243","0","0","0"
"30249","0","0","0"
"30333","0","0","0"
"30365","0","0","0"
"30417","0","0","0"
"30617","0","0","0"
"30625","0","0","0"
"30761","0","0","0"
"30881","0","0","0"
"30937","0","0","0"
"31129","0","0","0"
"31137","0","0","0"
"31175","0","0","0"
"31255","0","0","0"
"31411","0","0","0"
"31717","0","0","0"
"31857","0","0","0"
"31987","0","0","0"
"32467","0","0","0"
"32469","0","0","0"
"32677","0","0","0"
"32719","0","0","0"
"32755","0","0","0"
"32757","0","0","0"
"32883","0","0","0"
"32987","0","0","0"
"33121","0","0","0"
"33209","0","0","0"
"33453","0","0","0"
"33539","0","0","0"
"33947","0","0","0"
"34279","0","0","0"
"34345","0","0","0"
"34465","0","0","0"
"34579","0","0","0"
"34601","0","0","0"
"34851","0","0","0"
"35023","0","0","0"
"35227","0","0","0"
"35291","0","0","0"
"35305","0","0","0"
"35845","0","0","0"
"35893","0","0","0"
"35979","0","0","0"
"36101","0","0","0"
"36135","0","0","0"
"36221","0","0","0"
"36259","0","0","0"
"36775","0","0","0"
"36839","0","0","0"
"36911","0","0","0"
"36987","0","0","0"
"37005","0","0","0"
"37179","0","0","0"
"37199","0","0","0"
"37271","0","0","0"
"37295","0","0","0"
"37397","0","0","0"
"37887","0","0","0"
"37895","0","0","0"
"38123","0","0","0"
"38197","0","0","0"
"38291","0","0","0"
"38293","0","0","0"
"38349","0","0","0"
"38401","0","0","0"
"38449","0","0","0"
"38499","0","0","0"
"38531","0","0","0"
"38705","0","0","0"
"38775","0","0","0"
"38905","0","0","0"
"38963","0","0","0"
"39207","0","0","0"
"39287","0","0","0"
"39437","0","0","0"
"39463","0","0","0"
"39531","0","0","0"
"39553","0","0","0"
"39651","0","0","0"
"39747","0","0","0"
"40295","0","0","0"
"40307","0","0","0"
"40327","0","0","0"
"40415","0","0","0"
"40515","0","0","0"
"40527","0","0","0"
"40557","0","0","0"
"40625","0","0","0"
"40773","0","0","0"
"40837","0","0","0"
"40925","0","0","0"
"41085","0","0","0"
"41235","0","0","0"
"41319","0","0","0"
"41425","0","0","0"
"41619","0","0","0"
"42141","0","0","0"
"42315","0","0","0"
"42397","0","0","0"
"42575","0","0","0"
"42591","0","0","0"
"42629","0","0","0"
"42649","0","0","0"
"42903","0","0","0"
"43015","0","0","0"
"43185","0","0","0"
"43207","0","0","0"
"43235","0","0","0"
"43391","0","0","0"
"43495","0","0","0"
"43513","0","0","0"
"43575","0","0","0"
"43601","0","0","0"
"43653","0","0","0"
"43683","0","0","0"
"43755","0","0","0"
"43857","0","0","0"
"43915","0","0","0"
"44033","0","0","0"
"44137","0","0","0"
"44167","0","0","0"
"44203","0","0","0"
"44225","0","0","0"
"44241","0","0","0"
"44473","0","0","0"
"44653","0","0","0"
"44723","0","0","0"
"44867","0","0","0"
"45127","0","0","0"
"45339","0","0","0"
"45545","0","0","0"
"45551","0","0","0"
"45673","0","0","0"
"45720","0","0","0"
"45974","0","0","0"
"46248","0","0","0"
"46520","0","0","0"
"46568","0","0","0"
"46594","0","0","0"
"46630","0","0","0"
"46714","0","0","0"
"46882","0","0","0"
"46958","0","0","0"
"47234","0","0","0"
"47270","0","0","0"
"47366","0","0","0"
"47404","0","0","0"
"47460","0","0","0"
"47478","0","0","0"
"47522","0","0","0"
"47624","0","0","0"
"47650","0","0","0"
"47852","0","0","0"
"47880","0","0","0"
"48316","0","0","0"
"48332","0","0","0"
"48374","0","0","0"
"48666","0","0","0"
"48830","0","0","0"
"48876","0","0","0"
"48888","0","0","0"
"48930","0","0","0"
"48960","0","0","0"
"49246","0","0","0"
"49400","0","0","0"
"49554","0","0","0"
"49618","0","0","0"
"49856","0","0","0"
"49892","0","0","0"
"50174","0","0","0"
"50276","0","0","0"
"50280","0","0","0"
"50500","0","0","0"
"50698","0","0","0"
"50742","0","0","0"
"50976","0","0","0"
"51058","0","0","0"
"51276","0","0","0"
"51306","0","0","0"
"51362","0","0","0"
"51380","0","0","0"
"51396","0","0","0"
"51416","0","0","0"
"51440","0","0","0"
"51460","0","0","0"
"51522","0","0","0"
"51582","0","0","0"
"51710","0","0","0"
"51852","0","0","0"
"51886","0","0","0"
"51928","0","0","0"
"51936","0","0","0"
"52228","0","0","0"
"52232","0","0","0"
"52312","0","0","0"
"52408","0","0","0"
"52518","0","0","0"
"52664","0","0","0"
"52726","0","0","0"
"52858","0","0","0"
"52876","0","0","0"
"53292","0","0","0"
"53294","0","0","0"
"53498","0","0","0"
"53512","0","0","0"
"53570","0","0","0"
"53802","0","0","0"
"53824","0","0","0"
"53834","0","0","0"
"53846","0","0","0"
"53870","0","0","0"
"53920","0","0","0"
"54372","0","0","0"
"54462","0","0","0"
"54538","0","0","0"
"54582","0","0","0"
"54638","0","0","0"
"54668","0","0","0"
"54768","0","0","0"
"54786","0","0","0"
"54886","0","0","0"
"55190","0","0","0"
"55340","0","0","0"
"55590","0","0","0"
"55620","0","0","0"
"55772","0","0","0"
"55926","0","0","0"
"55946","0","0","0"
"56034","0","0","0"
"56050","0","0","0"
"56248","0","0","0"
"56932","0","0","0"
"56964","0","0","0"
"56978","0","0","0"
"57062","0","0","0"
"57098","0","0","0"
"57188","0","0","0"
"57504","0","0","0"
"57592","0","0","0"
"57606","0","0","0"
"57722","0","0","0"
"57998","0","0","0"
"58148","0","0","0"
"58636","0","0","0"
"58710","0","0","0"
"58758","0","0","0"
"58772","0","0","0"
"58790","0","0","0"
"58794","0","0","0"
"58856","0","0","0"
"58898","0","0","0"
"59334","0","0","0"
"59476","0","0","0"
"59754","0","0","0"
"59874","0","0","0"
"60020","0","0","0"
"60278","0","0","0"
"60296","0","0","0"
"60316","0","0","0"
"60362","0","0","0"
"60418","0","0","0"
"60446","0","0","0"
"60452","0","0","0"
"60466","0","0","0"
"60578","0","0","0"
"60764","0","0","0"
"60908","0","0","0"
"60928","0","0","0"
"61004","0","0","0"
"61262","0","0","0"
"61440","0","0","0"
"61484","0","0","0"
"61496","0","0","0"
"61544","0","0","0"
"61570","0","0","0"
"61740","0","0","0"
"61796","0","0","0"
"61840","0","0","0"
"61892","0","0","0"
"62048","0","0","0"
"62168","0","0","0"
"62538","0","0","0"
"62542","0","0","0"
"62594","0","0","0"
"62896","0","0","0"
"62988","0","0","0"
"63128","0","0","0"
"63182","0","0","0"
"63278","0","0","0"
"63286","0","0","0"
"63306","0","0","0"
"63504","0","0","0"
"63522","0","0","0"
"63582","0","0","0"
"63740","0","0","0"
"63750","0","0","0"
"63774","0","0","0"
"63826","0","0","0"
"63838","0","0","0"
"63978","0","0","0"
"64038","0","0","0"
"64090","0","0","0"
"64224","0","0","0"
"64240","0","0","0"
"64330","0","0","0"
"64374","0","0","0"
"64572","0","0","0"
"64762","0","0","0"
"64790","0","0","0"
"64860","0","0","0"
"64946","0","0","0"
"65208","0","0","0"
"65246","0","0","0"
"65394","0","0","0"
"65396","0","0","0"
"65404","0","0","0"
"65502","0","0","0"
"65776","0","0","0"
"65786","0","0","0"
"65788","0","0","0"
"65800","0","0","0"
"65810","0","0","0"
"65948","0","0","0"
"65962","0","0","0"
"66140","0","0","0"
"66280","0","0","0"
"66376","0","0","0"
"66518","0","0","0"
"66528","0","0","0"
"66624","0","0","0"
"66674","0","0","0"
"66812","0","0","0"
"67028","0","0","0"
"67106","0","0","0"
"67152","0","0","0"
"67158","0","0","0"
"67426","0","0","0"
"67538","0","0","0"
"67638","0","0","0"
"67716","0","0","0"
"67850","0","0","0"
"67914","0","0","0"
"67986","0","0","0"
"68124","0","0","0"
"68468","0","0","0"
"68760","0","0","0"
"68858","0","0","0"
"68900","0","0","0"
"69184","0","0","0"
"69308","0","0","0"
"69348","0","0","0"
"69372","0","0","0"
"69454","0","0","0"
"69468","0","0","0"
"69814","0","0","0"
"69894","0","0","0"
"69970","0","0","0"
"70012","0","0","0"
"70046","0","0","0"
"70108","0","0","0"
"70238","0","0","0"
"70272","0","0","0"
"70516","0","0","0"
"71140","0","0","0"
"71224","0","0","0"
"71230","0","0","0"
"71376","0","0","0"
"71510","0","0","0"
"71556","0","0","0"
"71630","0","0","0"
"71686","0","0","0"
"71690","0","0","0"
"71772","0","0","0"
"72054","0","0","0"
"72306","0","0","0"
"72366","0","0","0"
"72664","0","0","0"
"72756","0","0","0"
"72774","0","0","0"
"72872","0","0","0"
"72882","0","0","0"
"73236","0","0","0"
"73288","0","0","0"
"73444","0","0","0"
"73634","0","0","0"
"73956","0","0","0"
"74048","0","0","0"
"74204","0","0","0"
"74406","0","0","0"
"74554","0","0","0"
"74676","0","0","0"
"74938","0","0","0"
"75070","0","0","0"
"75104","0","0","0"
"75116","0","0","0"
"75208","0","0","0"
"75294","0","0","0"
"75328","0","0","0"
"75404","0","0","0"
"75440","0","0","0"
"75486","0","0","0"
"75708","0","0","0"
"75758","0","0","0"
"75996","0","0","0"
"76136","0","0","0"
"76166","0","0","0"
"76242","0","0","0"
"76386","0","0","0"
"76526","0","0","0"
"76530","0","0","0"
"76686","0","0","0"
"76790","0","0","0"
"76830","0","0","0"
"77134","0","0","0"
"77182","0","0","0"
"77286","0","0","0"
"77308","0","0","0"
"77346","0","0","0"
"77498","0","0","0"
"77506","0","0","0"
"77634","0","0","0"
"77704","0","0","0"
"77788","0","0","0"
"77832","0","0","0"
"77878","0","0","0"
"77988","0","0","0"
"77996","0","0","0"
"78238","0","0","0"
"78350","0","0","0"
"78500","0","0","0"
"78534","0","0","0"
"78568","0","0","0"
"78580","0","0","0"
"78590","0","0","0"
"78614","0","0","0"
"78762","0","0","0"
"78780","0","0","0"
"78804","0","0","0"
"78864","0","0","0"
"78876","0","0","0"
"78892","0","0","0"
"78912","0","0","0"
"78964","0","0","0"
"79054","0","0","0"
"79148","0","0","0"
"79156","0","0","0"
"79204","0","0","0"
"79284","0","0","0"
"79302","0","0","0"
"79362","0","0","0"
"79556","0","0","0"
"79606","0","0","0"
"79834","0","0","0"
"79846","0","0","0"
"79980","0","0","0"
"80528","0","0","0"
"80718","0","0","0"
"80968","0","0","0"
"81090","0","0","0"
"81248","0","0","0"
"81258","0","0","0"
"81316","0","0","0"
"81562","0","0","0"
"81666","0","0","0"
"81668","0","0","0"
"81720","0","0","0"
"82156","0","0","0"
"82262","0","0","0"
"82744","0","0","0"
"82834","0","0","0"
"82838","0","0","0"
"82848","0","0","0"
"82970","0","0","0"
"83116","0","0","0"
"83280","0","0","0"
"83484","0","0","0"
"83876","0","0","0"
"83984","0","0","0"
"84148","0","0","0"
"84170","0","0","0"
"84384","0","0","0"
"84484","0","0","0"
"84660","0","0","0"
"84722","0","0","0"
"85334","0","0","0"
"85440","0","0","0"
"85466","0","0","0"
"85610","0","0","0"
"85778","0","0","0"
"85818","0","0","0"
"85840","0","0","0"
"86002","0","0","0"
"86122","0","0","0"
"86200","0","0","0"
"86222","0","0","0"
"86324","0","0","0"
"86352","0","0","0"
"86500","0","0","0"
"86792","0","0","0"
"86804","0","0","0"
"86832","0","0","0"
"86900","0","0","0"
"87056","0","0","0"
"87134","0","0","0"
"87262","0","0","0"
"87496","0","0","0"
"87588","0","0","0"
"87626","0","0","0"
"87738","0","0","0"
"87750","0","0","0"
"87766","0","0","0"
"87864","0","0","0"
"88002","0","0","0"
"88096","0","0","0"
"88188","0","0","0"
"88274","0","0","0"
"88620","0","0","0"
"88634","0","0","0"
"88714","0","0","0"
"88762","0","0","0"
"89084","0","0","0"
"89222","0","0","0"
"89228","0","0","0"
"89236","0","0","0"
"89248","0","0","0"
"89410","0","0","0"
"89672","0","0","0"
"89802","0","0","0"
"89974","0","0","0"
"90064","0","0","0"
"90290","0","0","0"
"90298","0","0","0"
"90436","0","0","0"
"90450","0","0","0"
"90542","0","0","0"
"90778","0","0","0"
"91022","0","0","0"
"91132","0","0","0"
"91148","0","0","0"
"91286","0","0","0"
"91434","0","0","0"
"91484","0","0","0"
"91580","0","0","0"
"91636","0","0","0"
"91692","0","0","0"
"91828","0","0","0"
"92030","0","0","0"
"92152","0","0","0"
"92438","0","0","0"
"92538","0","0","0"
"92560","0","0","0"
"92690","0","0","0"
"92936","0","0","0"
"93118","0","0","0"
"93172","0","0","0"
"93498","0","0","0"
"93612","0","0","0"
"93674","0","0","0"
"93948","0","0","0"
"93994","0","0","0"
"94002","0","0","0"
"94130","0","0","0"
"94360","0","0","0"
"94414","0","0","0"
"94424","0","0","0"
"94568","0","0","0"
"94610","0","0","0"
"95284","0","0","0"
"95390","0","0","0"
"95392","0","0","0"
"95578","0","0","0"
"95676","0","0","0"
"95734","0","0","0"
"95804","0","0","0"
"95812","0","0","0"
"95858","0","0","0"
"95910","0","0","0"
"96078","0","0","0"
"96138","0","0","0"
"96194","0","0","0"
"96364","0","0","0"
"96572","0","0","0"
"96606","0","0","0"
"96766","0","0","0"
"96816","0","0","0"
"96852","0","0","0"
"96860","0","0","0"
"96962","0","0","0"
"97284","0","0","0"
"97324","0","0","0"
"97420","0","0","0"
"97468","0","0","0"
"97482","0","0","0"
"97548","0","0","0"
"97844","0","0","0"
"97960","0","0","0"
"98060","0","0","0"
"98100","0","0","0"
"98116","0","0","0"
"98208","0","0","0"
"98224","0","0","0"
"98244","0","0","0"
"98278","0","0","0"
"98462","0","0","0"
"98484","0","0","0"
"98688","0","0","0"
"98744","0","0","0"
"98810","0","0","0"
"98894","0","0","0"
"98966","0","0","0"
"99794","0","0","0"
"99796","0","0","0"
"99802","0","0","0"
"100054","0","0","0"
"100090","0","0","0"
"100146","0","0","0"
"100214","0","0","0"
"100252","0","0","0"
"100308","0","0","0"
"100316","0","0","0"
"100360","0","0","0"
"100476","0","0","0"
"100654","0","0","0"
"100674","0","0","0"
"100704","0","0","0"
"100744","0","0","0"
"100818","0","0","0"
"100860","0","0","0"
"100892","0","0","0"
"100948","0","0","0"
"100978","0","0","0"
"100990","0","0","0"
"101016","0","0","0"
"101094","0","0","0"
"101112","0","0","0"
"101220","0","0","0"
"101232","0","0","0"
"101316","0","0","0"
"101476","0","0","0"
"101590","0","0","0"
"101628","0","0","0"
"101668","0","0","0"
"101816","0","0","0"
"101928","0","0","0"
"101948","0","0","0"
"102016","0","0","0"
"102126","0","0","0"
"102172","0","0","0"
"102272","0","0","0"
"102568","0","0","0"
"102871","0","0","0"
"103049","0","0","0"
"103191","0","0","0"
"103621","0","0","0"
"103637","0","0","0"
"103831","0","0","0"
"103839","0","0","0"
"104059","0","0","0"
"104093","0","0","0"
"104137","0","0","0"
"104227","0","0","0"
"104321","0","0","0"
"104435","0","0","0"
"104507","0","0","0"
"104633","0","0","0"
"104719","0","0","0"
"104885","0","0","0"
"104921","0","0","0"
"104969","0","0","0"
"105419","0","0","0"
"105425","0","0","0"
"105545","0","0","0"
"105721","0","0","0"
"105735","0","0","0"
"106129","0","0","0"
"106357","0","0","0"
"106435","0","0","0"
"106577","0","0","0"
"106635","0","0","0"
"106653","0","0","0"
"106723","0","0","0"
"106859","0","0","0"
"107061","0","0","0"
"107197","0","0","0"
"107367","0","0","0"
"107397","0","0","0"
"107451","0","0","0"
"107497","0","0","0"
"107911","0","0","0"
"107961","0","0","0"
"107967","0","0","0"
"108029","0","0","0"
"108259","0","0","0"
"108337","0","0","0"
"108379","0","0","0"
"108429","0","0","0"
"108483","0","0","0"
"108621","0","0","0"
"108651","0","0","0"
"108755","0","0","0"
"108829","0","0","0"
"109009","0","0","0"
"109015","0","0","0"
"109185","0","0","0"
"109351","0","0","0"
"109469","0","0","0"
"109529","0","0","0"
"109557","0","0","0"
"109635","0","0","0"
