"Step","fallen-sweep-36 - std_entropy_1","fallen-sweep-36 - std_entropy_1__MIN","fallen-sweep-36 - std_entropy_1__MAX"
"7247","0.009729314595460892","0.009729314595460892","0.009729314595460892"
"7267","0.021592840552330017","0.021592840552330017","0.021592840552330017"
"7289","0.007229264825582504","0.007229264825582504","0.007229264825582504"
"7315","0.009157012216746807","0.009157012216746807","0.009157012216746807"
"7411","0.009623682126402855","0.009623682126402855","0.009623682126402855"
"7473","0.007264937739819288","0.007264937739819288","0.007264937739819288"
"7609","0.006320718675851822","0.006320718675851822","0.006320718675851822"
"7735","0.005861458834260702","0.005861458834260702","0.005861458834260702"
"7793","0.005482725333422422","0.005482725333422422","0.005482725333422422"
"8253","0.0037072233390063047","0.0037072233390063047","0.0037072233390063047"
"8271","0.011549800634384155","0.011549800634384155","0.011549800634384155"
"8361","0.005663914605975151","0.005663914605975151","0.005663914605975151"
"8573","0.004059877246618271","0.004059877246618271","0.004059877246618271"
"8681","0.003951379097998142","0.003951379097998142","0.003951379097998142"
"8713","0.007914640940725803","0.007914640940725803","0.007914640940725803"
"8855","0.0025370109360665083","0.0025370109360665083","0.0025370109360665083"
"8931","0.0018336992943659425","0.0018336992943659425","0.0018336992943659425"
"8935","0.008302750065922737","0.008302750065922737","0.008302750065922737"
"9185","0.002174055902287364","0.002174055902287364","0.002174055902287364"
"9319","0.0014843782410025597","0.0014843782410025597","0.0014843782410025597"
"9479","0.0018064213218167424","0.0018064213218167424","0.0018064213218167424"
"9531","0.0025629785377532244","0.0025629785377532244","0.0025629785377532244"
"9657","0.0014252907130867243","0.0014252907130867243","0.0014252907130867243"
"9953","0.0008018062799237669","0.0008018062799237669","0.0008018062799237669"
"10157","0.0014577723341062665","0.0014577723341062665","0.0014577723341062665"
"10161","0.0010530735598877072","0.0010530735598877072","0.0010530735598877072"
"10233","0.0006927529466338456","0.0006927529466338456","0.0006927529466338456"
"10359","0.0009645950049161911","0.0009645950049161911","0.0009645950049161911"
"10391","0.000812578946352005","0.000812578946352005","0.000812578946352005"
"10575","0.00043930215178988874","0.00043930215178988874","0.00043930215178988874"
"10617","0.00043013948015868664","0.00043013948015868664","0.00043013948015868664"
"10815","0.00044986704597249627","0.00044986704597249627","0.00044986704597249627"
"10861","0.0015025665052235126","0.0015025665052235126","0.0015025665052235126"
"10869","0.0023343623615801334","0.0023343623615801334","0.0023343623615801334"
"10887","0.00039786743582226336","0.00039786743582226336","0.00039786743582226336"
"10975","0.0005917104426771402","0.0005917104426771402","0.0005917104426771402"
"11061","0.0004868621763307601","0.0004868621763307601","0.0004868621763307601"
"11169","0.0003783836727961898","0.0003783836727961898","0.0003783836727961898"
"11481","0.0003019468276761472","0.0003019468276761472","0.0003019468276761472"
"11733","0.00026063635596074164","0.00026063635596074164","0.00026063635596074164"
"11993","0.0002629171940498054","0.0002629171940498054","0.0002629171940498054"
"12029","0.0004720570577774197","0.0004720570577774197","0.0004720570577774197"
"12329","0.00018864001322072","0.00018864001322072","0.00018864001322072"
"12411","0.00011258552694926038","0.00011258552694926038","0.00011258552694926038"
"12605","0.00016173742187675089","0.00016173742187675089","0.00016173742187675089"
"12637","0.0001355994463665411","0.0001355994463665411","0.0001355994463665411"
"12763","0.00009406616300111637","0.00009406616300111637","0.00009406616300111637"
"13015","0.0001354314445052296","0.0001354314445052296","0.0001354314445052296"
"13099","0.00006857686821604148","0.00006857686821604148","0.00006857686821604148"
"13123","0.00010139905498363078","0.00010139905498363078","0.00010139905498363078"
"13201","0.00013652100460603833","0.00013652100460603833","0.00013652100460603833"
"13295","0.00008164656173903495","0.00008164656173903495","0.00008164656173903495"
"13359","0.00009139705798588693","0.00009139705798588693","0.00009139705798588693"
"13427","0.0000771381237427704","0.0000771381237427704","0.0000771381237427704"
"13481","0.00008202844037441537","0.00008202844037441537","0.00008202844037441537"
"13679","0.00006347136513795704","0.00006347136513795704","0.00006347136513795704"
"13725","0.00005153310121386312","0.00005153310121386312","0.00005153310121386312"
"13791","0.00007273310620803386","0.00007273310620803386","0.00007273310620803386"
"13847","0.0001715847320156172","0.0001715847320156172","0.0001715847320156172"
"13949","0.000055584474466741085","0.000055584474466741085","0.000055584474466741085"
"13997","0.00004186103251413442","0.00004186103251413442","0.00004186103251413442"
"14015","0.000056858280004234985","0.000056858280004234985","0.000056858280004234985"
"14079","0.000026711646569310687","0.000026711646569310687","0.000026711646569310687"
"14089","0.000055628679547226056","0.000055628679547226056","0.000055628679547226056"
"14095","0.0000375297931896057","0.0000375297931896057","0.0000375297931896057"
"14199","0.00002336287980142515","0.00002336287980142515","0.00002336287980142515"
"14215","0.00004394364441395737","0.00004394364441395737","0.00004394364441395737"
"14305","0.000037395646359073","0.000037395646359073","0.000037395646359073"
"14345","0.00015266035916283727","0.00015266035916283727","0.00015266035916283727"
"14387","0.00004211009218124673","0.00004211009218124673","0.00004211009218124673"
"14689","0.000013748478522757068","0.000013748478522757068","0.000013748478522757068"
"14701","0.000014212752830644604","0.000014212752830644604","0.000014212752830644604"
"14729","0.000013610794667329174","0.000013610794667329174","0.000013610794667329174"
"14743","0.000027906919058295898","0.000027906919058295898","0.000027906919058295898"
"14875","0.0000074944650805264246","0.0000074944650805264246","0.0000074944650805264246"
"14881","0.0000377698743250221","0.0000377698743250221","0.0000377698743250221"
"15169","0.000007238522357511101","0.000007238522357511101","0.000007238522357511101"
"15265","0.00000766893572290428","0.00000766893572290428","0.00000766893572290428"
"15275","0.000006287199084908934","0.000006287199084908934","0.000006287199084908934"
"15341","0.000011551212082849815","0.000011551212082849815","0.000011551212082849815"
"15511","0.000006710166871926049","0.000006710166871926049","0.000006710166871926049"
"15515","0.000007760584594507236","0.000007760584594507236","0.000007760584594507236"
"15759","0.000006893270438013133","0.000006893270438013133","0.000006893270438013133"
"15863","0.00000482259474665625","0.00000482259474665625","0.00000482259474665625"
"15887","0.000004381147846288513","0.000004381147846288513","0.000004381147846288513"
"16265","0.000003896889211318921","0.000003896889211318921","0.000003896889211318921"
"16457","0.0000020507281988102477","0.0000020507281988102477","0.0000020507281988102477"
"16567","0.000001924411662912462","0.000001924411662912462","0.000001924411662912462"
"16643","0.000005047862487117527","0.000005047862487117527","0.000005047862487117527"
"16699","0.0000021438095245684963","0.0000021438095245684963","0.0000021438095245684963"
"16815","0.0000012237395594638656","0.0000012237395594638656","0.0000012237395594638656"
"16901","0.0000011435240594437346","0.0000011435240594437346","0.0000011435240594437346"
"17023","7.407341513498977e-7","7.407341513498977e-7","7.407341513498977e-7"
"17071","8.751658810979279e-7","8.751658810979279e-7","8.751658810979279e-7"
"17245","6.73591216582281e-7","6.73591216582281e-7","6.73591216582281e-7"
"17275","8.821470487418992e-7","8.821470487418992e-7","8.821470487418992e-7"
"17403","7.588781727463356e-7","7.588781727463356e-7","7.588781727463356e-7"
"17591","2.7854085260514694e-7","2.7854085260514694e-7","2.7854085260514694e-7"
"17651","0.00000122321091566846","0.00000122321091566846","0.00000122321091566846"
"17671","2.8022978426633927e-7","2.8022978426633927e-7","2.8022978426633927e-7"
"17819","2.914274261911487e-7","2.914274261911487e-7","2.914274261911487e-7"
"17845","2.96662960863614e-7","2.96662960863614e-7","2.96662960863614e-7"
"17869","0","0","0"
"17989","0","0","0"
"18349","0","0","0"
"18571","0","0","0"
"18667","3.401035542083264e-8","3.401035542083264e-8","3.401035542083264e-8"
"18761","0","0","0"
"19053","0","0","0"
"19165","0","0","0"
"19169","3.234358914028235e-8","3.234358914028235e-8","3.234358914028235e-8"
"19253","0","0","0"
"19351","0","0","0"
"19375","0","0","0"
"19415","0","0","0"
"19587","0","0","0"
"19653","1.1457717619123287e-7","1.1457717619123287e-7","1.1457717619123287e-7"
"20291","0","0","0"
"20459","0","0","0"
"20469","0","0","0"
"21059","0","0","0"
"21063","0","0","0"
"21109","0","0","0"
"21169","0","0","0"
"21303","0","0","0"
"21527","0","0","0"
"21619","0","0","0"
"21715","0","0","0"
"22563","0","0","0"
"22601","0","0","0"
"22861","0","0","0"
"22885","0","0","0"
"22903","0","0","0"
"22923","0","0","0"
"22961","0","0","0"
"22977","0","0","0"
"22983","0","0","0"
"23035","0","0","0"
"23067","0","0","0"
"23175","0","0","0"
"23179","0","0","0"
"23221","0","0","0"
"23337","0","0","0"
"23405","0","0","0"
"23431","0","0","0"
"23615","0","0","0"
"23895","0","0","0"
"23975","0","0","0"
"24131","0","0","0"
"24185","0","0","0"
"24281","0","0","0"
"24519","0","0","0"
"24729","0","0","0"
"24741","0","0","0"
"24791","0","0","0"
"24811","0","0","0"
"24937","0","0","0"
"24979","0","0","0"
"25099","0","0","0"
"25161","0","0","0"
"25433","0","0","0"
"25439","0","0","0"
"25561","0","0","0"
"25579","0","0","0"
"25631","0","0","0"
"25741","0","0","0"
"25791","0","0","0"
"26017","0","0","0"
"26043","0","0","0"
"26047","0","0","0"
"26077","0","0","0"
"26227","0","0","0"
"26253","0","0","0"
"26291","0","0","0"
"26353","0","0","0"
"26407","0","0","0"
"26429","0","0","0"
"26453","0","0","0"
"26563","0","0","0"
"26637","0","0","0"
"26739","0","0","0"
"26767","0","0","0"
"26919","0","0","0"
"27005","0","0","0"
"27145","0","0","0"
"27455","0","0","0"
"27487","0","0","0"
"27497","0","0","0"
"27523","0","0","0"
"27693","0","0","0"
"27783","0","0","0"
"27881","0","0","0"
"27947","0","0","0"
"28363","0","0","0"
"28417","0","0","0"
"28545","0","0","0"
"28593","0","0","0"
"28651","0","0","0"
"28653","0","0","0"
"28809","0","0","0"
"28951","0","0","0"
"28977","0","0","0"
"29071","0","0","0"
"29147","0","0","0"
"29531","0","0","0"
"29667","0","0","0"
"29701","0","0","0"
"29747","0","0","0"
"29911","0","0","0"
"30007","0","0","0"
"30029","0","0","0"
"30133","0","0","0"
"30447","0","0","0"
"30499","0","0","0"
"30527","0","0","0"
"30647","0","0","0"
"30661","0","0","0"
"30719","0","0","0"
"30889","0","0","0"
"30969","0","0","0"
"31133","0","0","0"
"31151","0","0","0"
"31345","0","0","0"
"31477","0","0","0"
"31507","0","0","0"
"31655","0","0","0"
"31681","0","0","0"
"31741","0","0","0"
"31981","0","0","0"
"31999","0","0","0"
"32011","0","0","0"
"32151","0","0","0"
"32307","0","0","0"
"32311","0","0","0"
"32465","0","0","0"
"32541","0","0","0"
"32587","0","0","0"
"32663","0","0","0"
"32731","0","0","0"
"32733","0","0","0"
"32855","0","0","0"
"32955","0","0","0"
"33183","0","0","0"
"33409","0","0","0"
"33445","0","0","0"
"33681","0","0","0"
"33779","0","0","0"
"33935","0","0","0"
"34143","0","0","0"
"34491","0","0","0"
"34633","0","0","0"
"34685","0","0","0"
"34791","0","0","0"
"35049","0","0","0"
"35129","0","0","0"
"35173","0","0","0"
"35189","0","0","0"
"35207","0","0","0"
"35599","0","0","0"
"35675","0","0","0"
"35763","0","0","0"
"35835","0","0","0"
"36077","0","0","0"
"36323","0","0","0"
"36583","0","0","0"
"36703","0","0","0"
"36771","0","0","0"
"36861","0","0","0"
"37009","0","0","0"
"37059","0","0","0"
"37173","0","0","0"
"37349","0","0","0"
"37427","0","0","0"
"37521","0","0","0"
"37633","0","0","0"
"37655","0","0","0"
"37869","0","0","0"
"38023","0","0","0"
"38111","0","0","0"
"38121","0","0","0"
"38371","0","0","0"
"38491","0","0","0"
"38587","0","0","0"
"38777","0","0","0"
"38805","0","0","0"
"38827","0","0","0"
"38943","0","0","0"
"39169","0","0","0"
"39183","0","0","0"
"39191","0","0","0"
"39371","0","0","0"
"39611","0","0","0"
"39653","0","0","0"
"39679","0","0","0"
"39683","0","0","0"
"39745","0","0","0"
"39839","0","0","0"
"39935","0","0","0"
"39977","0","0","0"
"40231","0","0","0"
"40455","0","0","0"
"40539","0","0","0"
"40689","0","0","0"
"40715","0","0","0"
"40859","0","0","0"
"40951","0","0","0"
"41053","0","0","0"
"41101","0","0","0"
"41207","0","0","0"
"41217","0","0","0"
"41311","0","0","0"
"41313","0","0","0"
"41321","0","0","0"
"41405","0","0","0"
"41445","0","0","0"
"41681","0","0","0"
"41733","0","0","0"
"41813","0","0","0"
"41849","0","0","0"
"41957","0","0","0"
"41975","0","0","0"
"42031","0","0","0"
"42123","0","0","0"
"42269","0","0","0"
"42375","0","0","0"
"42465","0","0","0"
"42467","0","0","0"
"42665","0","0","0"
"42963","0","0","0"
"43165","0","0","0"
"43219","0","0","0"
"43241","0","0","0"
"43325","0","0","0"
"43421","0","0","0"
"43475","0","0","0"
"43815","0","0","0"
"43913","0","0","0"
"44203","0","0","0"
"44231","0","0","0"
"44253","0","0","0"
"44267","0","0","0"
"44309","0","0","0"
"44397","0","0","0"
"44503","0","0","0"
"44675","0","0","0"
"44761","0","0","0"
"44873","0","0","0"
"44971","0","0","0"
"44995","0","0","0"
"45407","0","0","0"
"45445","0","0","0"
"45465","0","0","0"
"45569","0","0","0"
"46070","0","0","0"
"46136","0","0","0"
"46156","0","0","0"
"46294","0","0","0"
"46302","0","0","0"
"46404","0","0","0"
"46646","0","0","0"
"46728","0","0","0"
"46932","0","0","0"
"46950","0","0","0"
"46978","0","0","0"
"47390","0","0","0"
"47522","0","0","0"
"47538","0","0","0"
"47690","0","0","0"
"47762","0","0","0"
"47886","0","0","0"
"48090","0","0","0"
"48144","0","0","0"
"48238","0","0","0"
"48270","0","0","0"
"48336","0","0","0"
"48358","0","0","0"
"48728","0","0","0"
"48762","0","0","0"
"48812","0","0","0"
"48864","0","0","0"
"48988","0","0","0"
"49050","0","0","0"
"49096","0","0","0"
"49246","0","0","0"
"49290","0","0","0"
"49294","0","0","0"
"49302","0","0","0"
"49324","0","0","0"
"49394","0","0","0"
"49558","0","0","0"
"49652","0","0","0"
"49856","0","0","0"
"49974","0","0","0"
"49990","0","0","0"
"50092","0","0","0"
"50106","0","0","0"
"50212","0","0","0"
"50328","0","0","0"
"50442","0","0","0"
"50466","0","0","0"
"50488","0","0","0"
"50562","0","0","0"
"50568","0","0","0"
"50572","0","0","0"
"50930","0","0","0"
"51094","0","0","0"
"51102","0","0","0"
"51152","0","0","0"
"51382","0","0","0"
"51418","0","0","0"
"51596","0","0","0"
"51604","0","0","0"
"51790","0","0","0"
"51812","0","0","0"
"52032","0","0","0"
"52134","0","0","0"
"52290","0","0","0"
"52520","0","0","0"
"52534","0","0","0"
"52600","0","0","0"
"52684","0","0","0"
"52816","0","0","0"
"52886","0","0","0"
"53050","0","0","0"
"53066","0","0","0"
"53122","0","0","0"
"53166","0","0","0"
"53174","0","0","0"
"53284","0","0","0"
"53606","0","0","0"
"53692","0","0","0"
"53748","0","0","0"
"53914","0","0","0"
"54020","0","0","0"
"54156","0","0","0"
"54558","0","0","0"
"54584","0","0","0"
"54832","0","0","0"
"54900","0","0","0"
"54942","0","0","0"
"55066","0","0","0"
"55318","0","0","0"
"55370","0","0","0"
"55486","0","0","0"
"55506","0","0","0"
"55578","0","0","0"
"55744","0","0","0"
"55838","0","0","0"
"55842","0","0","0"
"55896","0","0","0"
"55928","0","0","0"
"55964","0","0","0"
"56206","0","0","0"
"56288","0","0","0"
"56302","0","0","0"
"56402","0","0","0"
"56498","0","0","0"
"56720","0","0","0"
"56826","0","0","0"
"57130","0","0","0"
"57282","0","0","0"
"57348","0","0","0"
"57476","0","0","0"
"57596","0","0","0"
"57716","0","0","0"
"57896","0","0","0"
"57996","0","0","0"
"58138","0","0","0"
"58382","0","0","0"
"58448","0","0","0"
"58466","0","0","0"
"58774","0","0","0"
"58778","0","0","0"
"58820","0","0","0"
"59010","0","0","0"
"59464","0","0","0"
"59560","0","0","0"
"59712","0","0","0"
"59834","0","0","0"
"60008","0","0","0"
"60040","0","0","0"
"60362","0","0","0"
"60524","0","0","0"
"60606","0","0","0"
"60910","0","0","0"
"61076","0","0","0"
"61118","0","0","0"
"61414","0","0","0"
"61424","0","0","0"
"61492","0","0","0"
"61498","0","0","0"
"61650","0","0","0"
"61706","0","0","0"
"61902","0","0","0"
"62022","0","0","0"
"62124","0","0","0"
"62250","0","0","0"
"62472","0","0","0"
"62590","0","0","0"
"62644","0","0","0"
"62684","0","0","0"
"62692","0","0","0"
"62850","0","0","0"
"62900","0","0","0"
"62944","0","0","0"
"63230","0","0","0"
"63358","0","0","0"
"63368","0","0","0"
"63378","0","0","0"
"63380","0","0","0"
"63412","0","0","0"
"63500","0","0","0"
"63518","0","0","0"
"63544","0","0","0"
"63586","0","0","0"
"63642","0","0","0"
"63844","0","0","0"
"64098","0","0","0"
"64380","0","0","0"
"64526","0","0","0"
"64532","0","0","0"
"64594","0","0","0"
"64640","0","0","0"
"64646","0","0","0"
"64782","0","0","0"
"65186","0","0","0"
"65400","0","0","0"
"65418","0","0","0"
"65510","0","0","0"
"65730","0","0","0"
"65942","0","0","0"
"66158","0","0","0"
"66244","0","0","0"
"66406","0","0","0"
"66638","0","0","0"
"66730","0","0","0"
"66752","0","0","0"
"66824","0","0","0"
"66956","0","0","0"
"66974","0","0","0"
"67040","0","0","0"
"67144","0","0","0"
"67184","0","0","0"
"67188","0","0","0"
"67994","0","0","0"
"68138","0","0","0"
"68162","0","0","0"
"68628","0","0","0"
"68642","0","0","0"
"68794","0","0","0"
"68842","0","0","0"
"69140","0","0","0"
"69370","0","0","0"
"69506","0","0","0"
"69574","0","0","0"
"69600","0","0","0"
"69836","0","0","0"
"70042","0","0","0"
"70186","0","0","0"
"70244","0","0","0"
"70278","0","0","0"
"70320","0","0","0"
"70380","0","0","0"
"70558","0","0","0"
"70574","0","0","0"
"70588","0","0","0"
"70636","0","0","0"
"70762","0","0","0"
"70778","0","0","0"
"70918","0","0","0"
"70936","0","0","0"
"71088","0","0","0"
"71170","0","0","0"
"71192","0","0","0"
"71230","0","0","0"
"71496","0","0","0"
"71576","0","0","0"
"71622","0","0","0"
"71816","0","0","0"
"71898","0","0","0"
"71914","0","0","0"
"71996","0","0","0"
"72222","0","0","0"
"72250","0","0","0"
"72258","0","0","0"
"72342","0","0","0"
"72384","0","0","0"
"72764","0","0","0"
"72792","0","0","0"
"73126","0","0","0"
"73222","0","0","0"
"73224","0","0","0"
"73260","0","0","0"
"73270","0","0","0"
"73356","0","0","0"
"73430","0","0","0"
"73688","0","0","0"
"73774","0","0","0"
"73858","0","0","0"
"73896","0","0","0"
"73914","0","0","0"
"73962","0","0","0"
"73974","0","0","0"
"74168","0","0","0"
"74254","0","0","0"
"74578","0","0","0"
"74596","0","0","0"
"74802","0","0","0"
"74806","0","0","0"
"74946","0","0","0"
"74972","0","0","0"
"75012","0","0","0"
"75018","0","0","0"
"75050","0","0","0"
"75170","0","0","0"
"75200","0","0","0"
"75280","0","0","0"
"75788","0","0","0"
"75796","0","0","0"
"75938","0","0","0"
"76020","0","0","0"
"76054","0","0","0"
"76230","0","0","0"
"76422","0","0","0"
"76478","0","0","0"
"76534","0","0","0"
"76570","0","0","0"
"76686","0","0","0"
"76764","0","0","0"
"76808","0","0","0"
"76840","0","0","0"
"76856","0","0","0"
"76896","0","0","0"
"76944","0","0","0"
"77004","0","0","0"
"77458","0","0","0"
"77474","0","0","0"
"77690","0","0","0"
"77760","0","0","0"
"78136","0","0","0"
"78188","0","0","0"
"78216","0","0","0"
"78242","0","0","0"
"78260","0","0","0"
"78424","0","0","0"
"78526","0","0","0"
"78594","0","0","0"
"79098","0","0","0"
"79722","0","0","0"
"79744","0","0","0"
"79802","0","0","0"
"79812","0","0","0"
"80074","0","0","0"
"80230","0","0","0"
"80364","0","0","0"
"80504","0","0","0"
"80538","0","0","0"
"80590","0","0","0"
"80712","0","0","0"
"80768","0","0","0"
"80900","0","0","0"
"81362","0","0","0"
"81420","0","0","0"
"81686","0","0","0"
"81790","0","0","0"
"81804","0","0","0"
"82164","0","0","0"
"82200","0","0","0"
"82290","0","0","0"
"82304","0","0","0"
"82362","0","0","0"
"82364","0","0","0"
"82388","0","0","0"
"82556","0","0","0"
"82570","0","0","0"
"83194","0","0","0"
"83212","0","0","0"
"83384","0","0","0"
"83386","0","0","0"
"83388","0","0","0"
"83418","0","0","0"
"83468","0","0","0"
"83566","0","0","0"
"83646","0","0","0"
"83890","0","0","0"
"83980","0","0","0"
"84142","0","0","0"
"84180","0","0","0"
"84486","0","0","0"
"84510","0","0","0"
"84580","0","0","0"
"84622","0","0","0"
"84718","0","0","0"
"84736","0","0","0"
"84772","0","0","0"
"85050","0","0","0"
"85578","0","0","0"
"85582","0","0","0"
"86144","0","0","0"
"86330","0","0","0"
"86388","0","0","0"
"86588","0","0","0"
"86628","0","0","0"
"86670","0","0","0"
"86750","0","0","0"
"86772","0","0","0"
"86778","0","0","0"
"87000","0","0","0"
"87080","0","0","0"
"87136","0","0","0"
"87392","0","0","0"
"87412","0","0","0"
"87654","0","0","0"
"87748","0","0","0"
"87808","0","0","0"
"87826","0","0","0"
"88108","0","0","0"
"88132","0","0","0"
"88176","0","0","0"
"88244","0","0","0"
"88350","0","0","0"
"88352","0","0","0"
"88362","0","0","0"
"88464","0","0","0"
"88640","0","0","0"
"88670","0","0","0"
"88724","0","0","0"
"88814","0","0","0"
"88958","0","0","0"
"88974","0","0","0"
"89140","0","0","0"
"89184","0","0","0"
"89346","0","0","0"
"89444","0","0","0"
"89472","0","0","0"
"89556","0","0","0"
"89596","0","0","0"
"89646","0","0","0"
"89814","0","0","0"
"89926","0","0","0"
"90022","0","0","0"
"90096","0","0","0"
"90214","0","0","0"
"90294","0","0","0"
"90546","0","0","0"
"90834","0","0","0"
"90948","0","0","0"
"90980","0","0","0"
"90992","0","0","0"
"91254","0","0","0"
"91332","0","0","0"
"91362","0","0","0"
"91490","0","0","0"
"91538","0","0","0"
"91606","0","0","0"
"91608","0","0","0"
"91850","0","0","0"
"91894","0","0","0"
"92084","0","0","0"
"92138","0","0","0"
"92196","0","0","0"
"92254","0","0","0"
"92306","0","0","0"
"92506","0","0","0"
"92572","0","0","0"
"92644","0","0","0"
"92846","0","0","0"
"92892","0","0","0"
"92898","0","0","0"
"92980","0","0","0"
"93212","0","0","0"
"93258","0","0","0"
"93354","0","0","0"
"93380","0","0","0"
"93474","0","0","0"
"93588","0","0","0"
"93906","0","0","0"
"94034","0","0","0"
"94190","0","0","0"
"94196","0","0","0"
"94348","0","0","0"
"94490","0","0","0"
"94496","0","0","0"
"94630","0","0","0"
"94678","0","0","0"
"94744","0","0","0"
"94810","0","0","0"
"94878","0","0","0"
"94880","0","0","0"
"94994","0","0","0"
"95114","0","0","0"
"95184","0","0","0"
"95252","0","0","0"
"95262","0","0","0"
"95602","0","0","0"
"95742","0","0","0"
"96012","0","0","0"
"96030","0","0","0"
"96128","0","0","0"
"96204","0","0","0"
"96278","0","0","0"
"96380","0","0","0"
"96478","0","0","0"
"96530","0","0","0"
"96738","0","0","0"
"96766","0","0","0"
"97078","0","0","0"
"97218","0","0","0"
"97314","0","0","0"
"97320","0","0","0"
"97408","0","0","0"
"97752","0","0","0"
"97860","0","0","0"
"97890","0","0","0"
"98030","0","0","0"
"98266","0","0","0"
"98292","0","0","0"
"98474","0","0","0"
"98584","0","0","0"
"98834","0","0","0"
"99228","0","0","0"
"99344","0","0","0"
"99482","0","0","0"
"99730","0","0","0"
"99850","0","0","0"
"100040","0","0","0"
"100096","0","0","0"
"100098","0","0","0"
"100152","0","0","0"
"100470","0","0","0"
"100562","0","0","0"
"100584","0","0","0"
"100790","0","0","0"
