"Step","dainty-dust-1008 - std_entropy_1","dainty-dust-1008 - std_entropy_1__MIN","dainty-dust-1008 - std_entropy_1__MAX"
"189","0.0000026358343347965274","0.0000026358343347965274","0.0000026358343347965274"
"191","0.000003435521648498252","0.000003435521648498252","0.000003435521648498252"
"193","0.0000029578870908153476","0.0000029578870908153476","0.0000029578870908153476"
"195","0.000002637436182340025","0.000002637436182340025","0.000002637436182340025"
"197","0.00021239298803266138","0.00021239298803266138","0.00021239298803266138"
"199","0.000018688593627302907","0.000018688593627302907","0.000018688593627302907"
"201","0.00003100228059338406","0.00003100228059338406","0.00003100228059338406"
"203","0.0001158969389507547","0.0001158969389507547","0.0001158969389507547"
"205","0.00005146740659256466","0.00005146740659256466","0.00005146740659256466"
"207","0.006894138175994158","0.006894138175994158","0.006894138175994158"
"209","0.000040270922909257933","0.000040270922909257933","0.000040270922909257933"
"211","0.00006681532977381721","0.00006681532977381721","0.00006681532977381721"
"213","0.00007254051888594404","0.00007254051888594404","0.00007254051888594404"
"215","0.00009737344953464344","0.00009737344953464344","0.00009737344953464344"
"217","0.000019562374291126616","0.000019562374291126616","0.000019562374291126616"
"219","0.00006158177711768076","0.00006158177711768076","0.00006158177711768076"
"221","0.000011328859727655072","0.000011328859727655072","0.000011328859727655072"
"223","0.000009002263141155709","0.000009002263141155709","0.000009002263141155709"
"225","0.00002870006937882863","0.00002870006937882863","0.00002870006937882863"
"227","0.0000029799446110700956","0.0000029799446110700956","0.0000029799446110700956"
"229","0.00002747402868408244","0.00002747402868408244","0.00002747402868408244"
"231","0.00006340787513181567","0.00006340787513181567","0.00006340787513181567"
"233","0.0000617088153376244","0.0000617088153376244","0.0000617088153376244"
"235","0.0007301954901777208","0.0007301954901777208","0.0007301954901777208"
"237","0.00005694080755347386","0.00005694080755347386","0.00005694080755347386"
"239","0.0001569831365486607","0.0001569831365486607","0.0001569831365486607"
"241","0.0001207459790748544","0.0001207459790748544","0.0001207459790748544"
"243","0.00009280302037950605","0.00009280302037950605","0.00009280302037950605"
"245","0.0003607692488003522","0.0003607692488003522","0.0003607692488003522"
"247","0.00009830232738750055","0.00009830232738750055","0.00009830232738750055"
"249","0.0001570563472341746","0.0001570563472341746","0.0001570563472341746"
"251","0.000003887529601342976","0.000003887529601342976","0.000003887529601342976"
"253","0.000006577911790373037","0.000006577911790373037","0.000006577911790373037"
"255","0.0000176988269231515","0.0000176988269231515","0.0000176988269231515"
"257","0.000012550413885037415","0.000012550413885037415","0.000012550413885037415"
"259","0.000011843229913210962","0.000011843229913210962","0.000011843229913210962"
"261","0.000004681560767494375","0.000004681560767494375","0.000004681560767494375"
"263","0.0000036960291254217736","0.0000036960291254217736","0.0000036960291254217736"
"265","0.0002617119753267616","0.0002617119753267616","0.0002617119753267616"
"267","0.00002320302155567333","0.00002320302155567333","0.00002320302155567333"
"269","0.000026521074687479995","0.000026521074687479995","0.000026521074687479995"
"271","0.00010696484969230369","0.00010696484969230369","0.00010696484969230369"
"273","0.000029211538276285864","0.000029211538276285864","0.000029211538276285864"
"275","0.00003507763904053718","0.00003507763904053718","0.00003507763904053718"
"277","0.00009093442349694669","0.00009093442349694669","0.00009093442349694669"
"279","0.0012350819306448102","0.0012350819306448102","0.0012350819306448102"
"281","0.0003413526283111423","0.0003413526283111423","0.0003413526283111423"
"283","0.0020076341461390257","0.0020076341461390257","0.0020076341461390257"
"285","0.0002746986283455044","0.0002746986283455044","0.0002746986283455044"
"287","0.000598532147705555","0.000598532147705555","0.000598532147705555"
"289","0.00008314230217365548","0.00008314230217365548","0.00008314230217365548"
"291","0.000054664713388774544","0.000054664713388774544","0.000054664713388774544"
"293","0.00005496250741998665","0.00005496250741998665","0.00005496250741998665"
"295","0.000034240714740008116","0.000034240714740008116","0.000034240714740008116"
"297","0.000023242637325893156","0.000023242637325893156","0.000023242637325893156"
"299","0.000060266873333603144","0.000060266873333603144","0.000060266873333603144"
"301","0.00003127882882836275","0.00003127882882836275","0.00003127882882836275"
"303","0.00001793000046745874","0.00001793000046745874","0.00001793000046745874"
"305","0.00003369348632986657","0.00003369348632986657","0.00003369348632986657"
"307","0.00010876968008233234","0.00010876968008233234","0.00010876968008233234"
"309","0.00018989206000696868","0.00018989206000696868","0.00018989206000696868"
"311","0.00045613895053975284","0.00045613895053975284","0.00045613895053975284"
"313","0.0001224721927428618","0.0001224721927428618","0.0001224721927428618"
"315","0.00034008154761977494","0.00034008154761977494","0.00034008154761977494"
"317","0.00015722370881121606","0.00015722370881121606","0.00015722370881121606"
"319","0.00006630554707953706","0.00006630554707953706","0.00006630554707953706"
"321","0.00002249127828690689","0.00002249127828690689","0.00002249127828690689"
"323","0.000029370365155045874","0.000029370365155045874","0.000029370365155045874"
"325","0.00001983531728910748","0.00001983531728910748","0.00001983531728910748"
"327","0.00007012756395852193","0.00007012756395852193","0.00007012756395852193"
"329","0.00001847508792707231","0.00001847508792707231","0.00001847508792707231"
"331","0.000056935736211016774","0.000056935736211016774","0.000056935736211016774"
"333","0.00005929659528192133","0.00005929659528192133","0.00005929659528192133"
"335","0.00006619648775085807","0.00006619648775085807","0.00006619648775085807"
"337","0.000167284335475415","0.000167284335475415","0.000167284335475415"
"339","0.00008578997221775353","0.00008578997221775353","0.00008578997221775353"
"341","0.0004587529110722244","0.0004587529110722244","0.0004587529110722244"
"343","0.0001763033797033131","0.0001763033797033131","0.0001763033797033131"
"345","0.00011354024900356308","0.00011354024900356308","0.00011354024900356308"
"347","0.00031641367240808904","0.00031641367240808904","0.00031641367240808904"
"349","0.00036030999035574496","0.00036030999035574496","0.00036030999035574496"
"351","0.00011542683932930231","0.00011542683932930231","0.00011542683932930231"
"353","0.0006440528086386621","0.0006440528086386621","0.0006440528086386621"
"355","0.001430366886779666","0.001430366886779666","0.001430366886779666"
"357","0.00258620735257864","0.00258620735257864","0.00258620735257864"
"359","0.002406765939667821","0.002406765939667821","0.002406765939667821"
"361","0.002995729213580489","0.002995729213580489","0.002995729213580489"
"363","0.002197142457589507","0.002197142457589507","0.002197142457589507"
"365","0.001825748709961772","0.001825748709961772","0.001825748709961772"
"367","0.0004842292983084917","0.0004842292983084917","0.0004842292983084917"
"369","0.00020405657414812595","0.00020405657414812595","0.00020405657414812595"
"371","0.00006126908556325361","0.00006126908556325361","0.00006126908556325361"
"373","0.000005516909823199967","0.000005516909823199967","0.000005516909823199967"
"375","0.000006393463081622031","0.000006393463081622031","0.000006393463081622031"
"377","0.00000233466425925144","0.00000233466425925144","0.00000233466425925144"
"379","0.000010380901585449465","0.000010380901585449465","0.000010380901585449465"
"381","0.000009731203135743272","0.000009731203135743272","0.000009731203135743272"
"383","0.00004655531301978044","0.00004655531301978044","0.00004655531301978044"
"385","0.000016261230484815314","0.000016261230484815314","0.000016261230484815314"
"387","0.000017678186850389466","0.000017678186850389466","0.000017678186850389466"
"389","0.0000030159656034811633","0.0000030159656034811633","0.0000030159656034811633"
"391","0.000004470491148822475","0.000004470491148822475","0.000004470491148822475"
"393","0.000011088383871538099","0.000011088383871538099","0.000011088383871538099"
"395","0.000020529312678263523","0.000020529312678263523","0.000020529312678263523"
"397","0.00002233507257187739","0.00002233507257187739","0.00002233507257187739"
"399","0.00001800598511181306","0.00001800598511181306","0.00001800598511181306"
"401","0.00002275764381920453","0.00002275764381920453","0.00002275764381920453"
"403","0.00011878630903083831","0.00011878630903083831","0.00011878630903083831"
"405","0.00002122726436937228","0.00002122726436937228","0.00002122726436937228"
"407","0.000029178963814047165","0.000029178963814047165","0.000029178963814047165"
"409","0.00004442144199856557","0.00004442144199856557","0.00004442144199856557"
"411","0.000039893275243230164","0.000039893275243230164","0.000039893275243230164"
"413","0.00003372392529854551","0.00003372392529854551","0.00003372392529854551"
"415","0.00004500470822677016","0.00004500470822677016","0.00004500470822677016"
"417","0.00003123238275293261","0.00003123238275293261","0.00003123238275293261"
"419","0.000014702627595397644","0.000014702627595397644","0.000014702627595397644"
"421","0.000012805750884581357","0.000012805750884581357","0.000012805750884581357"
"423","0.000007462057510565501","0.000007462057510565501","0.000007462057510565501"
"425","0.00000671720044920221","0.00000671720044920221","0.00000671720044920221"
"427","0.000025074108634726144","0.000025074108634726144","0.000025074108634726144"
"429","0.00003912013198714703","0.00003912013198714703","0.00003912013198714703"
"431","0.00002632791620271746","0.00002632791620271746","0.00002632791620271746"
"433","0.00002176086127292365","0.00002176086127292365","0.00002176086127292365"
"435","0.00003383672083145939","0.00003383672083145939","0.00003383672083145939"
"437","0.0002650597889441997","0.0002650597889441997","0.0002650597889441997"
"439","0.00010754649701993912","0.00010754649701993912","0.00010754649701993912"
"441","0.00006134933209978044","0.00006134933209978044","0.00006134933209978044"
"443","0.0001819556491682306","0.0001819556491682306","0.0001819556491682306"
"445","0.00007181832188507542","0.00007181832188507542","0.00007181832188507542"
"447","0.0004628982860594988","0.0004628982860594988","0.0004628982860594988"
"449","0.00007648592873010784","0.00007648592873010784","0.00007648592873010784"
"451","0.00011048846499761567","0.00011048846499761567","0.00011048846499761567"
"453","0.000010662267413863447","0.000010662267413863447","0.000010662267413863447"
"455","0.00002110002787958365","0.00002110002787958365","0.00002110002787958365"
"457","0.0000203480103664333","0.0000203480103664333","0.0000203480103664333"
"459","0.000015990175597835332","0.000015990175597835332","0.000015990175597835332"
"461","0.00007429772085743025","0.00007429772085743025","0.00007429772085743025"
"463","0.000012081492968718521","0.000012081492968718521","0.000012081492968718521"
"465","0.000043597392505034804","0.000043597392505034804","0.000043597392505034804"
"467","0.000007691929567954503","0.000007691929567954503","0.000007691929567954503"
"469","0.0000035665766517922748","0.0000035665766517922748","0.0000035665766517922748"
"471","0.00002074808071483858","0.00002074808071483858","0.00002074808071483858"
"473","0.000033738127967808396","0.000033738127967808396","0.000033738127967808396"
"475","0.00003992972051491961","0.00003992972051491961","0.00003992972051491961"
"477","0.000018528171494835988","0.000018528171494835988","0.000018528171494835988"
"479","0.00016276168753392994","0.00016276168753392994","0.00016276168753392994"
"481","0.000019109189452137798","0.000019109189452137798","0.000019109189452137798"
"483","0.00004321529559092596","0.00004321529559092596","0.00004321529559092596"
"485","0.000020220237274770625","0.000020220237274770625","0.000020220237274770625"
"487","0.0020000822842121124","0.0020000822842121124","0.0020000822842121124"
"489","0.000020666668206104077","0.000020666668206104077","0.000020666668206104077"
"491","0.00003107114025624469","0.00003107114025624469","0.00003107114025624469"
"493","0.00002429113919788506","0.00002429113919788506","0.00002429113919788506"
"495","0.000034535063605289906","0.000034535063605289906","0.000034535063605289906"
"497","0.00014331146667245775","0.00014331146667245775","0.00014331146667245775"
"499","0.00005394030813477002","0.00005394030813477002","0.00005394030813477002"
"501","0.00010012837446993217","0.00010012837446993217","0.00010012837446993217"
"503","0.0003031051892321557","0.0003031051892321557","0.0003031051892321557"
"505","0.00004570985765894875","0.00004570985765894875","0.00004570985765894875"
"507","0.00003375902451807633","0.00003375902451807633","0.00003375902451807633"
"509","0.00002376064185227733","0.00002376064185227733","0.00002376064185227733"
"511","0.00008627926581539214","0.00008627926581539214","0.00008627926581539214"
"513","0.00001439311290596379","0.00001439311290596379","0.00001439311290596379"
"515","0.000021758274669991806","0.000021758274669991806","0.000021758274669991806"
"517","0.0000044217572394700255","0.0000044217572394700255","0.0000044217572394700255"
"519","0.00002141098775609862","0.00002141098775609862","0.00002141098775609862"
"521","0.000011089734471170232","0.000011089734471170232","0.000011089734471170232"
"523","0.00005509856782737188","0.00005509856782737188","0.00005509856782737188"
"525","0.00003491374081932008","0.00003491374081932008","0.00003491374081932008"
"527","0.00006191917782416567","0.00006191917782416567","0.00006191917782416567"
"529","0.00013111055886838585","0.00013111055886838585","0.00013111055886838585"
"531","0.00020857965864706784","0.00020857965864706784","0.00020857965864706784"
"533","0.0016040412010625005","0.0016040412010625005","0.0016040412010625005"
"535","0.00009052369568962604","0.00009052369568962604","0.00009052369568962604"
"537","0.000029602426366182044","0.000029602426366182044","0.000029602426366182044"
"539","0.000054265776270767674","0.000054265776270767674","0.000054265776270767674"
"541","0.0000662800157442689","0.0000662800157442689","0.0000662800157442689"
"543","0.00012969943054486066","0.00012969943054486066","0.00012969943054486066"
"545","0.00001782228355295956","0.00001782228355295956","0.00001782228355295956"
"547","0.0001434529258403927","0.0001434529258403927","0.0001434529258403927"
"549","0.000026126581360585988","0.000026126581360585988","0.000026126581360585988"
"551","0.0000341399027092848","0.0000341399027092848","0.0000341399027092848"
"553","0.000021629042748827487","0.000021629042748827487","0.000021629042748827487"
"555","0.000022461819753516465","0.000022461819753516465","0.000022461819753516465"
"557","0.00002712200875976123","0.00002712200875976123","0.00002712200875976123"
"559","0.0001567873841850087","0.0001567873841850087","0.0001567873841850087"
"561","0.00002557721563789528","0.00002557721563789528","0.00002557721563789528"
"563","0.00001823405546019785","0.00001823405546019785","0.00001823405546019785"
"565","0.00010304399620508775","0.00010304399620508775","0.00010304399620508775"
"567","0.00011439040827099234","0.00011439040827099234","0.00011439040827099234"
"569","0.00013118931383360177","0.00013118931383360177","0.00013118931383360177"
"571","0.000021700710931327194","0.000021700710931327194","0.000021700710931327194"
"573","0.00002420727105345577","0.00002420727105345577","0.00002420727105345577"
"575","0.000015341940525104292","0.000015341940525104292","0.000015341940525104292"
"577","0.000054681197070749477","0.000054681197070749477","0.000054681197070749477"
"579","0.00008032582991290838","0.00008032582991290838","0.00008032582991290838"
"581","0.00005824196705361828","0.00005824196705361828","0.00005824196705361828"
"583","0.00006590256816707551","0.00006590256816707551","0.00006590256816707551"
"585","0.00007650187035324052","0.00007650187035324052","0.00007650187035324052"
"587","0.00041409485857002437","0.00041409485857002437","0.00041409485857002437"
"589","0.000055324300774373114","0.000055324300774373114","0.000055324300774373114"
"591","0.00006283228867687285","0.00006283228867687285","0.00006283228867687285"
"593","0.0003129038668703288","0.0003129038668703288","0.0003129038668703288"
"595","0.00011655938578769565","0.00011655938578769565","0.00011655938578769565"
"597","0.000043474527046782896","0.000043474527046782896","0.000043474527046782896"
"599","0.000011771325262088794","0.000011771325262088794","0.000011771325262088794"
"601","0.00001790113492461387","0.00001790113492461387","0.00001790113492461387"
"603","0.000013739644600718748","0.000013739644600718748","0.000013739644600718748"
"605","0.00002070672417175956","0.00002070672417175956","0.00002070672417175956"
"607","0.000029494043701561168","0.000029494043701561168","0.000029494043701561168"
"609","0.000034669010346988216","0.000034669010346988216","0.000034669010346988216"
"611","0.00013628166925627738","0.00013628166925627738","0.00013628166925627738"
"613","0.0005303752259351313","0.0005303752259351313","0.0005303752259351313"
"615","0.00015766534488648176","0.00015766534488648176","0.00015766534488648176"
"617","0.0027888352051377296","0.0027888352051377296","0.0027888352051377296"
"619","0.00024769941228441894","0.00024769941228441894","0.00024769941228441894"
"621","0.0005997319822199643","0.0005997319822199643","0.0005997319822199643"
"623","0.0009785377187654376","0.0009785377187654376","0.0009785377187654376"
"625","0.005182656925171614","0.005182656925171614","0.005182656925171614"
"627","0.0006458001444116235","0.0006458001444116235","0.0006458001444116235"
"629","0.000924482592381537","0.000924482592381537","0.000924482592381537"
"631","0.003976701758801937","0.003976701758801937","0.003976701758801937"
"633","0.0003935850108973682","0.0003935850108973682","0.0003935850108973682"
"635","0.007607477717101574","0.007607477717101574","0.007607477717101574"
"637","0.00007522509986301884","0.00007522509986301884","0.00007522509986301884"
"639","0.0008633125689812005","0.0008633125689812005","0.0008633125689812005"
"641","0.00008198458817787468","0.00008198458817787468","0.00008198458817787468"
"643","0.000015155690562096424","0.000015155690562096424","0.000015155690562096424"
"645","0.000043622872908599675","0.000043622872908599675","0.000043622872908599675"
"647","0.0000159810788318282","0.0000159810788318282","0.0000159810788318282"
"649","0.00003563399150152691","0.00003563399150152691","0.00003563399150152691"
"651","0.000020279001546441577","0.000020279001546441577","0.000020279001546441577"
"653","0.00005640072049573064","0.00005640072049573064","0.00005640072049573064"
"655","0.00022793596144765615","0.00022793596144765615","0.00022793596144765615"
"657","0.00021089920483063906","0.00021089920483063906","0.00021089920483063906"
"659","0.0002537350810598582","0.0002537350810598582","0.0002537350810598582"
"661","0.0037857824936509132","0.0037857824936509132","0.0037857824936509132"
"663","0.006783600430935621","0.006783600430935621","0.006783600430935621"
"665","0.007566452492028475","0.007566452492028475","0.007566452492028475"
"667","0.00032837907201610506","0.00032837907201610506","0.00032837907201610506"
"669","0.0019497667672112584","0.0019497667672112584","0.0019497667672112584"
"671","0.0003162149223499","0.0003162149223499","0.0003162149223499"
"673","0.000032948999432846904","0.000032948999432846904","0.000032948999432846904"
"675","0.000029944472771603614","0.000029944472771603614","0.000029944472771603614"
"677","0.000019078532204730436","0.000019078532204730436","0.000019078532204730436"
"679","0.00003127021773252636","0.00003127021773252636","0.00003127021773252636"
"681","0.00002777066038106568","0.00002777066038106568","0.00002777066038106568"
"683","0.000022818321667728014","0.000022818321667728014","0.000022818321667728014"
"685","0.000051463295676512644","0.000051463295676512644","0.000051463295676512644"
"687","0.00016245814913418144","0.00016245814913418144","0.00016245814913418144"
"689","0.00036195252323523164","0.00036195252323523164","0.00036195252323523164"
"691","0.0005976134561933577","0.0005976134561933577","0.0005976134561933577"
"693","0.00045395566849038005","0.00045395566849038005","0.00045395566849038005"
"695","0.00012142631021561101","0.00012142631021561101","0.00012142631021561101"
"697","0.00047483749222010374","0.00047483749222010374","0.00047483749222010374"
"699","0.0002805681142490357","0.0002805681142490357","0.0002805681142490357"
"701","0.00032790398108772933","0.00032790398108772933","0.00032790398108772933"
"703","0.0017632244853302836","0.0017632244853302836","0.0017632244853302836"
"705","0.0021234415471553802","0.0021234415471553802","0.0021234415471553802"
"707","0.0027279648929834366","0.0027279648929834366","0.0027279648929834366"
"709","0.009490319527685642","0.009490319527685642","0.009490319527685642"
"711","0.004818348214030266","0.004818348214030266","0.004818348214030266"
"713","0.0021710617002099752","0.0021710617002099752","0.0021710617002099752"
"715","0.0017195483669638634","0.0017195483669638634","0.0017195483669638634"
"717","0.0007742508314549923","0.0007742508314549923","0.0007742508314549923"
"719","0.0005064528668299317","0.0005064528668299317","0.0005064528668299317"
"721","0.00007996492058737203","0.00007996492058737203","0.00007996492058737203"
"723","0.00016523317026440054","0.00016523317026440054","0.00016523317026440054"
"725","0.000031114414014155045","0.000031114414014155045","0.000031114414014155045"
"727","0.00001814813367673196","0.00001814813367673196","0.00001814813367673196"
"729","0.00010134511103387922","0.00010134511103387922","0.00010134511103387922"
"731","0.000013366005077841692","0.000013366005077841692","0.000013366005077841692"
"733","0.00006418138946173713","0.00006418138946173713","0.00006418138946173713"
"735","0.000016574540495639667","0.000016574540495639667","0.000016574540495639667"
"737","0.000006530915925395675","0.000006530915925395675","0.000006530915925395675"
"739","0.0000036693293168355012","0.0000036693293168355012","0.0000036693293168355012"
"741","0.000029595841624541208","0.000029595841624541208","0.000029595841624541208"
"743","0.000023719070668448694","0.000023719070668448694","0.000023719070668448694"
"745","0.00008054030331550166","0.00008054030331550166","0.00008054030331550166"
"747","0.00001972556856344454","0.00001972556856344454","0.00001972556856344454"
"749","0.00002940471313195303","0.00002940471313195303","0.00002940471313195303"
"751","0.000023462027456844226","0.000023462027456844226","0.000023462027456844226"
"753","0.00004890109630650841","0.00004890109630650841","0.00004890109630650841"
"755","0.00003346022640471347","0.00003346022640471347","0.00003346022640471347"
"757","0.00004160675598541275","0.00004160675598541275","0.00004160675598541275"
"759","0.00009436892287340015","0.00009436892287340015","0.00009436892287340015"
"761","0.0001898260961752385","0.0001898260961752385","0.0001898260961752385"
"763","0.00003472673779469915","0.00003472673779469915","0.00003472673779469915"
"765","0.000026215686375508085","0.000026215686375508085","0.000026215686375508085"
"767","0.00001056921246345155","0.00001056921246345155","0.00001056921246345155"
"769","0.000015970417734934017","0.000015970417734934017","0.000015970417734934017"
"771","0.00011525829177116975","0.00011525829177116975","0.00011525829177116975"
"773","0.000011103817087132484","0.000011103817087132484","0.000011103817087132484"
"775","0.00003773103526327759","0.00003773103526327759","0.00003773103526327759"
"777","0.0006685655098408461","0.0006685655098408461","0.0006685655098408461"
"779","0.0001595537323737517","0.0001595537323737517","0.0001595537323737517"
"781","0.0000539209067937918","0.0000539209067937918","0.0000539209067937918"
"783","0.000026898933356278576","0.000026898933356278576","0.000026898933356278576"
"785","0.000039148224459495395","0.000039148224459495395","0.000039148224459495395"
"787","0.000014632420970883686","0.000014632420970883686","0.000014632420970883686"
"789","0.00004804302807315253","0.00004804302807315253","0.00004804302807315253"
"791","0.000030445466109085828","0.000030445466109085828","0.000030445466109085828"
"793","0.00015634106239303946","0.00015634106239303946","0.00015634106239303946"
"795","0.00010751412628451362","0.00010751412628451362","0.00010751412628451362"
"797","0.0001153590710600838","0.0001153590710600838","0.0001153590710600838"
"799","0.00004424463622854091","0.00004424463622854091","0.00004424463622854091"
"801","0.00004291203003958799","0.00004291203003958799","0.00004291203003958799"
"803","0.000024364177079405636","0.000024364177079405636","0.000024364177079405636"
"805","0.000005094815605843905","0.000005094815605843905","0.000005094815605843905"
"807","0.0000030382668683159864","0.0000030382668683159864","0.0000030382668683159864"
"809","0.000031951065466273576","0.000031951065466273576","0.000031951065466273576"
"811","0.000007041018761810847","0.000007041018761810847","0.000007041018761810847"
"813","0.000016169549780897796","0.000016169549780897796","0.000016169549780897796"
