"Step","sleek-dew-1004 - std_entropy_0","sleek-dew-1004 - std_entropy_0__MIN","sleek-dew-1004 - std_entropy_0__MAX"
"1","0.000502231705468148","0.000502231705468148","0.000502231705468148"
"3","0.00020258910080883652","0.00020258910080883652","0.00020258910080883652"
"5","0.0005632149404846132","0.0005632149404846132","0.0005632149404846132"
"7","0.00028147714328952134","0.00028147714328952134","0.00028147714328952134"
"9","0.00030525415786542","0.00030525415786542","0.00030525415786542"
"11","0.00023351763957180083","0.00023351763957180083","0.00023351763957180083"
"13","0.0005343498778529465","0.0005343498778529465","0.0005343498778529465"
"15","0.0005306161474436522","0.0005306161474436522","0.0005306161474436522"
"17","0.0003190033894497901","0.0003190033894497901","0.0003190033894497901"
"19","0.00023015493934508413","0.00023015493934508413","0.00023015493934508413"
"21","0.00028907530941069126","0.00028907530941069126","0.00028907530941069126"
"23","0.00024579677847214043","0.00024579677847214043","0.00024579677847214043"
"25","0.00027317070635035634","0.00027317070635035634","0.00027317070635035634"
"27","0.0006123523344285786","0.0006123523344285786","0.0006123523344285786"
"29","0.0002272484707646072","0.0002272484707646072","0.0002272484707646072"
"31","0.0002366812841501087","0.0002366812841501087","0.0002366812841501087"
"33","0.0002253427228424698","0.0002253427228424698","0.0002253427228424698"
"35","0.0001588827872183174","0.0001588827872183174","0.0001588827872183174"
"37","0.0002354639582335949","0.0002354639582335949","0.0002354639582335949"
"39","0.0003766260342672467","0.0003766260342672467","0.0003766260342672467"
"41","0.00020208234491292387","0.00020208234491292387","0.00020208234491292387"
"43","0.00021573093545157462","0.00021573093545157462","0.00021573093545157462"
"45","0.0002562168228905648","0.0002562168228905648","0.0002562168228905648"
"47","0.00018603102944325656","0.00018603102944325656","0.00018603102944325656"
"49","0.0001989544980460778","0.0001989544980460778","0.0001989544980460778"
"51","0.00040573152364231646","0.00040573152364231646","0.00040573152364231646"
"53","0.0004565393610391766","0.0004565393610391766","0.0004565393610391766"
"55","0.00019974698079749942","0.00019974698079749942","0.00019974698079749942"
"57","0.00018724300025496632","0.00018724300025496632","0.00018724300025496632"
"59","0.00021654677402693778","0.00021654677402693778","0.00021654677402693778"
"61","0.00010730267968028784","0.00010730267968028784","0.00010730267968028784"
"63","0.0002230117388535291","0.0002230117388535291","0.0002230117388535291"
"65","0.0003170659183524549","0.0003170659183524549","0.0003170659183524549"
"67","0.0001540763332741335","0.0001540763332741335","0.0001540763332741335"
"69","0.0002480167895555496","0.0002480167895555496","0.0002480167895555496"
"71","0.0002291348937433213","0.0002291348937433213","0.0002291348937433213"
"73","0.00015710406296420842","0.00015710406296420842","0.00015710406296420842"
"75","0.00022296693350654095","0.00022296693350654095","0.00022296693350654095"
"77","0.00017110121552832425","0.00017110121552832425","0.00017110121552832425"
"79","0.0002082499413518235","0.0002082499413518235","0.0002082499413518235"
"81","0.00018334307242184877","0.00018334307242184877","0.00018334307242184877"
"83","0.00017697297153063118","0.00017697297153063118","0.00017697297153063118"
"85","0.00017782961367629468","0.00017782961367629468","0.00017782961367629468"
"87","0.00020887631399091333","0.00020887631399091333","0.00020887631399091333"
"89","0.00017569225747138262","0.00017569225747138262","0.00017569225747138262"
"91","0.00023428806161973625","0.00023428806161973625","0.00023428806161973625"
"93","0.00016446219524368644","0.00016446219524368644","0.00016446219524368644"
"95","0.00015530569362454116","0.00015530569362454116","0.00015530569362454116"
"97","0.00016007696103770286","0.00016007696103770286","0.00016007696103770286"
"99","0.0002932092465925962","0.0002932092465925962","0.0002932092465925962"
"101","0.00020603209850378335","0.00020603209850378335","0.00020603209850378335"
"103","0.0001443275687051937","0.0001443275687051937","0.0001443275687051937"
"105","0.00013029710680712014","0.00013029710680712014","0.00013029710680712014"
"107","0.0003830988716799766","0.0003830988716799766","0.0003830988716799766"
"109","0.00017332712013740093","0.00017332712013740093","0.00017332712013740093"
"111","0.00017399956414010376","0.00017399956414010376","0.00017399956414010376"
"113","0.00018163264030590653","0.00018163264030590653","0.00018163264030590653"
"115","0.00016508907719980925","0.00016508907719980925","0.00016508907719980925"
"117","0.00017581155407242477","0.00017581155407242477","0.00017581155407242477"
"119","0.00014347083924803883","0.00014347083924803883","0.00014347083924803883"
"121","0.00014348245167639107","0.00014348245167639107","0.00014348245167639107"
"123","0.00017794242012314498","0.00017794242012314498","0.00017794242012314498"
"125","0.00011627698404481634","0.00011627698404481634","0.00011627698404481634"
"127","0.00018775281205307692","0.00018775281205307692","0.00018775281205307692"
"129","0.00011804365203715861","0.00011804365203715861","0.00011804365203715861"
"131","0.0001809926616260782","0.0001809926616260782","0.0001809926616260782"
"133","0.00017256902356166393","0.00017256902356166393","0.00017256902356166393"
"135","0.00020373261941131204","0.00020373261941131204","0.00020373261941131204"
"137","0.0002181011950597167","0.0002181011950597167","0.0002181011950597167"
"139","0.00022685898875351995","0.00022685898875351995","0.00022685898875351995"
"141","0.00014172687951941043","0.00014172687951941043","0.00014172687951941043"
"145","0.0002708269457798451","0.0002708269457798451","0.0002708269457798451"
"147","0.00015056482516229153","0.00015056482516229153","0.00015056482516229153"
"149","0.00031532972934655845","0.00031532972934655845","0.00031532972934655845"
"151","0.00019107034313492477","0.00019107034313492477","0.00019107034313492477"
"153","0.00018356512009631842","0.00018356512009631842","0.00018356512009631842"
"155","0.00021881343855056912","0.00021881343855056912","0.00021881343855056912"
"157","0.0003044937620870769","0.0003044937620870769","0.0003044937620870769"
"159","0.00029724749037995934","0.00029724749037995934","0.00029724749037995934"
"161","0.00016869584214873612","0.00016869584214873612","0.00016869584214873612"
"163","0.0001977345673367381","0.0001977345673367381","0.0001977345673367381"
"165","0.0001926390832522884","0.0001926390832522884","0.0001926390832522884"
"167","0.00019825725757982582","0.00019825725757982582","0.00019825725757982582"
"169","0.00027195599977858365","0.00027195599977858365","0.00027195599977858365"
"171","0.00031958834733814","0.00031958834733814","0.00031958834733814"
"173","0.0002157262497348711","0.0002157262497348711","0.0002157262497348711"
"175","0.00019023226923309267","0.00019023226923309267","0.00019023226923309267"
"177","0.00019083941879216582","0.00019083941879216582","0.00019083941879216582"
"179","0.00017662998288869858","0.00017662998288869858","0.00017662998288869858"
"181","0.00020689018128905445","0.00020689018128905445","0.00020689018128905445"
"183","0.00017520558321848512","0.00017520558321848512","0.00017520558321848512"
"185","0.000247217423748225","0.000247217423748225","0.000247217423748225"
"187","0.00019790249643847346","0.00019790249643847346","0.00019790249643847346"
"189","0.0002449416206218302","0.0002449416206218302","0.0002449416206218302"
"191","0.00020949730242136866","0.00020949730242136866","0.00020949730242136866"
"193","0.00020549670443870127","0.00020549670443870127","0.00020549670443870127"
"195","0.0003873624373227358","0.0003873624373227358","0.0003873624373227358"
